公司代號,公司名稱,營業收入,營業毛利（毛損）,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,基本每股盈餘（元）,毛利率,營益率,業外稅前率,年季
4420,光明,1106280.0,109031.0,53943,17211,71154,1.47,0.0986,0.0488,0.2419,2017Q4
4430,耀億,1724315.0,411144.0,55527,-30026,25501,0.35,0.2384,0.0322,-1.1774,2017Q4
4432,銘旺實,1812373.0,291616.0,96095,-24354,71741,1.16,0.1609,0.053,-0.3395,2017Q4
4433,興采,1502708.0,312088.0,13335,408,13743,0.34,0.2077,0.0089,0.0297,2017Q4
4502,健信,2827801.0,458239.0,222590,-43856,178734,3.91,0.162,0.0787,-0.2454,2017Q4
4503,金雨,345509.0,83517.0,54176,-4648,49528,1.08,0.2417,0.1568,-0.0938,2017Q4
4506,崇友,4283348.0,1297218.0,769099,211964,981063,4.4,0.3029,0.1796,0.2161,2017Q4
4510,高鋒,2784073.0,489762.0,85875,-9736,76139,0.61,0.1759,0.0308,-0.1279,2017Q4
4513,福裕,1890274.0,425764.0,26711,11,26722,0.27,0.2252,0.0141,0.0004,2017Q4
4523,永彰,1497859.0,196822.0,-132231,7115,-125116,-1.87,0.1314,-0.0883,-0.0569,2017Q4
4527,方方土霖,2692408.0,671076.0,244931,8179,253110,2.5,0.2492,0.091,0.0323,2017Q4
4528,江興鍛,2738126.0,728605.0,450678,29292,479970,4.81,0.2661,0.1646,0.061,2017Q4
4529,淳紳,18013.0,17952.0,-69301,-388519,-457820,-5.84,0.9966,-3.8473,0.8486,2017Q4
4530,宏易,44124.0,13159.0,-21610,-6774,-28384,-0.54,0.2982,-0.4898,0.2387,2017Q4
4533,協易機,4007440.0,932950.0,66543,12915,79458,0.46,0.2328,0.0166,0.1625,2017Q4
4534,慶騰,2274521.0,308525.0,121533,-43661,77872,0.8,0.1356,0.0534,-0.5607,2017Q4
4535,至興,3159665.0,612836.0,356327,-13038,343289,2.98,0.194,0.1128,-0.038,2017Q4
4538,大詠城,602155.0,127798.0,79912,-6727,73185,1.4,0.2122,0.1327,-0.0919,2017Q4
4541,晟田,1119469.0,111805.0,-53732,-20898,-74630,-1.19,0.0999,-0.048,0.28,2017Q4
4542,科嶠,601489.0,208309.0,84625,-6010,78615,2.36,0.3463,0.1407,-0.0764,2017Q4
4543,萬在,936754.0,193744.0,28581,-23454,5127,-0.25,0.2068,0.0305,-4.5746,2017Q4
4549,桓達,1060656.0,591287.0,233505,8540,242045,4.84,0.5575,0.2202,0.0353,2017Q4
4550,長佳,1439116.0,94461.0,58948,3868,62816,1.5,0.0656,0.041,0.0616,2017Q4
4554,橙的,483077.0,162427.0,-33724,105,-33619,-1.62,0.3362,-0.0698,-0.0031,2017Q4
4556,旭然,407760.0,169537.0,22874,-1493,21381,0.4,0.4158,0.0561,-0.0698,2017Q4
4558,寶緯,1192647.0,147981.0,78365,-5807,72558,1.33,0.1241,0.0657,-0.08,2017Q4
4561,健椿,890676.0,212905.0,125598,-12972,112626,1.86,0.239,0.141,-0.1152,2017Q4
4563,百德,1960940.0,450554.0,150462,12889,163351,3.8,0.2298,0.0767,0.0789,2017Q4
4568,科際精密,1198409.0,460597.0,237326,-3355,233971,6.13,0.3843,0.198,-0.0143,2017Q4
4580,捷流閥業,1584775.0,454351.0,166328,1450,167778,3.93,0.2867,0.105,0.0086,2017Q4
4609,唐鋒,699563.0,68123.0,-109098,36038,-73060,-1.37,0.0974,-0.156,-0.4933,2017Q4
4702,中美實,521917.0,98028.0,-46914,-651605,-698519,-3.11,0.1878,-0.0899,0.9328,2017Q4
4706,大恭,1661817.0,376557.0,176677,-6170,170507,1.63,0.2266,0.1063,-0.0362,2017Q4
4707,磐亞,1513128.0,65952.0,-13957,172347,158390,0.62,0.0436,-0.0092,1.0881,2017Q4
4711,永純,1240316.0,162532.0,77534,-5794,71740,0.97,0.131,0.0625,-0.0808,2017Q4
4714,永捷,540847.0,79516.0,422,-151,271,-0.1,0.147,0.0008,-0.5572,2017Q4
4716,大立,1100653.0,187367.0,29723,-9845,19878,0.25,0.1702,0.027,-0.4953,2017Q4
4721,美琪瑪,4226744.0,314113.0,203301,50271,253572,2.77,0.0743,0.0481,0.1983,2017Q4
4726,永昕,318637.0,139809.0,-121475,-84240,-205715,-1.71,0.4388,-0.3812,0.4095,2017Q4
4728,雙美,190128.0,137575.0,13272,7937,21209,0.31,0.7236,0.0698,0.3742,2017Q4
4729,熒茂,1794582.0,390378.0,4871,449477,454348,3.06,0.2175,0.0027,0.9893,2017Q4
4735,豪展,1134520.0,299010.0,115685,6219,121904,3.18,0.2636,0.102,0.051,2017Q4
4741,泓瀚,744986.0,251256.0,107165,-4482,102683,2.86,0.3373,0.1438,-0.0436,2017Q4
4743,合一,2587.0,1365.0,-139093,-16830,-155923,-0.8,0.5276,-53.7661,0.1079,2017Q4
4744,皇將,1013083.0,461549.0,88539,-37299,51240,0.84,0.4556,0.0874,-0.7279,2017Q4
4745,合富-KY,3036786.0,786987.0,248584,-8640,239944,3.01,0.2592,0.0819,-0.036,2017Q4
4747,強生製藥,394606.0,169174.0,66414,5490,71904,2.0,0.4287,0.1683,0.0764,2017Q4
4754,國碳科,423829.0,155426.0,56724,-908,55816,2.95,0.3667,0.1338,-0.0163,2017Q4
4760,勤凱科技,612787.0,119524.0,41954,214,42168,1.58,0.195,0.0685,0.0051,2017Q4
4767,誠泰科技,1034995.0,260615.0,72260,-11939,60321,1.46,0.2518,0.0698,-0.1979,2017Q4
4768,晶呈科技,511603.0,89710.0,18004,638,18642,0.62,0.1754,0.0352,0.0342,2017Q4
4804,大略-KY,1326694.0,467016.0,127617,-6758,120859,2.07,0.352,0.0962,-0.0559,2017Q4
4806,桂田文創,386640.0,127117.0,-225278,-141426,-366704,-11.9,0.3288,-0.5827,0.3857,2017Q4
4903,聯光通,971481.0,76081.0,-76502,47113,-29389,-0.29,0.0783,-0.0787,-1.6031,2017Q4
4905,台聯電,89648.0,32175.0,-121255,1217873,1096618,22.08,0.3589,-1.3526,1.1106,2017Q4
4907,富宇,4215780.0,1107915.0,903417,-11767,891650,7.23,0.2628,0.2143,-0.0132,2017Q4
4908,前鼎,1015345.0,339209.0,167624,-22987,144637,1.58,0.3341,0.1651,-0.1589,2017Q4
4909,新復興,1328712.0,262150.0,149842,-39025,110817,0.91,0.1973,0.1128,-0.3522,2017Q4
4911,德英,21847.0,7405.0,-40704,3701,-37003,-0.75,0.3389,-1.8631,-0.1,2017Q4
4923,力士,582624.0,106372.0,9222,-6265,2957,0.13,0.1826,0.0158,-2.1187,2017Q4
4924,欣厚-KY,550194.0,71679.0,-23598,-3354,-26952,-0.71,0.1303,-0.0429,0.1244,2017Q4
4931,新盛力,1747208.0,217694.0,50569,-13604,36965,0.44,0.1246,0.0289,-0.368,2017Q4
4933,友輝,2679965.0,424528.0,92750,-65535,27215,0.37,0.1584,0.0346,-2.408,2017Q4
4939,亞電,1602941.0,354084.0,122267,21300,143567,1.21,0.2209,0.0763,0.1484,2017Q4
4945,陞達科技,196091.0,58316.0,24275,-3420,20855,1.25,0.2974,0.1238,-0.164,2017Q4
4946,辣椒,376369.0,96984.0,-15067,93654,78587,2.79,0.2577,-0.04,1.1917,2017Q4
4950,金耘國際,288284.0,18572.0,-159515,-4608,-164123,-3.63,0.0644,-0.5533,0.0281,2017Q4
4951,精拓科,284395.0,190475.0,23035,-3577,19458,0.61,0.6698,0.081,-0.1838,2017Q4
4953,緯軟,2784634.0,530328.0,91690,29671,121361,2.54,0.1904,0.0329,0.2445,2017Q4
4966,譜瑞-KY,10351803.0,4187189.0,1968522,1705,1970227,25.49,0.4045,0.1902,0.0009,2017Q4
4971,IET-KY,879464.0,325154.0,179106,2907,182013,3.56,0.3697,0.2037,0.016,2017Q4
4972,湯石照明,986926.0,345815.0,96950,56520,153470,3.04,0.3504,0.0982,0.3683,2017Q4
4973,廣穎電通,4287194.0,482680.0,5505,11884,17389,0.27,0.1126,0.0013,0.6834,2017Q4
4974,亞泰,3652985.0,558983.0,409366,-57482,351884,4.25,0.153,0.1121,-0.1634,2017Q4
4979,華星光,1666793.0,-227762.0,-584598,-61660,-646258,-8.05,-0.1366,-0.3507,0.0954,2017Q4
4987,科誠,1030962.0,400363.0,149968,5460,155428,5.09,0.3883,0.1455,0.0351,2017Q4
4991,環宇-KY,1925832.0,895903.0,449583,-25530,424053,4.77,0.4652,0.2334,-0.0602,2017Q4
4995,晶達,1013559.0,335883.0,124241,-19884,104357,2.63,0.3314,0.1226,-0.1905,2017Q4
5009,榮剛,9166919.0,1231632.0,413975,-220656,193319,0.33,0.1344,0.0452,-1.1414,2017Q4
5011,久陽,891994.0,34236.0,-47311,-7911,-55222,-1.17,0.0384,-0.053,0.1433,2017Q4
5013,強新,6852486.0,937438.0,589571,-44697,544874,2.23,0.1368,0.086,-0.082,2017Q4
5014,建錩,17258560.0,1173851.0,495376,-267290,228086,0.76,0.068,0.0287,-1.1719,2017Q4
5015,華祺,2446744.0,488142.0,277512,-36648,240864,3.34,0.1995,0.1134,-0.1522,2017Q4
5016,松和,2575556.0,412465.0,266523,-9036,257487,4.09,0.1601,0.1035,-0.0351,2017Q4
5201,凱衛,207640.0,99155.0,1067,5785,6852,0.21,0.4775,0.0051,0.8443,2017Q4
5202,力新,230108.0,176243.0,-19836,37482,17646,0.36,0.7659,-0.0862,2.1241,2017Q4
5205,中茂,100459.0,12773.0,-18983,2260,-16723,-0.64,0.1271,-0.189,-0.1351,2017Q4
5206,坤悅,1355159.0,354890.0,188105,14270,202375,1.19,0.2619,0.1388,0.0705,2017Q4
5209,新鼎,1337655.0,205816.0,93196,236,93432,3.23,0.1539,0.0697,0.0025,2017Q4
5210,寶碩,270862.0,194301.0,-40137,-3946,-44083,-0.71,0.7173,-0.1482,0.0895,2017Q4
5211,蒙恬,255711.0,173715.0,20827,-723,20104,0.52,0.6793,0.0814,-0.036,2017Q4
5212,凌網,700893.0,366015.0,49838,-9169,40669,0.94,0.5222,0.0711,-0.2255,2017Q4
5213,亞昕,4504867.0,1337642.0,838379,-24907,813472,1.98,0.2969,0.1861,-0.0306,2017Q4
5220,萬達光電,1246499.0,279828.0,142695,-26122,116573,2.69,0.2245,0.1145,-0.2241,2017Q4
5223,安力-KY,1398069.0,378861.0,150848,-8045,142803,2.25,0.271,0.1079,-0.0563,2017Q4
5227,立凱-KY,748482.0,137290.0,-178771,-20956,-199727,-0.99,0.1834,-0.2388,0.1049,2017Q4
5228,鈺鎧,519212.0,66754.0,-35627,-4744,-40371,0.99,0.1286,-0.0686,0.1175,2017Q4
5230,雷笛克光學,1234031.0,539618.0,177465,-14263,163202,2.79,0.4373,0.1438,-0.0874,2017Q4
5236,凌陽創新,716956.0,303030.0,13495,-12958,537,-0.04,0.4227,0.0188,-24.1304,2017Q4
5245,智晶,2004293.0,625554.0,338532,-4058,334474,6.17,0.3121,0.1689,-0.0121,2017Q4
5251,天鉞電,365610.0,121852.0,-35008,-378,-35386,-0.95,0.3333,-0.0958,0.0107,2017Q4
5263,智崴,1514469.0,725335.0,340734,-13171,327563,6.0,0.4789,0.225,-0.0402,2017Q4
5272,笙科,862331.0,434249.0,104637,4850,109487,1.64,0.5036,0.1213,0.0443,2017Q4
5274,信驊,1894194.0,1096841.0,647571,-18478,629093,15.7,0.5791,0.3419,-0.0294,2017Q4
5276,達輝-KY,757288.0,118028.0,30911,-2685,28226,0.25,0.1559,0.0408,-0.0951,2017Q4
5278,尚凡*,487020.0,274381.0,-2702,-6108,-8810,-0.64,0.5634,-0.0055,0.6933,2017Q4
5287,數字,1371193.0,1075069.0,602277,10968,613245,15.0,0.784,0.4392,0.0179,2017Q4
5289,宜鼎,6544206.0,1773701.0,996236,-78308,917928,10.86,0.271,0.1522,-0.0853,2017Q4
5291,邑昇,956083.0,133169.0,-12622,-17144,-29766,-0.75,0.1393,-0.0132,0.576,2017Q4
5299,杰力,1017880.0,313667.0,146962,-11503,135459,3.89,0.3082,0.1444,-0.0849,2017Q4
5301,寶得利,623701.0,244740.0,-162245,-129821,-292066,-2.44,0.3924,-0.2601,0.4445,2017Q4
5302,太欣,109514.0,42188.0,-83662,59136,-24526,-0.11,0.3852,-0.7639,-2.4112,2017Q4
5309,系統電,1519795.0,164763.0,-258963,-21163,-280126,-1.2,0.1084,-0.1704,0.0755,2017Q4
5310,天剛,387936.0,89770.0,-3101,5900,2799,0.05,0.2314,-0.008,2.1079,2017Q4
5312,寶島科,2851786.0,1651321.0,156103,216496,372599,5.06,0.579,0.0547,0.581,2017Q4
5314,世紀,175104.0,84486.0,-77237,63258,-13979,-0.13,0.4825,-0.4411,-4.5252,2017Q4
5315,光聯,1819711.0,329536.0,159193,-43096,116097,1.01,0.1811,0.0875,-0.3712,2017Q4
5321,美而快,791313.0,81046.0,12829,-27476,-14647,-2.34,0.1024,0.0162,1.8759,2017Q4
5324,士開,1007132.0,425906.0,3890,-31642,-27752,-0.36,0.4229,0.0039,1.1402,2017Q4
5328,華容,873132.0,204464.0,49385,-27254,22131,0.09,0.2342,0.0566,-1.2315,2017Q4
5340,建榮,1552055.0,232820.0,143318,-20314,123004,0.63,0.15,0.0923,-0.1651,2017Q4
5344,立衛,208415.0,-5438.0,-42475,3002,-39473,-0.49,-0.0261,-0.2038,-0.0761,2017Q4
5345,天揚,73301.0,6854.0,-70399,8048,-62351,-1.37,0.0935,-0.9604,-0.1291,2017Q4
5347,世界,24909613.0,7973638.0,5228458,52170,5280628,2.75,0.3201,0.2099,0.0099,2017Q4
5348,正能量智能,101599.0,21021.0,-38238,-284,-38522,-1.48,0.2069,-0.3764,0.0074,2017Q4
5351,鈺創,6167146.0,759194.0,-478298,-75437,-553735,-1.26,0.1231,-0.0776,0.1362,2017Q4
5353,台林,1322152.0,219764.0,26493,7013,33506,0.38,0.1662,0.02,0.2093,2017Q4
5355,佳總,1134598.0,104185.0,-54706,-33949,-88655,-0.46,0.0918,-0.0482,0.3829,2017Q4
5356,協益,9399590.0,1100127.0,622254,-13921,608333,3.64,0.117,0.0662,-0.0229,2017Q4
5364,力麗店,455416.0,38546.0,-14749,-7946,-22695,-1.67,0.0846,-0.0324,0.3501,2017Q4
5371,中光電,53105303.0,9090518.0,1731281,491101,2222382,4.03,0.1712,0.0326,0.221,2017Q4
5381,合正,401812.0,129881.0,37135,-318502,-281367,-2.16,0.3232,0.0924,1.132,2017Q4
5386,青雲,3163265.0,115006.0,40762,4522,45284,3.34,0.0364,0.0129,0.0999,2017Q4
5392,能率,12347133.0,1895818.0,350165,112824,462989,2.09,0.1535,0.0284,0.2437,2017Q4
5398,慕康生醫,544249.0,175636.0,-5343,27617,22274,0.36,0.3227,-0.0098,1.2399,2017Q4
5403,中菲,1558147.0,504858.0,236617,39557,276174,3.73,0.324,0.1519,0.1432,2017Q4
5410,國眾,2824978.0,516452.0,121829,26278,148107,1.4,0.1828,0.0431,0.1774,2017Q4
5425,台半,8994018.0,3309512.0,1617552,43098,1660650,3.77,0.368,0.1798,0.026,2017Q4
5426,振發,1653427.0,286075.0,82899,-55069,27830,0.1,0.173,0.0501,-1.9788,2017Q4
5432,新門,85599.0,24270.0,8631,-30074,-21443,-1.08,0.2835,0.1008,1.4025,2017Q4
5438,東友,2354414.0,610554.0,155221,79823,235044,1.96,0.2593,0.0659,0.3396,2017Q4
5439,高技,2074178.0,378296.0,247094,-11197,235897,2.32,0.1824,0.1191,-0.0475,2017Q4
5443,均豪,4839887.0,1312350.0,465799,-127486,338313,1.21,0.2712,0.0962,-0.3768,2017Q4
5450,南良,697750.0,214277.0,22200,-2445,19755,0.0,0.3071,0.0318,-0.1238,2017Q4
5452,佶優,6189755.0,561159.0,78212,-54394,23818,0.01,0.0907,0.0126,-2.2837,2017Q4
5455,昇益,83685.0,2187.0,-43436,944,-42492,-0.81,0.0261,-0.519,-0.0222,2017Q4
5457,宣德,3022532.0,510272.0,53780,63671,117451,0.34,0.1688,0.0178,0.5421,2017Q4
5460,同協,841844.0,194640.0,48436,-6486,41950,0.46,0.2312,0.0575,-0.1546,2017Q4
5464,霖宏,1612879.0,105562.0,37433,-212167,-174734,-1.98,0.0654,0.0232,1.2142,2017Q4
5465,富驊,1760911.0,408123.0,154142,-25698,128444,0.69,0.2318,0.0875,-0.2001,2017Q4
5468,凱鈺,150544.0,44393.0,-79367,-8637,-88004,-1.42,0.2949,-0.5272,0.0981,2017Q4
5474,聰泰,901439.0,436526.0,229298,-20473,208825,4.91,0.4843,0.2544,-0.098,2017Q4
5475,德宏,2589686.0,424708.0,121053,-3537,117516,0.8,0.164,0.0467,-0.0301,2017Q4
5478,智冠,15611929.0,2703321.0,411494,82053,493547,3.28,0.1732,0.0264,0.1663,2017Q4
5481,新華,9567.0,-15351.0,-49980,5439,-44541,-0.52,-1.6046,-5.2242,-0.1221,2017Q4
5483,中美晶,59371198.0,11403236.0,6325002,-1199261,5125741,1.8,0.1921,0.1065,-0.234,2017Q4
5487,通泰,403402.0,123425.0,40859,-4435,36424,1.32,0.306,0.1013,-0.1218,2017Q4
5488,松普,1708378.0,207388.0,30397,-24697,5700,-0.14,0.1214,0.0178,-4.3328,2017Q4
5489,彩富,2211974.0,775225.0,286363,-102187,184176,1.79,0.3505,0.1295,-0.5548,2017Q4
5490,同亨,1750265.0,588934.0,131029,6163,137192,1.03,0.3365,0.0749,0.0449,2017Q4
5493,三聯,2238766.0,404972.0,192429,42461,234890,1.84,0.1809,0.086,0.1808,2017Q4
5498,凱崴,1033987.0,152518.0,20070,37103,57173,0.22,0.1475,0.0194,0.649,2017Q4
5508,永信建,3010655.0,891190.0,668222,1859,670081,3.03,0.296,0.222,0.0028,2017Q4
5511,德昌,4013790.0,365083.0,165840,195455,361295,2.36,0.091,0.0413,0.541,2017Q4
5512,力麒,5724010.0,1562605.0,1223899,-101678,1122221,0.94,0.273,0.2138,-0.0906,2017Q4
5514,三豐,88624.0,88611.0,36925,93574,130499,0.73,0.9999,0.4166,0.717,2017Q4
5516,雙喜,795028.0,37572.0,2786,7724,10510,0.27,0.0473,0.0035,0.7349,2017Q4
5520,力泰,1842438.0,135387.0,79860,42612,122472,1.3,0.0735,0.0433,0.3479,2017Q4
5523,豐謙,1519144.0,313239.0,219931,-46354,173577,1.33,0.2062,0.1448,-0.2671,2017Q4
5529,鉅陞,764555.0,86332.0,-85256,-41188,-126444,-1.5,0.1129,-0.1115,0.3257,2017Q4
5530,龍巖,5104378.0,3810779.0,2225085,221096,2446181,4.44,0.7466,0.4359,0.0904,2017Q4
5536,聖暉*,11437682.0,2043869.0,1376732,-85179,1291553,18.17,0.1787,0.1204,-0.066,2017Q4
5543,桓鼎-KY,965325.0,266749.0,-42753,-15894,-58647,-2.28,0.2763,-0.0443,0.271,2017Q4
5601,台聯櫃,79243.0,46570.0,24724,790,25514,0.31,0.5877,0.312,0.031,2017Q4
5603,陸海,1932768.0,269259.0,96063,4175,100238,0.91,0.1393,0.0497,0.0417,2017Q4
5604,中連,1138504.0,324297.0,27222,58941,86163,0.79,0.2848,0.0239,0.6841,2017Q4
5609,中菲行,17533280.0,2448043.0,281161,-10128,271033,1.67,0.1396,0.016,-0.0374,2017Q4
5701,劍湖山,661638.0,303902.0,-95760,-127344,-223104,-1.28,0.4593,-0.1447,0.5708,2017Q4
5703,亞都麗緻,896079.0,276007.0,-179,1192,1013,-0.11,0.308,-0.0002,1.1767,2017Q4
5704,老爺知,292741.0,105440.0,7735,1347,9082,0.18,0.3602,0.0264,0.1483,2017Q4
5878,台名,655617.0,164010.0,80826,23996,104822,3.79,0.2502,0.1233,0.2289,2017Q4
5902,德記,1823502.0,242896.0,37320,-8824,28496,0.28,0.1332,0.0205,-0.3097,2017Q4
5903,全家,64427868.0,24316329.0,1338486,414829,1753315,6.3,0.3774,0.0208,0.2366,2017Q4
5904,寶雅,13262071.0,5678700.0,1721822,1023,1722845,14.63,0.4282,0.1298,0.0006,2017Q4
5905,南仁湖,1633968.0,1073484.0,166868,-26358,140510,0.42,0.657,0.1021,-0.1876,2017Q4
6101,寬魚國際,94560.0,30423.0,-13402,46806,33404,0.47,0.3217,-0.1417,1.4012,2017Q4
6103,合邦,1877499.0,74692.0,41075,-7288,33787,0.53,0.0398,0.0219,-0.2157,2017Q4
6104,創惟,1787146.0,875366.0,223547,-71331,152216,1.46,0.4898,0.1251,-0.4686,2017Q4
6109,亞元,1236427.0,270519.0,56977,9824,66801,0.7,0.2188,0.0461,0.1471,2017Q4
6111,大宇資,789128.0,665389.0,36533,-11416,25117,0.38,0.8432,0.0463,-0.4545,2017Q4
6113,亞矽,1282920.0,84682.0,-45422,6976,-38446,-0.76,0.066,-0.0354,-0.1814,2017Q4
6114,久威,2961113.0,633561.0,264712,-70640,194072,3.2,0.214,0.0894,-0.364,2017Q4
6118,建達,6390185.0,277685.0,4944,6228,11172,0.1,0.0435,0.0008,0.5575,2017Q4
6121,新普,58280985.0,5126075.0,2614401,1060211,3674612,10.18,0.088,0.0449,0.2885,2017Q4
6122,擎邦,2173267.0,33349.0,-33873,52446,18573,0.24,0.0153,-0.0156,2.8238,2017Q4
6123,上奇,4229213.0,746192.0,224032,13893,237925,3.06,0.1764,0.053,0.0584,2017Q4
6124,業強,2151112.0,133100.0,-184672,-64464,-249136,-1.34,0.0619,-0.0858,0.2588,2017Q4
6125,廣運,8762427.0,361015.0,-541543,-317727,-859270,-0.89,0.0412,-0.0618,0.3698,2017Q4
6126,信音,3046179.0,831882.0,275438,-46281,229157,1.16,0.2731,0.0904,-0.202,2017Q4
6127,九豪,1074000.0,261239.0,86971,-31543,55428,0.38,0.2432,0.081,-0.5691,2017Q4
6129,普誠,1109796.0,431959.0,-53461,9629,-43832,-0.24,0.3892,-0.0482,-0.2197,2017Q4
6130,上亞科技,85769.0,13762.0,-13908,11212,-2696,-0.39,0.1605,-0.1622,-4.1588,2017Q4
6134,萬旭,1653249.0,351433.0,54767,24155,78922,0.69,0.2126,0.0331,0.3061,2017Q4
6138,茂達,4223932.0,1251804.0,431384,2290,433674,2.82,0.2964,0.1021,0.0053,2017Q4
6140,訊達電腦,1869759.0,181383.0,24231,-8840,15391,0.23,0.097,0.013,-0.5744,2017Q4
6143,振曜,7087828.0,1041287.0,500336,-628114,-127778,-1.12,0.1469,0.0706,4.9157,2017Q4
6144,得利影,608346.0,204716.0,-3710,9723,6013,0.06,0.3365,-0.0061,1.617,2017Q4
6146,耕興,3029513.0,1424708.0,860968,26547,887515,7.71,0.4703,0.2842,0.0299,2017Q4
6147,頎邦,18427557.0,4481789.0,3187609,-349759,2837850,3.47,0.2432,0.173,-0.1232,2017Q4
6148,驊宏資,485556.0,104594.0,20862,17686,38548,-1.33,0.2154,0.043,0.4588,2017Q4
6150,撼訊,4542647.0,459377.0,249939,-9504,240435,8.36,0.1011,0.055,-0.0395,2017Q4
6151,晉倫,1934609.0,307006.0,112825,22486,135311,2.11,0.1587,0.0583,0.1662,2017Q4
6154,順發,4428647.0,666490.0,105462,2290,107752,1.11,0.1505,0.0238,0.0213,2017Q4
6156,松上,4566371.0,732821.0,129920,46178,176098,1.71,0.1605,0.0285,0.2622,2017Q4
6158,禾昌,1643243.0,470559.0,50724,36107,86831,0.67,0.2864,0.0309,0.4158,2017Q4
6160,欣技,1242223.0,482200.0,-58545,-12798,-71343,-0.81,0.3882,-0.0471,0.1794,2017Q4
6161,捷波,1325697.0,392064.0,141153,103814,244967,1.81,0.2957,0.1065,0.4238,2017Q4
6163,華電網,3915385.0,825270.0,121434,22178,143612,1.16,0.2108,0.031,0.1544,2017Q4
6167,久正,2133827.0,375561.0,168981,-36558,132423,0.81,0.176,0.0792,-0.2761,2017Q4
6169,昱泉,503337.0,143333.0,-55543,-170,-55713,-1.61,0.2848,-0.1103,0.0031,2017Q4
6170,統振,3069536.0,411109.0,-31961,-2269,-34230,0.02,0.1339,-0.0104,0.0663,2017Q4
6171,大城地產,553794.0,90781.0,37466,9177,46643,0.53,0.1639,0.0677,0.1967,2017Q4
6173,信昌電,3162697.0,778589.0,447608,17023,464631,2.01,0.2462,0.1415,0.0366,2017Q4
6174,安碁,557697.0,169918.0,53894,-20641,33253,0.5,0.3047,0.0966,-0.6207,2017Q4
6175,立敦,2838297.0,478877.0,291086,173025,464111,2.46,0.1687,0.1026,0.3728,2017Q4
6179,亞通,2235424.0,303535.0,175448,-19807,155641,2.13,0.1358,0.0785,-0.1273,2017Q4
6180,橘子,8474988.0,1564887.0,-81960,81020,-940,0.17,0.1846,-0.0097,-86.1915,2017Q4
6182,合晶,6376511.0,1529273.0,632179,-157828,474351,0.67,0.2398,0.0991,-0.3327,2017Q4
6185,幃翔,1299746.0,473000.0,262421,-11051,251370,1.49,0.3639,0.2019,-0.044,2017Q4
6186,新潤,1129875.0,130061.0,-26767,57895,31128,0.08,0.1151,-0.0237,1.8599,2017Q4
6187,萬潤,1866853.0,846758.0,404694,-44332,360362,3.6,0.4536,0.2168,-0.123,2017Q4
6188,廣明,7506267.0,1418888.0,499712,-92733,406979,1.04,0.189,0.0666,-0.2279,2017Q4
6190,萬泰科,4345250.0,574019.0,194688,6739,201427,0.92,0.1321,0.0448,0.0335,2017Q4
6194,育富,883048.0,30683.0,-39576,-11208,-50784,-0.56,0.0347,-0.0448,0.2207,2017Q4
6195,詩肯,1805336.0,1004354.0,254042,11473,265515,5.05,0.5563,0.1407,0.0432,2017Q4
6198,瑞築,51270.0,29928.0,-30368,1528,-28840,-1.21,0.5837,-0.5923,-0.053,2017Q4
6199,天品,111893.0,75430.0,34525,3053,37578,0.57,0.6741,0.3086,0.0812,2017Q4
6203,海韻電,1734896.0,493773.0,192919,-63224,129695,1.31,0.2846,0.1112,-0.4875,2017Q4
6204,艾華,617574.0,177751.0,69788,1352,71140,1.53,0.2878,0.113,0.019,2017Q4
6207,雷科,2287415.0,645005.0,324417,-58801,265616,2.74,0.282,0.1418,-0.2214,2017Q4
6208,日揚,1690999.0,547944.0,230156,-14272,215884,1.83,0.324,0.1361,-0.0661,2017Q4
6210,慶生,846107.0,315170.0,194559,-8629,185930,4.16,0.3725,0.2299,-0.0464,2017Q4
6212,理銘,1611904.0,283149.0,186791,-1474,185317,1.67,0.1757,0.1159,-0.008,2017Q4
6217,中探針,1892314.0,705619.0,203784,-24148,179636,2.28,0.3729,0.1077,-0.1344,2017Q4
6218,豪勉,1267907.0,454036.0,94646,-6682,87964,1.13,0.3581,0.0746,-0.076,2017Q4
6219,富旺,1718835.0,494292.0,216334,-44506,171828,0.78,0.2876,0.1259,-0.259,2017Q4
6220,岳豐,11817773.0,2894129.0,642220,-82119,560101,3.3,0.2449,0.0543,-0.1466,2017Q4
6221,晉泰,2210069.0,490954.0,109182,-16075,93107,1.72,0.2221,0.0494,-0.1727,2017Q4
6222,立軒,48244.0,2234.0,-25718,37428,11710,0.18,0.0463,-0.5331,3.1962,2017Q4
6223,旺矽,4448454.0,1759911.0,179679,25151,204830,1.83,0.3956,0.0404,0.1228,2017Q4
6227,茂綸,6234358.0,537241.0,170740,16881,187621,1.94,0.0862,0.0274,0.09,2017Q4
6228,全譜,115569.0,36142.0,-26301,-3882,-30183,-1.51,0.3127,-0.2276,0.1286,2017Q4
6229,研通,1741784.0,193290.0,19188,16606,35794,0.73,0.111,0.011,0.4639,2017Q4
6231,系微,786648.0,649344.0,56154,-5138,51016,0.98,0.8255,0.0714,-0.1007,2017Q4
6233,旺玖,421810.0,203946.0,-59550,378,-59172,-0.72,0.4835,-0.1412,-0.0064,2017Q4
6234,高僑,818575.0,104434.0,37426,3136,40562,0.34,0.1276,0.0457,0.0773,2017Q4
6236,中湛,171193.0,137542.0,-55692,1415,-54277,-1.71,0.8034,-0.3253,-0.0261,2017Q4
