公司代號,year_quarter,季均價
2207,NaT,637.4
2208,2016Q2,14.89
2208,2017Q1,12.36
2208,2018Q1,16.49
2208,2018Q2,19.0
2208,2018Q3,30.3625
2208,2018Q4,26.48
2208,2019Q1,26.78
2208,2019Q2,19.02
2208,NaT,26.23
2227,2016Q3,207.39
2227,2017Q2,268.895
2227,2017Q3,253.11
2227,2017Q4,237.93
2227,2018Q1,227.46
2227,2018Q2,248.91
2227,2019Q2,262.035
2227,2019Q4,253.08999999999997
2227,NaT,259.81333333333333
2228,2016Q3,166.76999999999998
2228,2016Q4,133.85
2228,2017Q1,121.78
2228,2017Q2,100.29
2228,2017Q3,90.37
2228,2017Q4,78.45
2228,2018Q1,84.44
2228,2018Q2,87.74
2228,2019Q2,87.13
2228,2019Q3,105.85333333333334
2228,NaT,86.43666666666667
2231,2016Q2,256.42
2231,2016Q3,371.34
2231,2017Q2,327.025
2231,2018Q1,399.7
2231,2018Q2,291.4375
2231,2018Q3,264.51
2231,2019Q1,255.215
2231,2019Q2,135.6
2231,NaT,179.74
2233,2019Q3,65.48
2233,NaT,74.19
2236,2016Q3,54.41
2236,2017Q2,57.7625
2236,2017Q3,57.4
2236,2018Q2,31.673333333333332
2236,2018Q3,26.28
2236,2019Q2,21.003333333333334
2236,NaT,17.77
2239,2016Q3,168.10000000000002
2239,2016Q4,173.81
2239,2017Q1,142.88
2239,2017Q4,161.91666666666666
2239,2018Q1,120.77
2239,2018Q2,128.86
2239,2018Q3,105.15
2239,2018Q4,100.06
2239,2019Q1,94.36
2239,2019Q2,57.59
2239,NaT,87.58333333333333
2241,NaT,56.785
2243,2017Q3,41.49
2243,2017Q4,33.145
2243,2018Q1,19.87
2243,2018Q2,20.83
2243,2018Q3,14.57
2243,2019Q1,14.25
2243,2019Q2,10.88
2243,NaT,12.643333333333333
2247,NaT,255.05
2301,2017Q1,46.265
2301,2017Q2,41.92
2301,2017Q3,38.46
2301,2017Q4,37.21
2301,2018Q1,40.67
2301,2019Q1,44.685
2301,2019Q3,48.83
2301,2019Q4,45.71
2301,NaT,48.39000000000001
2302,2016Q4,6.133333333333333
2302,2017Q1,6.07
2302,2018Q1,6.72
2302,2018Q2,9.92
2302,2018Q3,8.56
2302,2019Q1,8.15
2302,2019Q2,6.2
2302,NaT,14.743333333333332
2303,2016Q2,12.34
2303,2017Q2,13.79
2303,2017Q3,15.299999999999999
2303,2018Q2,14.14
2303,2018Q3,13.55
2303,2018Q4,13.63
2303,2019Q4,16.33
2303,2020Q1,14.31
2303,NaT,29.44666666666667
2305,2016Q3,7.545
2305,2016Q4,7.35
2305,2017Q4,9.85
2305,2018Q1,8.6525
2305,2018Q2,6.87
2305,2018Q3,5.95
2305,2018Q4,6.15
2305,2019Q2,5.58
2305,NaT,7.786666666666666
2308,2017Q1,157.49
2308,2017Q2,133.73
2308,2017Q3,112.23
2308,2017Q4,122.15
2308,2018Q1,129.41
2308,2019Q1,154.04
2308,2019Q2,141.13
2308,NaT,196.76666666666665
2311,2016Q3,38.465
2311,2017Q3,36.16
2311,2017Q4,37.99
2311,2018Q1,42.11
2312,2017Q1,11.065000000000001
2312,2017Q2,10.33
2312,2017Q3,10.02
2312,2018Q1,10.385
2312,2019Q1,11.11
2312,2019Q4,13.17
2312,2020Q1,11.21
2312,NaT,11.646666666666667
2313,2017Q1,21.78
2313,2017Q2,24.87
2313,2017Q3,34.58
2313,2017Q4,33.725
2313,2018Q1,21.36
2313,2018Q2,22.48
2313,2018Q3,25.31
2313,2019Q3,36.0
2313,2019Q4,39.59
2313,NaT,45.51
2314,2017Q1,32.07
2314,2017Q2,36.63
2314,2017Q3,31.322499999999998
2314,2017Q4,21.34
2314,2018Q1,21.36
2314,2018Q2,24.87
2314,2019Q2,22.615000000000002
2314,NaT,26.153333333333336
2316,2016Q2,20.01
2316,2016Q3,17.48
2316,2017Q3,18.7925
2316,2017Q4,17.44
2316,2018Q3,15.28
2316,2019Q1,20.8
2316,2019Q2,22.55
2316,2019Q3,41.87
2316,2019Q4,32.49
2316,NaT,31.39
2317,2017Q1,90.42
2317,2017Q2,102.035
2317,2017Q3,85.73
2317,2017Q4,77.31
2317,2018Q1,70.95
2317,2018Q2,71.72
2317,2019Q2,78.3575
2317,NaT,81.89
2323,2017Q1,4.0649999999999995
2323,2017Q3,4.35
2323,2018Q1,4.64
2323,2018Q2,8.0
2323,2018Q3,7.04
2323,2019Q3,9.33
2323,2019Q4,8.415000000000001
2323,NaT,8.33
2324,2016Q3,20.025
2324,2017Q3,20.655
2324,2017Q4,18.88
2324,2018Q1,17.57
2324,2018Q2,18.91
2324,2019Q2,19.96
2324,2019Q3,18.026666666666667
2324,NaT,19.626666666666665
2325,2016Q2,48.83
2325,2017Q2,49.480000000000004
2327,2017Q1,81.32
2327,2017Q2,106.64
2327,2017Q3,214.81
2327,2017Q4,319.34
2327,2018Q1,436.05
2327,2018Q2,1069.05
2327,2018Q3,367.9975
2327,2018Q4,236.48
2327,2019Q4,383.97
2327,2020Q1,322.74
2327,NaT,410.35999999999996
2328,2017Q1,27.634999999999998
2328,2017Q2,22.61
2328,2017Q3,22.84
2328,2017Q4,22.01
2328,2018Q1,20.19
2328,2018Q2,22.73
2328,2019Q2,22.32
2328,NaT,19.900000000000002
2329,2016Q3,9.66
2329,2016Q4,9.46
2329,2017Q1,9.67
2329,2017Q4,9.585
2329,2018Q3,10.83
2329,2018Q4,12.45
2329,2019Q1,15.21
2329,2019Q2,14.53
2329,2019Q3,14.763333333333335
2329,NaT,12.513333333333334
2330,2017Q1,189.08
2330,2017Q2,211.12
2330,2017Q3,217.74
2330,2017Q4,227.52
2330,2018Q1,236.16
2330,2018Q3,240.82000000000002
2330,2019Q2,239.31
2330,2019Q3,264.0
2330,2019Q4,328.09
2330,2020Q1,281.61
2330,NaT,419.3566666666666
2331,2017Q1,22.093333333333334
2331,2017Q4,17.965
2331,2018Q1,12.89
2331,2018Q2,13.06
2331,2018Q3,11.76
2331,2018Q4,13.03
2331,2019Q4,11.239999999999998
2331,NaT,15.966666666666667
2332,2017Q1,11.8225
2332,2017Q2,11.66
2332,2018Q2,12.865
2332,2019Q2,12.1275
2332,NaT,20.926666666666666
2337,2017Q2,16.57
2337,2017Q3,47.54
2337,2017Q4,41.19
2337,2018Q2,20.725
2337,2018Q3,22.24
2337,2019Q3,31.24
2337,2019Q4,36.57
2337,2020Q1,28.93
2337,NaT,35.25666666666667
2338,2017Q1,14.04
2338,2017Q2,17.37
2338,2017Q3,17.28
2338,2017Q4,18.12
2338,2018Q1,19.09
2338,2018Q2,26.6
2338,2018Q3,22.95
2338,2019Q3,31.49
2338,2019Q4,30.79
2338,NaT,32.85
2340,2017Q1,17.41
2340,2017Q2,18.02
2340,2017Q3,19.52
2340,2017Q4,22.705
2340,2018Q2,23.4375
2340,2018Q3,21.02
2340,2019Q2,24.51
2340,2019Q4,22.35
2340,NaT,23.606666666666666
2342,2018Q2,22.34
2342,2018Q3,19.71
2342,2018Q4,21.04
2342,2019Q1,20.24
2342,2020Q1,26.41
2342,NaT,32.29
2344,2017Q1,14.38
2344,2017Q2,18.56
2344,2017Q3,25.61
2344,2017Q4,20.105
2344,2018Q1,14.44
2344,2018Q2,14.53
2344,2018Q3,14.63
2344,2019Q3,18.75
2344,2020Q1,13.01
2344,NaT,17.47
2345,2017Q1,62.67
2345,2017Q2,76.33
2345,2017Q3,91.74
2345,2017Q4,100.73
2345,2018Q1,95.92
2345,2019Q1,115.67
2345,2019Q2,124.5
2345,2019Q3,167.01
2345,2019Q4,161.31
2345,NaT,241.78
2347,2016Q3,33.724999999999994
2347,2017Q3,35.77
2347,2017Q4,40.22
2347,2018Q1,41.44
2347,2018Q2,39.695
2347,2018Q3,38.45
2347,2019Q2,36.50666666666667
2347,NaT,43.74333333333333
2348,2016Q2,17.69
2348,2017Q2,29.346666666666668
2348,2018Q1,47.38
2348,2018Q2,50.65
2348,2018Q4,44.165000000000006
2348,2019Q4,54.71
2348,2020Q1,49.04
2348,NaT,85.89333333333333
2349,2017Q1,5.335
2349,2018Q1,5.55
2349,2018Q2,13.2525
2349,2018Q3,9.16
2349,2018Q4,9.16
2349,2019Q1,7.18
2349,2019Q2,4.32
2349,NaT,7.736666666666667
2351,2017Q1,50.6
2351,2017Q2,58.73
2351,2017Q3,74.46
2351,2017Q4,84.73
2351,2018Q2,81.78
2351,2018Q3,64.6
2351,2019Q1,65.6
2351,2019Q2,43.99
2351,NaT,63.89333333333334
2352,2017Q1,17.23
2352,2017Q2,22.11
2352,2017Q3,21.68
2352,2018Q3,19.905
2352,2019Q3,21.22
2352,2019Q4,18.64
2352,NaT,21.36
2353,2016Q2,14.51
2353,2017Q2,16.02
2353,2017Q4,22.54
2353,2018Q1,24.2375
2353,2018Q2,20.19
2353,2018Q3,19.28
2353,2018Q4,17.91
2353,2019Q2,16.37
2353,NaT,22.11
2354,2017Q1,91.475
2354,2017Q3,82.965
2354,2017Q4,74.9
2354,2018Q1,61.09
2354,2018Q2,62.05
2354,2018Q3,62.5
2354,2018Q4,64.78
2354,2019Q2,60.245000000000005
2354,NaT,53.55666666666667
2355,2016Q3,60.95
2355,2016Q4,57.36
2355,2017Q4,48.1825
2355,2018Q1,37.15
2355,2018Q2,40.03
2355,2019Q1,32.656666666666666
2355,2019Q2,23.48
2355,NaT,28.25333333333333
2356,2016Q4,23.57
2356,2017Q3,23.6125
2356,2018Q3,24.1975
2356,2018Q4,21.7
2356,2019Q3,22.285
2356,NaT,24.083333333333332
2357,2017Q1,286.5
2357,2017Q2,270.22
2357,2017Q3,277.77
2357,2018Q1,234.05
2357,2018Q2,221.91
2357,2018Q3,221.38
2357,2018Q4,208.57
2357,2019Q4,210.82999999999998
2357,NaT,244.58333333333334
2358,2016Q4,15.59
2358,2017Q2,17.14
2358,2017Q3,20.52
2358,2017Q4,23.78
2358,2018Q2,20.8725
2358,2018Q3,15.49
2358,2018Q4,15.98
2358,2019Q1,16.58
2358,2019Q2,11.16
2358,NaT,15.200000000000001
2359,2017Q1,16.82
2359,2017Q2,19.89
2359,2017Q3,23.36
2359,2018Q1,21.8675
2359,2018Q2,20.22
2359,2019Q2,20.77
2359,NaT,19.52333333333333
2360,2017Q1,92.84
2360,2017Q2,95.23
2360,2017Q3,104.67
2360,2017Q4,164.75333333333333
2360,2018Q3,138.925
2360,2019Q3,147.515
2360,2020Q1,119.32
2360,NaT,157.89000000000001
2362,2016Q4,28.17
2362,2017Q3,31.07
2362,2017Q4,28.95
2362,2018Q2,31.3975
2362,2018Q3,29.95
2362,2019Q3,30.87
2362,2019Q4,33.04
2362,NaT,29.96666666666667
2363,2017Q1,7.51
2363,2017Q3,7.92
2363,2017Q4,9.36
2363,2018Q1,10.0
2363,2018Q2,10.1575
2363,2018Q3,8.09
2363,2018Q4,8.34
2363,2019Q1,8.61
2363,2019Q2,7.57
2363,NaT,14.339999999999998
2365,2016Q2,9.14
2365,2016Q3,9.0
2365,2017Q3,10.25
2365,2017Q4,10.36
2365,2018Q1,10.7
2365,2018Q2,10.275
2365,2018Q3,8.3
2365,2018Q4,8.06
2365,2019Q1,8.32
2365,2019Q2,6.38
2365,NaT,10.333333333333334
2367,2017Q1,11.54
2367,2017Q2,11.030000000000001
2367,2017Q4,20.5075
2367,2018Q1,15.71
2367,2018Q2,21.23
2367,2018Q3,20.06
2367,2019Q3,33.56
2367,2019Q4,26.725
2367,NaT,23.543333333333333
2368,2016Q3,11.440000000000001
2368,2017Q1,10.335
2368,2017Q2,9.79
2368,2017Q4,10.14
2368,2018Q3,13.23
2368,2019Q2,14.78
2368,2019Q4,16.26
2368,2020Q1,20.23
2368,NaT,45.699999999999996
2369,2017Q1,14.1
2369,2017Q2,15.45
2369,2017Q3,14.6775
2369,2017Q4,10.15
2369,2018Q1,9.42
2369,2018Q2,10.06
2369,2018Q3,8.39
2369,2019Q1,9.42
2369,2019Q4,10.29
2369,2020Q1,9.33
2369,NaT,11.953333333333333
2371,2017Q1,14.4825
2371,2018Q1,22.98
2371,2018Q2,26.15
2371,2018Q3,36.61
2371,2018Q4,23.455
2371,2019Q2,20.14
2371,NaT,23.64
2373,2017Q1,60.31
2373,2017Q2,60.89
2373,2017Q3,88.64750000000001
2373,2018Q3,96.4475
2373,2019Q2,89.96666666666668
2373,NaT,87.66666666666667
2374,2016Q2,18.6
2374,2017Q2,19.44
2374,2017Q3,20.3575
2374,2018Q1,14.285
2374,2018Q2,15.48
2374,2018Q3,14.8
2374,2019Q3,14.983333333333334
2374,NaT,13.719999999999999
2375,2016Q4,17.41
2375,2017Q2,27.59
2375,2017Q3,29.53
2375,2017Q4,38.88
2375,2018Q1,45.58
2375,2018Q2,74.21
2375,2018Q3,45.3475
2375,2019Q1,42.495000000000005
2375,2019Q2,30.81
2375,NaT,52.06333333333333
2376,2016Q4,40.473333333333336
2376,2017Q4,51.06
2376,2018Q1,68.98
2376,2018Q2,53.32
2376,2018Q3,48.86
2376,2019Q3,51.705
2376,2020Q1,46.56
2376,NaT,74.92666666666666
2377,2016Q4,69.21
2377,2017Q3,73.68
2377,2018Q1,92.53
2377,2018Q2,88.7075
2377,2018Q3,83.41
2377,2019Q3,88.035
2377,2020Q1,82.07
2377,NaT,125.00333333333333
2379,2016Q3,109.68
2379,2017Q1,108.99
2379,2017Q4,105.44
2379,2018Q1,120.8
2379,2018Q2,113.23
2379,2018Q3,140.945
2379,2019Q1,172.62
2379,2019Q2,219.3
2379,2019Q3,221.91
2379,2019Q4,236.12
2379,2020Q1,201.33
2379,NaT,349.78666666666663
2380,2017Q1,6.9799999999999995
2380,2018Q1,6.0375000000000005
2380,2018Q2,4.01
2380,2018Q3,3.23
2380,2018Q4,3.36
2380,2019Q4,3.76
2380,NaT,6.026666666666667
2382,2016Q3,64.29
2382,2017Q2,70.13
2382,2017Q3,61.3425
2382,2017Q4,51.6
2382,2018Q1,50.71
2382,2018Q2,56.61
2382,2019Q2,59.99
2382,2019Q3,56.81
2382,2019Q4,62.78
2382,2020Q1,58.3
2382,NaT,75.19
2383,2017Q1,119.93
2383,2017Q2,133.07
2383,2017Q3,106.41749999999999
2383,2017Q4,83.04
2383,2018Q1,75.65
2383,2019Q1,97.24
2383,2019Q2,91.86
2383,2019Q3,124.18333333333334
2383,NaT,156.03333333333333
2385,2016Q2,76.49
2385,2017Q2,75.3025
2385,2017Q4,67.465
2385,2018Q1,61.99
2385,2018Q2,69.75
2385,2019Q2,77.0
2385,2019Q3,91.27
2385,2019Q4,83.66499999999999
2385,NaT,86.21666666666665
2387,2017Q1,19.195
2387,2017Q2,16.12
2387,2017Q3,16.79
2387,2017Q4,15.95
2387,2018Q3,18.253333333333334
2387,2019Q3,38.02
2387,2019Q4,34.21
2387,NaT,57.36333333333334
2388,2016Q2,11.25
2388,2016Q3,10.1
2388,2017Q3,11.170000000000002
2388,2018Q1,30.84
2388,2018Q2,44.33
2388,2018Q3,34.36
2388,2019Q2,30.783333333333335
2388,NaT,41.01666666666667
2390,2016Q2,15.94
2390,2016Q3,14.87
2390,2016Q4,12.79
2390,2017Q1,11.8
2390,2017Q2,11.59
2390,2017Q3,10.8
2390,2018Q3,11.896666666666667
2390,2019Q2,10.5775
2390,NaT,16.26
2392,2016Q3,39.09
2392,2017Q2,41.815
2392,2017Q4,38.9425
2392,2018Q1,24.49
2392,2018Q2,37.32
2392,2019Q2,33.97
2392,2019Q4,37.245000000000005
2392,NaT,42.339999999999996
2393,2016Q3,48.675
2393,2016Q4,46.87
2393,2017Q4,40.5725
2393,2018Q1,30.48
2393,2018Q2,32.0
2393,2018Q3,28.74
2393,2019Q1,28.46
2393,2019Q4,34.53
2393,2020Q1,27.14
2393,NaT,36.28
2395,2016Q3,247.925
2395,2017Q1,211.575
2395,2017Q2,213.34
2395,2018Q1,215.29333333333332
2395,2019Q1,248.68
2395,2019Q2,261.45
2395,2019Q3,271.07
2395,2019Q4,279.355
2395,NaT,304.55
2397,2016Q2,53.79
2397,2016Q3,51.9
2397,2017Q3,62.49
2397,2017Q4,58.54
2397,2018Q1,63.7
2397,2018Q2,71.36
2397,2019Q2,79.9875
2397,NaT,70.2
2399,2016Q3,9.4
2399,2017Q2,13.39
2399,2017Q3,15.105
2399,2018Q1,16.05
2399,2018Q2,10.67
2399,2018Q3,12.0
2399,2019Q3,10.386666666666667
2399,NaT,13.266666666666666
2401,2016Q2,12.42
2401,2017Q2,14.19
2401,2017Q3,17.14
2401,2017Q4,15.535
2401,2018Q1,11.96
2401,2018Q2,13.41
2401,2018Q3,12.11
2401,2019Q3,12.186666666666667
2401,NaT,14.57
2402,2017Q1,19.78
2402,2017Q2,17.34
2402,2018Q2,17.052500000000002
2402,2018Q3,14.7
2402,2019Q3,16.96
2402,2019Q4,13.919999999999998
2402,NaT,16.113333333333333
2404,2017Q1,62.34
2404,2017Q2,70.56
2404,2017Q3,60.6475
2404,2018Q2,60.13
2404,2018Q4,88.36
2404,2019Q1,107.81
2404,2019Q2,149.63
2404,2019Q3,162.08
2404,2019Q4,173.62
2404,NaT,210.44333333333336
2405,2016Q2,9.41
2405,2017Q1,9.5
2405,2017Q3,11.58
2405,2017Q4,18.095
2405,2018Q1,11.72
2405,2018Q2,13.71
2405,2018Q3,11.97
2405,2018Q4,12.3
2405,2019Q1,12.35
2405,2019Q3,7.8
2405,NaT,10.323333333333332
2406,2016Q2,23.37
2406,2017Q1,18.013333333333332
2406,2017Q2,15.06
2406,2017Q4,11.195
2406,2018Q1,7.8
2406,2018Q2,7.41
2406,2018Q3,8.88
2406,2018Q4,8.44
2406,2019Q4,12.35
2406,2020Q1,10.86
2406,NaT,15.796666666666667
2408,2016Q4,47.24
2408,2017Q2,53.18
2408,2017Q3,78.41
2408,2017Q4,75.69
2408,2018Q1,89.64
2408,2018Q2,67.78
2408,2018Q3,61.79
2408,2019Q3,79.495
2408,2020Q1,59.3
2408,NaT,67.13666666666667
2409,2016Q3,11.99
2409,2017Q2,12.666666666666666
2409,2018Q1,13.0175
2409,2018Q2,11.5
2409,2018Q3,9.21
2409,2018Q4,8.28
2409,2019Q1,9.52
2409,2020Q1,7.5
2409,NaT,11.88
2412,2016Q3,105.88
2412,2016Q4,104.16
2412,2017Q3,104.82
2412,2018Q1,110.09
2412,2018Q2,108.5775
2412,2019Q2,110.44
2412,NaT,110.14333333333333
2413,2016Q2,12.09
2413,2017Q2,13.01
2413,2017Q3,20.83666666666667
2413,2018Q2,26.5775
2413,2018Q3,19.98
2413,2018Q4,18.26
2413,2019Q1,16.79
2413,2019Q2,10.35
2413,NaT,18.276666666666667
2414,2017Q1,18.595
2414,2017Q3,20.096666666666668
2414,2018Q2,20.2
2414,2018Q3,21.25
2414,2019Q3,21.94
2414,2019Q4,22.8
2414,2020Q1,20.71
2414,NaT,25.353333333333335
2415,2017Q1,31.025
2415,2017Q2,22.91
2415,2017Q3,25.27
2415,2017Q4,25.85
2415,2018Q3,23.743333333333336
2415,2018Q4,20.67
2415,2019Q1,18.92
2415,2019Q2,12.58
2415,NaT,18.416666666666668
2417,2016Q3,11.045
2417,2017Q3,12.66
2417,2017Q4,13.0725
2417,2018Q1,10.6
2417,2018Q2,11.86
2417,2019Q2,10.9525
2417,NaT,46.156666666666666
2419,2017Q1,22.790000000000003
2419,2017Q4,22.07
2419,2018Q3,20.933333333333334
2419,2019Q1,19.35
2419,2019Q4,23.535
2419,NaT,23.176666666666666
2420,2016Q2,38.27
2420,2017Q1,35.63666666666666
2420,2017Q2,35.26
2420,2017Q3,35.57
2420,2017Q4,33.7
2420,2018Q3,31.78
2420,2019Q1,36.59
2420,2019Q3,34.04333333333333
2420,NaT,33.663333333333334
2421,2017Q1,30.29
2421,2017Q2,39.23
2421,2017Q3,52.14
2421,2017Q4,48.4075
2421,2018Q1,39.69
2421,2018Q3,35.285
2421,2018Q4,38.98
2421,2019Q4,39.075
2421,NaT,55.76
2423,2016Q4,20.07
2423,2017Q2,23.43
2423,2017Q3,24.155
2423,2017Q4,23.49
2423,2018Q2,22.92
2423,2019Q1,27.69
2423,2019Q2,25.7275
2423,NaT,23.526666666666667
2424,2017Q1,29.81
2424,2017Q2,29.505
2424,2017Q4,31.86
2424,2018Q2,33.8975
2424,2018Q4,29.425
2424,2019Q1,28.41
2424,2019Q3,23.92
2424,NaT,20.77
2425,2016Q3,18.485
2425,2016Q4,17.29
2425,2017Q1,15.38
2425,2018Q1,33.239999999999995
2425,2018Q3,37.260000000000005
2425,2018Q4,27.75
2425,2019Q1,30.83
2425,2019Q2,25.62
2425,NaT,26.80333333333333
2426,2016Q3,13.37
2426,2017Q2,14.379999999999999
2426,2017Q4,15.8
2426,2018Q1,17.03
2426,2018Q2,22.14
2426,2018Q3,17.8175
2426,2018Q4,16.13
2426,2019Q1,14.81
2426,2019Q2,10.35
2426,NaT,15.62
2427,2017Q1,8.35
2427,2017Q3,9.08
2427,2017Q4,10.14
2427,2018Q1,11.315
2427,2018Q4,10.486666666666666
2427,2019Q2,10.025
2427,NaT,10.963333333333333
2428,2017Q1,68.62
2428,2017Q2,86.48
2428,2017Q3,90.4225
2428,2018Q2,84.41333333333334
2428,2018Q3,79.48
2428,2019Q1,82.55
2428,2019Q4,94.84
2428,2020Q1,74.23
2428,NaT,117.13666666666666
2430,2016Q4,26.55333333333333
2430,2017Q2,23.630000000000003
2430,2017Q3,24.93
2430,2018Q2,20.816666666666666
2430,2018Q3,18.98
2430,2018Q4,17.33
2430,2019Q1,16.69
2430,2019Q2,13.97
2430,NaT,19.023333333333333
2431,2017Q1,15.54
2431,2017Q3,15.7625
2431,2017Q4,10.86
2431,2018Q1,9.27
2431,2018Q2,12.55
2431,2018Q3,10.08
2431,2019Q1,11.76
2431,2019Q4,7.13
2431,NaT,10.786666666666667
2433,2016Q2,42.11
2433,2017Q2,42.69
2433,2017Q4,43.01
2433,2018Q1,47.05
2433,2018Q2,44.39
2433,2019Q2,48.55
2433,2019Q3,48.69
2433,2019Q4,51.36
2433,NaT,51.23666666666667
2434,2016Q2,5.92
2434,2017Q2,6.77
2434,2017Q3,7.13
2434,2017Q4,9.43
2434,2018Q1,14.782499999999999
2434,2018Q2,8.92
2434,2018Q3,6.77
2436,2016Q4,24.06
2436,2017Q2,28.3
2436,2017Q4,28.845
2436,2018Q1,24.89
2436,2018Q3,25.365000000000002
2436,2018Q4,27.95
2436,2019Q3,24.945
2436,NaT,34.94
2437,2017Q1,56.64
2438,2016Q2,9.99
2438,2016Q3,8.61
2438,2016Q4,7.94
2438,2017Q1,6.76
2438,2018Q1,8.51
2438,2018Q2,7.38
2438,2018Q3,6.87
2438,2019Q1,6.15
2438,2019Q4,7.1450000000000005
2438,NaT,6.616666666666667
2439,2017Q1,153.24
2439,2017Q2,184.75
2439,2017Q3,185.1625
2439,2017Q4,151.78
2439,2018Q1,129.93
2439,2019Q1,176.67
2439,2019Q2,153.2025
2439,NaT,146.34333333333333
2440,2017Q1,10.5
2440,2017Q2,10.44
2440,2018Q1,11.2775
2440,2018Q2,10.07
2440,2018Q3,8.35
2440,2019Q1,8.665
2440,2020Q1,7.18
2440,NaT,11.513333333333334
2441,2017Q1,42.0
2441,2017Q2,48.36
2441,2017Q3,49.51
2441,2017Q4,51.58
2441,2018Q1,50.3525
2441,2018Q2,42.47
2441,2018Q3,41.73
2441,2018Q4,42.81
2441,2019Q4,46.98
2441,2020Q1,40.57
2441,NaT,50.913333333333334
2442,2017Q1,7.68
2442,2018Q1,8.67
2442,2018Q2,9.22
2442,2018Q3,14.61
2442,2018Q4,13.0
2442,2019Q2,9.09
2442,NaT,10.18
2443,2016Q2,7.0
2443,2016Q3,7.55
2443,2017Q2,6.419999999999999
2443,2018Q2,5.7175
2443,2018Q3,3.33
2443,2018Q4,2.92
2443,2019Q1,3.44
2443,2020Q1,3.01
2443,NaT,4.12
2444,2016Q2,15.14
2444,2017Q2,17.24
2444,2017Q3,30.24
2444,2017Q4,26.7
2444,2018Q1,22.26
2444,2018Q2,20.96
2444,2019Q1,20.973333333333333
2444,2019Q4,14.68
2444,NaT,14.636666666666665
2448,2017Q1,30.24
2448,2017Q2,29.6
2448,2017Q3,38.47
2448,2017Q4,42.9975
2448,2018Q1,27.63
2448,2018Q2,25.72
2448,2018Q3,24.39
2448,2018Q4,24.11
2448,2019Q4,32.91
2448,2020Q1,29.53
2448,NaT,39.373333333333335
2449,2016Q3,27.7
2449,2017Q2,30.55
2449,2017Q4,27.3825
2449,2018Q1,22.34
2449,2018Q2,25.6
2449,2019Q2,26.28
2449,2019Q3,35.51
2449,2019Q4,34.67
2449,NaT,32.78333333333333
2450,2016Q3,54.69
2450,2017Q3,51.47
2450,2018Q2,37.32666666666666
2450,2018Q3,31.98
2450,2018Q4,30.82
2450,2019Q1,31.83
2450,2019Q2,28.88
2450,NaT,30.25
2451,2017Q1,96.4
2451,2017Q2,89.4075
2451,2017Q3,86.68
2451,2018Q2,68.85333333333334
2451,2018Q3,71.1
2451,2019Q2,65.43
2451,2019Q4,76.37
2451,2020Q1,72.67
2451,NaT,67.18333333333334
2453,2017Q1,12.45
2453,2017Q2,12.67
2453,2017Q3,13.75
2453,2017Q4,14.75
2453,2018Q1,13.2925
2453,2018Q2,13.83
2453,2019Q2,15.24
2453,2019Q3,15.806666666666667
2453,NaT,17.98
2454,2016Q3,222.48
2454,2017Q2,253.97
2454,2017Q3,284.55
2454,2017Q4,308.47
2454,2018Q2,268.2875
2454,2019Q2,311.3
2454,2019Q3,378.36
2454,2019Q4,387.1
2454,NaT,612.5633333333334
2455,2017Q1,58.92
2455,2017Q3,59.56
2455,2017Q4,104.7
2455,2018Q1,96.9525
2455,2018Q2,84.2
2455,2018Q3,76.87
2455,2019Q3,107.8
2455,2019Q4,97.62
2455,NaT,92.62
2456,2017Q1,78.74
2456,2017Q2,86.05
2456,2017Q3,87.42
2456,2017Q4,98.38499999999999
2456,2018Q2,113.22500000000001
2456,2018Q3,86.22
2456,2019Q2,82.48
2456,2019Q4,112.68
2456,2020Q1,89.8
2456,NaT,106.25999999999999
2457,2017Q1,13.15
2457,2017Q2,13.29
2457,2017Q4,10.95
2457,2018Q1,10.59
2457,2018Q2,11.39
2457,2019Q1,9.44
2457,2019Q2,6.29
2457,NaT,11.646666666666667
2458,2016Q3,38.6
2458,2017Q2,43.63
2458,2017Q3,43.71
2458,2017Q4,48.336666666666666
2458,2018Q3,51.55
2458,2018Q4,76.14
2458,2019Q1,88.44
2458,2019Q2,82.58666666666666
2458,2020Q1,80.09
2458,NaT,136.79333333333332
2459,2017Q1,40.67666666666667
2459,2017Q4,41.445
2459,2018Q1,36.06
2459,2018Q2,39.04
2459,2019Q1,37.995000000000005
2459,2019Q4,40.085
2459,NaT,42.74666666666667
2460,2017Q1,12.12
2460,2017Q2,12.705
2460,2017Q4,14.24
2460,2018Q1,13.717500000000001
2460,2018Q2,11.45
2460,2018Q3,9.78
2460,2019Q1,9.75
2460,2019Q2,7.53
2460,NaT,13.229999999999999
2461,2016Q4,15.896666666666667
2461,2017Q4,15.7925
2461,2018Q1,13.49
2461,2018Q2,13.32
2461,2019Q2,18.77
2461,2019Q3,18.866666666666667
2461,NaT,16.99
2462,2017Q1,22.4
2462,2017Q2,23.78
2462,2017Q3,28.34
2462,2017Q4,29.415
2462,2018Q1,27.75
2462,2018Q3,27.65
2462,2019Q2,27.9
2462,2019Q3,28.076666666666664
2462,NaT,27.55666666666667
2464,2016Q3,40.945
2464,2017Q3,43.64
2464,2017Q4,46.08
2464,2018Q1,44.9475
2464,2018Q2,44.76
2464,2019Q2,39.26
2464,NaT,41.846666666666664
2465,2016Q2,7.53
2465,2016Q4,7.369999999999999
2465,2017Q4,21.12
2465,2018Q1,18.8125
2465,2018Q2,11.36
2465,2018Q3,13.24
