公司代號,公司名稱,日期,季底月均價,日期_西元,year_quarter
3607,谷崧精密Coxon,107/01/05,16.34,2018-01-05,2018Q1
3645,達邁科技TMT,107/01/17,48.83,2018-01-17,2018Q1
3653,健策JENTECH,107/09/17,78.7,2018-09-17,2018Q3
3679,新至陞科技Nishoku,107/04/19,56.12,2018-04-19,2018Q2
4545,銘鈺MAP,107/04/18,25.21,2018-04-18,2018Q2
4912,聯德控股-KYLemtech,107/08/08,162.33,2018-08-08,2018Q3
4915,致伸Primax,107/01/05,45.01,2018-01-05,2018Q1
4927,泰鼎-KYApex,107/08/29,34.92,2018-08-29,2018Q3
4943,康控-KYCONCRAFT,107/06/11,122.55,2018-06-11,2018Q2
4958,臻鼎-KYZDT,107/12/13,81.44,2018-12-13,2018Q4
4989,榮科LCYT,107/07/25,25.18,2018-07-25,2018Q3
4999,鑫禾科技Sinher,107/08/02,46.51,2018-08-02,2018Q3
5469,瀚宇博德Board,107/07/02,24.69,2018-07-02,2018Q3
6108,競國實業APCB INC.,107/01/05,27.59,2018-01-05,2018Q1
6115,鎰勝I-SHENG,107/03/19,40.55,2018-03-19,2018Q1
6133,金橋Golden Bridge,107/01/16,8.64,2018-01-16,2018Q1
6141,柏承科技Plotech,107/04/18,17.62,2018-04-18,2018Q2
6153,嘉聯益Career Tech.,107/06/14,28.7,2018-06-14,2018Q2
6155,鈞寶電子KC,107/07/13,23.19,2018-07-13,2018Q3
6165,捷泰JTT,107/01/02,8.69,2018-01-02,2018Q1
6191,精成科技GBM,107/07/03,13.25,2018-07-03,2018Q3
6197,佳必琪JPC,107/01/04,29.08,2018-01-04,2018Q1
6205,詮欣COXOC,107/01/02,22.11,2018-01-02,2018Q1
6213,聯茂ITEQ,107/03/21,52.01,2018-03-21,2018Q1
6224,聚鼎科技PTTC.,107/06/11,55.72,2018-06-11,2018Q2
6251,定穎電子DYNAMIC,107/01/04,9.62,2018-01-04,2018Q1
