公司代號,公司名稱,日期,季底月均價,日期_西元,year_quarter
2461,光群雷K Laser,105/12/20,15.68,2016-12-20,2016Q4
2464,盟立Mirle,106/08/21,43.64,2017-08-21,2017Q3
2474,可成Catcher,106/08/07,320.07,2017-08-07,2017Q3
2477,美隆電Meiloon,106/09/08,28.5,2017-09-08,2017Q3
2482,連宇UIC,106/04/10,13.01,2017-04-10,2017Q2
2488,漢平Hanpin,105/10/04,36.71,2016-10-04,2016Q4
2495,普安Infortrend,106/04/05,14.57,2017-04-05,2017Q2
2497,怡利電E-LEAD,106/04/12,29.45,2017-04-12,2017Q2
3018,同開TUNG KAI,106/09/22,70.27,2017-09-22,2017Q3
3030,德律TRI,106/03/22,41.98,2017-03-22,2017Q1
3043,科風PCM,106/04/12,2.55,2017-04-12,2017Q2
3305,昇貿科技SHENMAO,106/01/10,26.41,2017-01-10,2017Q1
3450,聯鈞ELASER,106/02/17,109.55,2017-02-17,2017Q1
3518,柏騰PT TECH.,106/09/30,36.32,2017-09-30,2017Q3
3617,碩天CyberPower,105/10/06,99.06,2016-10-06,2016Q4
3665,貿聯-KYBHI,106/09/20,279.93,2017-09-20,2017Q3
5225,東科-KYEASTECH,105/11/28,29.39,2016-11-28,2016Q4
6139,亞翔L & K,106/03/22,34.78,2017-03-22,2017Q1
6192,巨路LUMAX,106/05/22,58.67,2017-05-22,2017Q2
6196,帆宣MIC,106/05/19,39.78,2017-05-19,2017Q2
6201,亞弘電YAHORNG,106/03/23,29.41,2017-03-23,2017Q1
6215,和椿Aurotek,106/08/21,19.84,2017-08-21,2017Q3
6409,旭隼VOLTRONIC,106/09/25,556.05,2017-09-25,2017Q3
8021,尖點Topoint,106/04/12,21.69,2017-04-12,2017Q2
8201,無敵科技BESTA,106/04/12,14.37,2017-04-12,2017Q2
1262,綠悅-KYGreen Seal,106/02/09,73.91,2017-02-09,2017Q1
1435,中福國際C.F.CORP.,106/02/20,5.49,2017-02-20,2017Q1
2062,橋椿金屬SSM,106/04/18,38.98,2017-04-18,2017Q2
2348,海悅Hiyes,106/06/26,28.5,2017-06-26,2017Q2
2358,廷鑫TS,106/07/19,20.52,2017-07-19,2017Q3
2514,龍邦國際LONG BON,105/10/14,14.82,2016-10-14,2016Q4
2904,匯僑POC,105/10/05,20.08,2016-10-05,2016Q4
3040,遠見GV,106/06/27,39.03,2017-06-27,2017Q2
4536,拓凱TOPKEY,106/02/09,95.68,2017-02-09,2017Q1
5284,jpp-KYjpp,106/09/12,65.96,2017-09-12,2017Q3
5871,中租-KYChailease,106/07/26,77.8,2017-07-26,2017Q3
6184,大豐電DAH FUNG CATV,106/05/15,35.72,2017-05-15,2017Q2
6464,台數科top MSO,105/10/17,119.16,2016-10-17,2016Q4
6504,南六NAN LIU,106/02/18,155.24,2017-02-18,2017Q1
8033,雷虎TT,106/09/28,10.0,2017-09-28,2017Q3
8341,日友SF,106/09/27,184.46,2017-09-27,2017Q3
8404,百和興業-KYPAIHO SHIH,106/09/30,60.89,2017-09-30,2017Q3
8411,福貞-KYKINGCAN,106/03/15,27.5,2017-03-15,2017Q1
8422,可寧衛Cleanaway,106/06/06,168.37,2017-06-06,2017Q2
8427,基勝-KYKEYSHEEN,105/10/03,49.9,2016-10-03,2016Q4
8442,威宏-KYWW,106/02/20,55.7,2017-02-20,2017Q1
8463,潤泰精材RTM,106/03/30,17.39,2017-03-30,2017Q1
8464,億豐Nien Made,105/10/06,309.39,2016-10-06,2016Q4
8466,美(吉吉)-KYM.J.,105/11/10,93.36,2016-11-10,2016Q4
8467,波力-KYBONNY WORLDWIDE LIMITED,106/02/22,36.6,2017-02-22,2017Q1
8473,山林水FOREST WATER,106/04/07,57.86,2017-04-07,2017Q2
8480,泰昇-KYTaisun-KY,106/03/23,125.26,2017-03-23,2017Q1
8481,政伸Transart,106/02/24,43.98,2017-02-24,2017Q1
8488,吉源-KYJYPKG,106/03/21,35.1,2017-03-21,2017Q1
9802,鈺齊-KYFulgent Sun,106/07/13,74.95,2017-07-13,2017Q3
9902,台火開發Tidehold,106/02/07,10.54,2017-02-07,2017Q1
9904,寶成工業Pou Chen,105/10/05,39.0,2016-10-05,2016Q4
9905,大華金屬GCM,106/05/31,25.04,2017-05-31,2017Q2
9907,統一實業Ton Yi,106/03/23,14.02,2017-03-23,2017Q1
9910,豐泰企業FT,106/09/14,143.2,2017-09-14,2017Q3
9911,台灣櫻花Taiwan Sakura,106/08/30,39.7,2017-08-30,2017Q3
9914,美利達MIC,106/01/09,130.92,2017-01-09,2017Q1
9917,中保Taiwan Secom,106/07/06,89.19,2017-07-06,2017Q3
9919,康那香KNH,106/02/14,11.38,2017-02-14,2017Q1
9921,巨大機械Giant Mfg.,105/10/26,146.96,2016-10-26,2016Q4
9924,臺灣福興Taiwan Fu Hsing,106/01/18,38.23,2017-01-18,2017Q1
9925,新保SKS,106/03/22,38.87,2017-03-22,2017Q1
9927,泰銘TMI,106/08/07,37.68,2017-08-07,2017Q3
9928,中國電視CTV,106/01/16,5.82,2017-01-16,2017Q1
9929,秋雨創新CHOICE,105/12/26,10.68,2016-12-26,2016Q4
9930,中聯資源CHC,106/05/31,53.05,2017-05-31,2017Q2
9933,中鼎CTCI Corp.,106/03/28,48.52,2017-03-28,2017Q1
9934,成霖Globo,106/08/07,20.08,2017-08-07,2017Q3
9935,慶豐富Ching Feng,106/09/11,30.99,2017-09-11,2017Q3
9938,百和Taiwan Paiho,106/09/29,132.3,2017-09-29,2017Q3
9939,宏全Hon Chuan,106/05/12,55.51,2017-05-12,2017Q2
9940,信義Sinyi Realty,106/03/17,32.46,2017-03-17,2017Q1
9941,裕融TAC,106/08/07,105.79,2017-08-07,2017Q3
9942,茂順MAO SHUN,105/10/04,81.77,2016-10-04,2016Q4
9944,新麗Shinih,105/10/06,19.32,2016-10-06,2016Q4
9945,潤泰新RUENTEX DEVELOP,106/02/17,28.79,2017-02-17,2017Q1
9955,佳龍SDTI,106/02/09,14.67,2017-02-09,2017Q1
1101,臺灣水泥TCC,106/03/21,34.85,2017-03-21,2017Q1
1102,亞洲水泥ACC,106/04/05,26.96,2017-04-05,2017Q2
1103,嘉新水泥CHC,106/12/29,12.74,2017-12-29,2017Q4
1104,環球水泥UCC,106/04/06,22.87,2017-04-06,2017Q2
1108,幸福水泥Lucky Cement,106/02/10,8.39,2017-02-10,2017Q1
1109,信大水泥HsingTa,106/12/25,12.69,2017-12-25,2017Q4
1110,東南水泥TUNA CEMENT,106/03/30,14.24,2017-03-30,2017Q1
1201,味全食品Wei-Chuan,106/10/26,20.27,2017-10-26,2017Q4
1203,味王Ve Wong,106/05/26,24.97,2017-05-26,2017Q2
1210,大成長城GREATWALL,106/07/12,33.13,2017-07-12,2017Q3
1213,大飲Oceanic Beverages,106/02/22,15.71,2017-02-22,2017Q1
1215,卜蜂企業CPE,106/07/12,61.17,2017-07-12,2017Q3
1216,統一企業PEC,106/12/14,64.8,2017-12-14,2017Q4
1217,愛之味AGV,106/07/14,7.5,2017-07-14,2017Q3
1218,泰山TAISUN,106/07/24,17.02,2017-07-24,2017Q3
1219,福壽FWUSOW,106/07/17,17.83,2017-07-17,2017Q3
1220,台榮TAIROUN,106/02/18,10.33,2017-02-18,2017Q1
1225,福懋油脂FOPCO,106/10/17,64.66,2017-10-17,2017Q4
1227,佳格食品S.F.C,106/07/03,72.96,2017-07-03,2017Q3
1229,聯華實業LHIC,106/12/29,34.33,2017-12-29,2017Q4
1231,聯華食品Lian Hwa Foods,106/06/29,33.49,2017-06-29,2017Q2
1232,大統益TTET,106/06/27,90.59,2017-06-27,2017Q2
1233,天仁Ten Ren,106/02/22,35.08,2017-02-22,2017Q1
1234,黑松Hey-Song,106/03/24,31.2,2017-03-24,2017Q1
1235,興泰Shin Tai,106/12/26,37.52,2017-12-26,2017Q4
1236,宏亞食品Hunya Foods,106/02/22,17.02,2017-02-22,2017Q1
1256,鮮活果汁-KYSunjuice,106/09/05,140.69,2017-09-05,2017Q3
1702,南僑投控NAMCHOW,106/07/05,61.48,2017-07-05,2017Q3
1737,臺鹽TAIYEN,106/02/07,27.74,2017-02-07,2017Q1
1301,台灣塑膠FPC,106/12/29,94.85,2017-12-29,2017Q4
1303,南亞塑膠NPC,106/02/15,75.64,2017-02-15,2017Q1
1304,台灣聚合USI,106/02/13,16.14,2017-02-13,2017Q1
1305,華夏塑膠CGPC,106/08/22,31.13,2017-08-22,2017Q3
1307,三芳化工SAN FANG,106/06/22,33.71,2017-06-22,2017Q2
1308,亞聚APC,106/02/06,19.08,2017-02-06,2017Q1
1309,台達化TTC,106/12/29,14.09,2017-12-29,2017Q4
1310,臺灣苯乙烯T.S.M.C.,106/03/23,22.05,2017-03-23,2017Q1
1312,國喬石化        (普 通)GPPC common,106/12/27,29.68,2017-12-27,2017Q4
1312A,國喬石化        (特 別)GPPC preferred,106/12/27,32.38,2017-12-27,2017Q4
1313,聯成UPC,106/12/27,18.72,2017-12-27,2017Q4
1314,中石化CPDC,106/12/04,15.56,2017-12-04,2017Q4
1315,達新工業TAHHSIN,106/06/28,25.4,2017-06-28,2017Q2
1319,東陽TYG,106/09/18,56.83,2017-09-18,2017Q3
1321,大洋OPC,106/08/28,28.34,2017-08-28,2017Q3
1323,永裕YONYU,106/12/25,38.11,2017-12-25,2017Q4
1324,地球Globe,106/05/18,12.47,2017-05-18,2017Q2
1325,恒大UK,106/02/13,19.36,2017-02-13,2017Q1
1326,台灣化纖FCFC,106/12/29,97.48,2017-12-29,2017Q4
1337,再生-KYAsia Plastic,106/01/13,12.43,2017-01-13,2017Q1
1339,昭輝Y.C.C.,106/09/06,42.25,2017-09-06,2017Q3
1340,勝悅-KYVICTORY,106/03/24,46.2,2017-03-24,2017Q1
4306,炎洲YEMCHIO,106/10/20,14.47,2017-10-20,2017Q4
1402,遠東新FENC,106/02/22,25.82,2017-02-22,2017Q1
1409,新光合纖SSFC,106/02/02,10.07,2017-02-02,2017Q1
1410,南洋染整NYDF,106/02/06,23.47,2017-02-06,2017Q1
1413,宏洲纖維H.C.,106/12/21,9.26,2017-12-21,2017Q4
1414,東和紡織TUNG HO,106/12/22,7.34,2017-12-22,2017Q4
1416,廣豐實業KFIC,106/03/31,16.73,2017-03-31,2017Q1
1417,嘉裕Carnival,106/02/22,4.7,2017-02-22,2017Q1
1419,新光紡織SHINKO.SPIN.,106/12/29,44.09,2017-12-29,2017Q4
1423,利華羊毛Reward Wool,106/12/18,8.36,2017-12-18,2017Q4
1434,福懋Formosa Taffeta,106/04/10,30.67,2017-04-10,2017Q2
1439,中和羊毛Chuwa Wool,106/02/16,20.13,2017-02-16,2017Q1
1440,台南紡織Tainan Spinning,106/03/23,13.59,2017-03-23,2017Q1
1443,立益紡織LILYTEXTILE,106/02/15,5.2,2017-02-15,2017Q1
1444,力麗LEALEA,106/08/01,11.69,2017-08-01,2017Q3
1445,大宇紡織Universal,106/02/17,8.33,2017-02-17,2017Q1
1446,宏和紡織Hong Ho,106/05/11,21.36,2017-05-11,2017Q2
1447,力鵬LP,106/02/15,8.89,2017-02-15,2017Q1
1449,佳和實業CHIA HER,106/02/03,5.46,2017-02-03,2017Q1
1451,年興紡織NIEN HSING,106/10/11,27.74,2017-10-11,2017Q4
1452,宏益纖維HONG YI,106/06/23,22.01,2017-06-23,2017Q2
1453,大將TA JIANG,106/11/10,9.62,2017-11-10,2017Q4
1454,臺灣富綢TTF,106/02/08,8.42,2017-02-08,2017Q1
1455,集盛ZIG SHENG,106/11/21,12.47,2017-11-21,2017Q4
1456,怡華I-HWA,106/02/03,10.78,2017-02-03,2017Q1
1457,宜進YI JINN,106/12/11,14.33,2017-12-11,2017Q4
1459,聯發紡織Lan Fa Textile,106/12/29,9.68,2017-12-29,2017Q4
1460,宏遠Everest Textile,106/02/18,14.05,2017-02-18,2017Q1
1463,強盛染整CS,106/05/26,25.19,2017-05-26,2017Q2
1464,得力DE LICACY,106/07/04,25.01,2017-07-04,2017Q3
1465,偉全WISHER,106/09/21,15.17,2017-09-21,2017Q3
1466,聚隆纖維Acelon,106/01/24,11.88,2017-01-24,2017Q1
1467,南緯TEX-RAY,106/12/05,11.94,2017-12-05,2017Q4
1468,昶和纖維CHANG HO,106/06/27,10.26,2017-06-27,2017Q2
1469,理隆纖維Lilontex,106/12/29,14.12,2017-12-29,2017Q4
1470,大統染EVERTEX,106/02/06,18.45,2017-02-06,2017Q1
1472,三洋紡織Tri Ocean,106/12/04,43.33,2017-12-04,2017Q4
1473,台南企業Tainan,106/03/08,23.58,2017-03-08,2017Q1
1474,弘裕HONMYUE,106/07/19,11.28,2017-07-19,2017Q3
1475,本盟光電SUMAGH,106/11/23,92.04,2017-11-23,2017Q4
1476,儒鴻企業ECLAT,106/08/09,288.48,2017-08-09,2017Q3
1477,聚陽Makalot,106/07/03,121.94,2017-07-03,2017Q3
4414,如興ROO HSING,106/03/09,17.87,2017-03-09,2017Q1
4426,利勤實業LI CHENG,106/01/10,49.03,2017-01-10,2017Q1
4438,廣越QVE,106/05/25,135.44,2017-05-25,2017Q2
1503,士林電機SEEC,106/02/15,41.7,2017-02-15,2017Q1
1504,東元電機TECO,106/03/29,28.24,2017-03-29,2017Q1
1506,正道R.W.,106/06/16,21.01,2017-06-16,2017Q2
1507,永大機電YUNGTAY,106/10/20,50.23,2017-10-20,2017Q4
1513,中興電工CHEM,106/09/18,22.28,2017-09-18,2017Q3
1514,亞力電機AEC,106/12/26,11.74,2017-12-26,2017Q4
1515,力山工業REXON,106/11/07,56.12,2017-11-07,2017Q4
1517,利奇機械Lee Chi,106/10/16,11.65,2017-10-16,2017Q4
1519,華城電機FE,106/08/31,20.24,2017-08-31,2017Q3
1521,大億DAIOKU,106/06/27,78.51,2017-06-27,2017Q2
1522,堤維西TYC,106/02/17,33.05,2017-02-17,2017Q1
1524,耿鼎GORDON,106/03/27,12.0,2017-03-27,2017Q1
1525,江申KSC,106/05/24,94.11,2017-05-24,2017Q2
1526,日馳SUNRACE,106/12/28,57.77,2017-12-28,2017Q4
1527,鑽全BASSO,106/03/23,69.22,2017-03-23,2017Q1
1528,恩德科技Anderson,106/12/01,14.9,2017-12-01,2017Q4
1530,亞崴電機Awea,106/09/11,31.75,2017-09-11,2017Q3
1531,高林股Kaulin,106/12/25,22.91,2017-12-25,2017Q4
1532,勤美CMP,106/03/20,27.97,2017-03-20,2017Q1
1533,車王電MORE,106/02/14,40.94,2017-02-14,2017Q1
1535,中宇CEC,106/01/06,41.88,2017-01-06,2017Q1
1536,和大HOTA,106/10/12,142.88,2017-10-12,2017Q4
1537,廣隆光電KUNG LONG,106/06/29,144.36,2017-06-29,2017Q2
1538,正峰新JF,106/05/26,4.96,2017-05-26,2017Q2
1539,巨庭機械GEETECH,106/01/11,20.47,2017-01-11,2017Q1
1540,喬福機械JOHNFORD,106/11/30,15.5,2017-11-30,2017Q4
1541,錩泰Chang Type,106/03/16,46.41,2017-03-16,2017Q1
1558,伸興ZENG HSING,106/01/11,129.29,2017-01-11,2017Q1
1560,中砂KINIK,106/11/29,84.71,2017-11-29,2017Q4
1568,倉佑T.Y.,106/09/20,35.51,2017-09-20,2017Q3
1583,程泰GOODWAY,106/03/15,63.02,2017-03-15,2017Q1
1589,永冠-KYYGG,106/02/18,66.87,2017-02-18,2017Q1
1590,亞德客-KYAIRTAC,106/11/27,494.21,2017-11-27,2017Q4
1592,英瑞-KYEnterex,106/01/06,32.5,2017-01-06,2017Q1
2049,上銀科技HIWIN,106/11/28,318.74,2017-11-28,2017Q4
2228,劍麟IRF,106/03/20,121.78,2017-03-20,2017Q1
2231,為升CUB,106/06/30,290.21,2017-06-30,2017Q2
2236,百達-KYPatec,106/05/17,53.17,2017-05-17,2017Q2
2371,大同Tatung,106/02/09,18.24,2017-02-09,2017Q1
3167,大量科技TA LIANG,106/11/24,51.09,2017-11-24,2017Q4
4526,東台TOPPER,106/02/06,20.33,2017-02-06,2017Q1
4532,瑞智RECHI,106/03/03,28.62,2017-03-03,2017Q1
4551,智伸科技GLOBAL PMX,106/10/02,166.64,2017-10-02,2017Q4
4552,力達-KYLida,106/02/22,101.41,2017-02-22,2017Q1
4555,台灣氣立CHELIC,106/11/24,67.84,2017-11-24,2017Q4
4557,永新-KYYusin,106/03/29,70.75,2017-03-29,2017Q1
4560,強信-KYSTRONG H,106/12/22,47.31,2017-12-22,2017Q4
4562,穎漢YHT,106/08/28,41.03,2017-08-28,2017Q3
5288,豐祥-KYEurocharm,106/08/08,89.16,2017-08-08,2017Q3
6605,帝寶DEPO,106/12/18,91.34,2017-12-18,2017Q4
8222,寶一科技Aero Win,106/03/09,21.83,2017-03-09,2017Q1
8374,羅昇ACE PILLAR,106/11/09,29.05,2017-11-09,2017Q4
8996,高力KAORI,106/03/01,38.56,2017-03-01,2017Q1
1603,中華電纜CWCO,106/12/25,29.43,2017-12-25,2017Q4
1604,聲寶Sampo,106/03/22,12.85,2017-03-22,2017Q1
1605,華新麗華WALSIN,106/12/20,17.08,2017-12-20,2017Q4
1608,華榮HE,106/11/29,11.19,2017-11-29,2017Q4
1609,大亞電纜TA YA,106/11/30,13.68,2017-11-30,2017Q4
1611,中國電器CE,106/09/20,9.6,2017-09-20,2017Q3
1612,宏泰電工Hong Tai,106/03/13,10.85,2017-03-13,2017Q1
1614,三洋電機SANYO,106/02/17,22.8,2017-02-17,2017Q1
1615,大山電纜Dah San,106/08/31,15.33,2017-08-31,2017Q3
1616,億泰電纜Evertop,106/02/15,5.73,2017-02-15,2017Q1
1617,榮星電線JSW,106/12/29,14.59,2017-12-29,2017Q4
1618,合機電纜Hold-Key,106/09/08,9.32,2017-09-08,2017Q3
1626,艾美特-KYAIRMATE,106/05/12,23.64,2017-05-12,2017Q2
4930,燦星網Star Comgistic,106/02/08,12.71,2017-02-08,2017Q1
1802,臺灣玻璃Taiwan Glass,106/12/28,19.57,2017-12-28,2017Q4
1806,冠軍CHAMPION,106/03/24,8.32,2017-03-24,2017Q1
1809,中國製釉China Glaze,106/09/19,12.4,2017-09-19,2017Q3
1810,和成欣業HCG,106/02/22,9.79,2017-02-22,2017Q1
1817,凱撒衛浴SANITAR,106/12/11,44.77,2017-12-11,2017Q4
1902,台灣紙業TPPC,106/09/01,18.41,2017-09-01,2017Q3
1903,士林紙業Shihlin Paper,106/02/15,32.13,2017-02-15,2017Q1
1904,正隆Cheng Loong,106/09/13,16.11,2017-09-13,2017Q3
1905,中華紙漿CHP,106/03/07,11.2,2017-03-07,2017Q1
1906,寶隆P.L,106/09/14,28.63,2017-09-14,2017Q3
1907,永豐餘YFY,106/12/29,13.31,2017-12-29,2017Q4
1909,榮成紙業LCP,106/09/25,39.63,2017-09-25,2017Q3
2002,中國鋼鐵        (普 通)China Steel common,106/02/15,24.4,2017-02-15,2017Q1
2002A,中國鋼鐵        (特 別)China Steel preferred,106/06/30,42.26,2017-06-30,2017Q2
2006,東和鋼鐵Tung Ho Steel,106/12/28,25.06,2017-12-28,2017Q4
2007,燁興YH,106/02/16,4.94,2017-02-16,2017Q1
2008,高興昌KHC,106/11/30,11.43,2017-11-30,2017Q4
2009,第一伸銅FCC,106/12/29,12.57,2017-12-29,2017Q4
2010,春源鋼鐵Chun Yuan Steel,106/03/17,11.2,2017-03-17,2017Q1
2012,春雨工廠Chun Yu,106/09/28,14.56,2017-09-28,2017Q3
2013,中鋼構CSSC,106/02/22,19.4,2017-02-22,2017Q1
2015,豐興鋼鐵FH,106/12/27,54.03,2017-12-27,2017Q4
2017,官田鋼Quintain Steel,106/03/02,9.88,2017-03-02,2017Q1
2020,美亞MAYER PIPE,106/02/15,13.67,2017-02-15,2017Q1
2022,聚亨TYCOONS,106/03/07,6.25,2017-03-07,2017Q1
2023,燁輝YP,106/03/07,11.64,2017-03-07,2017Q1
2024,志聯工業CHIH LIEN,106/11/03,10.18,2017-11-03,2017Q4
2027,大成鋼TC,106/12/29,20.33,2017-12-29,2017Q4
2029,盛餘Sheng Yu Steel,106/02/16,28.18,2017-02-16,2017Q1
2030,彰源FROCH,106/11/07,15.46,2017-11-07,2017Q4
2031,新光鋼鐵Hsin Kuang Steel,106/08/03,27.04,2017-08-03,2017Q3
2032,新鋼工業Sinkang,106/02/15,10.0,2017-02-15,2017Q1
2033,佳大世界Chia Ta,106/03/06,9.05,2017-03-06,2017Q1
2034,允強YC,106/02/06,25.94,2017-02-06,2017Q1
2038,海光企業HAIKWANG,106/04/13,8.12,2017-04-13,2017Q2
2069,運錩鋼鐵YC,106/03/17,24.51,2017-03-17,2017Q1
3004,豐達科技NAFCO,106/12/12,51.79,2017-12-12,2017Q4
5007,三星科技SAN SHING,106/11/23,58.03,2017-11-23,2017Q4
5538,東明-KYTONG MING,106/11/13,35.47,2017-11-13,2017Q4
9958,世紀鋼CIAS,106/12/29,18.32,2017-12-29,2017Q4
2101,南港輪胎Nan Kang Rubber Tire,106/02/18,26.53,2017-02-18,2017Q1
2102,泰豐輪胎FEDERAL CORP,106/02/06,13.35,2017-02-06,2017Q1
2103,台橡TSRC,106/01/17,36.55,2017-01-17,2017Q1
2104,中國橡膠China Synthetic Rubber,106/11/20,42.81,2017-11-20,2017Q4
2105,正新橡膠CST,106/02/15,51.55,2017-02-15,2017Q1
2106,建大工業Kenda Rubber Ind.,106/03/17,38.05,2017-03-17,2017Q1
2107,厚生Formosan Rubber Group,106/02/08,15.3,2017-02-08,2017Q1
2108,南帝化工Nantex,106/03/16,23.31,2017-03-16,2017Q1
2109,華豐橡膠Hwa Fong,106/12/26,12.95,2017-12-26,2017Q4
2114,鑫永銓HYC,106/11/03,88.72,2017-11-03,2017Q4
2115,六暉-KYLU HAI,106/06/03,45.3,2017-06-03,2017Q2
6582,申豐Shin Foong,106/06/26,49.65,2017-06-26,2017Q2
1338,廣華-KYHiroca,106/09/11,113.36,2017-09-11,2017Q3
2201,裕隆汽車Yulon Motor,106/02/22,23.18,2017-02-22,2017Q1
2204,中華汽車China-Motor,106/02/16,26.05,2017-02-16,2017Q1
2206,三陽工業Sanyang Industry,106/09/19,21.18,2017-09-19,2017Q3
2207,和泰汽車Hotai Motor,106/06/02,343.51,2017-06-02,2017Q2
2227,裕日車YNM,106/06/02,264.01,2017-06-02,2017Q2
2239,英利-KYCayman Engley,106/01/09,142.88,2017-01-09,2017Q1
2243,宏旭-KYHS,106/11/07,46.07,2017-11-07,2017Q4
3346,麗清Laster Tech,106/03/29,70.47,2017-03-29,2017Q1
1436,華友聯HUA YU LIEN,106/11/08,39.95,2017-11-08,2017Q4
1438,裕豐Yu Foung,106/02/03,5.05,2017-02-03,2017Q1
1442,名軒ADVANCETEK,106/06/13,18.44,2017-06-13,2017Q2
1805,寶徠建設KPT,106/10/18,13.29,2017-10-18,2017Q4
1808,潤隆RUN LONG,106/03/23,41.11,2017-03-23,2017Q1
2501,國建Cathay Const.,106/03/24,16.39,2017-03-24,2017Q1
2504,國產GBM,106/06/06,9.52,2017-06-06,2017Q2
2505,國揚Ky,106/12/28,16.35,2017-12-28,2017Q4
2506,太設PCC,106/03/13,10.68,2017-03-13,2017Q1
2509,全坤建CHAINQUI,106/11/09,21.67,2017-11-09,2017Q4
2511,太子PHD,106/05/03,11.96,2017-05-03,2017Q2
2515,中工BES,106/11/30,8.14,2017-11-30,2017Q4
2516,新建New Asia,106/03/20,6.93,2017-03-20,2017Q1
2520,冠德Kindom,106/02/15,19.5,2017-02-15,2017Q1
2524,京城KTC,106/06/23,22.01,2017-06-23,2017Q2
2527,宏璟Hung Ching,106/12/29,22.22,2017-12-29,2017Q4
2528,皇普CROWELL,106/09/25,19.98,2017-09-25,2017Q3
2530,華建Delpha Construction,106/03/20,14.98,2017-03-20,2017Q1
2534,宏盛HSC,106/12/07,25.45,2017-12-07,2017Q4
2535,達欣工DA CIN,106/03/24,17.65,2017-03-24,2017Q1
2536,宏普Hung Poo,106/02/07,21.26,2017-02-07,2017Q1
2537,聯上開發WE &WIN,106/03/24,8.2,2017-03-24,2017Q1
2538,基泰Kee Tai,106/03/03,10.21,2017-03-03,2017Q1
2539,櫻花建SAKURAD,106/08/02,28.32,2017-08-02,2017Q3
2540,愛山林I- Sunny,106/06/27,21.31,2017-06-27,2017Q2
2542,興富發Highwealth,106/03/24,41.16,2017-03-24,2017Q1
2543,皇昌Hwang Chang,106/01/09,8.18,2017-01-09,2017Q1
2545,皇翔Huang Hsiang,106/03/24,30.38,2017-03-24,2017Q1
2546,根基Kedge,106/12/29,20.01,2017-12-29,2017Q4
2547,日勝生Radium,106/04/26,12.88,2017-04-26,2017Q2
2548,華固HUAKU,106/07/05,69.07,2017-07-05,2017Q3
2597,潤弘精密REC,106/06/26,37.76,2017-06-26,2017Q2
2841,台開TDC,106/02/09,10.06,2017-02-09,2017Q1
2923,鼎固-KYSino Horizon,106/02/22,18.36,2017-02-22,2017Q1
3052,夆典APEX,106/06/05,8.54,2017-06-05,2017Q2
3056,總太地產ZongTai,106/03/23,18.56,2017-03-23,2017Q1
3266,昇陽SUNTY,106/10/17,11.4,2017-10-17,2017Q4
3703,欣陸CONTINENTAL,106/12/15,15.96,2017-12-15,2017Q4
5515,建國CHIEN KUO,106/10/13,11.23,2017-10-13,2017Q4
5519,隆大LD,106/04/07,10.23,2017-04-07,2017Q2
5521,工信KSECO,106/12/28,14.77,2017-12-28,2017Q4
5522,遠雄建設Farglory,106/06/16,31.13,2017-06-16,2017Q2
5525,順天SWEETEN,106/12/29,14.92,2017-12-29,2017Q4
5531,鄉林建設SHINING,106/03/21,10.37,2017-03-21,2017Q1
5533,皇鼎建設FOUNDING,106/03/31,15.8,2017-03-31,2017Q1
5534,長虹CHONG HONG,106/11/17,74.78,2017-11-17,2017Q4
6177,"達麗DA-LI CO., LTD.",106/09/11,33.06,2017-09-11,2017Q3
9906,欣巴巴HSIN BA BA,106/07/03,15.59,2017-07-03,2017Q3
9946,三發地產SanFar,106/03/20,11.87,2017-03-20,2017Q1
2208,台船公司CSBC,106/03/22,11.41,2017-03-22,2017Q1
2603,長榮EMC,106/09/01,16.63,2017-09-01,2017Q3
2605,新興SNC,106/02/24,22.05,2017-02-24,2017Q1
2606,裕民U-Ming,106/08/22,37.76,2017-08-22,2017Q3
2607,榮運EITC,106/02/02,13.99,2017-02-02,2017Q1
2608,嘉里大榮Kerry TJ,106/01/13,38.01,2017-01-13,2017Q1
2609,陽明YMTC,106/08/30,11.57,2017-08-30,2017Q3
2610,華航CAL,106/09/11,11.93,2017-09-11,2017Q3
2611,志信TSI,106/02/07,7.0,2017-02-07,2017Q1
2612,中航CMT,106/02/22,30.21,2017-02-22,2017Q1
2613,中櫃CCTC,106/02/15,12.91,2017-02-15,2017Q1
2615,萬海WANHAI,106/08/31,19.86,2017-08-31,2017Q3
2617,台航TAIWANLINE,106/12/04,17.44,2017-12-04,2017Q4
2618,長榮航EVAAIR,106/03/20,15.53,2017-03-20,2017Q1
2633,台灣高鐵THSRC,106/06/02,23.41,2017-06-02,2017Q2
2634,漢翔AIDC,106/02/08,37.05,2017-02-08,2017Q1
2636,台驊控股T3EX,106/09/27,23.06,2017-09-27,2017Q3
2637,慧洋-KYWISDOM,106/03/01,29.11,2017-03-01,2017Q1
2642,宅配通Pelican,106/11/03,29.68,2017-11-03,2017Q4
5607,遠雄港Farglory FTZ,106/12/05,17.46,2017-12-05,2017Q4
5608,四維航S. W.,106/03/30,9.05,2017-03-30,2017Q1
2701,萬企WANHWA,106/03/02,13.26,2017-03-02,2017Q1
2702,華園HG,106/08/07,14.3,2017-08-07,2017Q3
2704,國賓AMBH,106/10/16,22.96,2017-10-16,2017Q4
2705,六福LEOFOO,106/02/15,7.95,2017-02-15,2017Q1
2706,第一店First Hotel,106/03/27,15.49,2017-03-27,2017Q1
