代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),季度,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
4562,穎漢,40.35,-1.75,-4.16,-0.17,-0.28,-0.26,-0.16,0.04,-0.06,-0.26,-0.06,-0.25,-0.29,-0.14,-0.13,-0.16,2019Q1,,,,,,,,,,,,
4564,元翎,18.75,+0.25,+1.35,-0.52,0.85,0.04,-0.16,-0.15,-1.03,-0.91,-0.68,-0.75,-1.09,-1,-0.84,-0.55,2019Q1,,,,,,,,,,,,
4737,華廣,50,-1.6,-3.1,-0.03,0.12,0.52,0.22,0.45,-0.07,0.22,-0.07,-0.21,-0.03,-0.52,-0.63,-0.37,2019Q1,,,,,,,,,,,,
4764,雙鍵,39.2,+0.2,+0.51,-0.09,0.26,0.09,-0.22,0.17,-0.33,-0.43,-0.14,-0.24,-0.31,-0.05,-0.3,0.38,2019Q1,,,,,,,,,,,,
4807,日成-KY,16.1,-0.1,-0.62,-0.2,-0.13,-0.24,0.8,0.1,-0.92,-0.79,-0.33,-0.19,-0.4,-0.29,-0.11,0.1,2019Q1,,,,,,,,,,,,
4927,泰鼎-KY,23.15,-1.55,-6.28,-0.89,4.12,4.02,1.09,0.89,-0.41,-1.36,-1.31,-2.97,-2.31,-3.08,-4.59,-4.72,2019Q1,,,,,,,,,,,,
4934,太極,9.9,-0.4,-3.88,-1.06,-0.83,-0.41,-0.03,-1.21,-0.04,0.05,0.21,-3.08,-1.32,-1.03,-1.32,-3.79,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),2019Q1,,,,,,,,,,,,
4943,康控-KY,12,+0.4,+3.45,-1.86,-3.61,-3.71,-2.8,-3.76,-1.3,-1.24,-0.72,-0.88,-1.05,-1.2,-1.19,-0.88,2019Q1,,,,,,,,,,,,
4949,有成精密,39.3,+3.55,+9.93,0.69,,2.39,1.74,1.76,1.21,1.34,0.02,0.07,-0.58,-0.85,0.08,0.41,2019Q1,,,,,,,,,,,,
4956,光鋐,20.6,-1,-4.63,-0.27,0.11,-0.1,-0.33,-0.72,-0.31,-0.34,-0.37,-0.7,-0.35,0.01,0.02,-0.19,2019Q1,,,,,,,,,,,,
4960,誠美材,12.4,-0.2,-1.59,-0.9,0.71,1.35,-1.05,-0.84,-2.16,-0.84,-0.83,-1.51,-0.87,-1.22,-1.22,-2.39,2019Q1,,,,,,,,,,,,
4976,佳凌,25.5,-1.2,-4.49,-0.54,-0.45,-0.41,-0.24,-1.02,-0.48,-0.72,-0.64,-1.07,-0.35,-0.17,-0.1,-0.82,2019Q1,,,,,,,,,,,,
4989,榮科,14.65,-0.35,-2.33,-0.38,1.38,0.67,-0.62,-0.1,0.02,-0.58,-0.66,-0.6,-0.76,-0.3,-1.46,-1.56,2019Q1,,,,,,,,,,,,
5484,慧友,37.55,-0.5,-1.31,-0.19,-0.18,-0.16,-0.14,-0.02,-0.07,-0.26,-0.17,-0.22,-0.4,-0.43,-0.18,-0.02,2019Q1,,,,,,,,,,,,
5531,鄉林,9.82,-0.18,-1.8,-0.96,-2.78,-1.82,-1.87,-2.94,3.2,-1.48,-1.62,-2.9,-2.59,-2.12,1.28,4.11,2019Q1,,,,,,,,,,,,
5546,永固-KY,27.85,-0.35,-1.24,-0.17,0.8,0.51,-0.46,0.31,-3.65,0.2,0.47,-1.18,0.36,0.19,0.24,0.15,2019Q1,,,,,,,,,,,,
5608,四維航,16.4,-0.45,-2.67,2.23,7.07,9.73,8.81,2.68,-1.1,-0.11,-0.33,-0.13,-0.82,-0.05,0.57,0.47,2019Q1,,,,,,,,,,,,
5907,大洋-KY,8.98,+0.7,+8.45,-0.28,0.89,0.19,-0.32,-0.49,1.22,-0.67,-0.65,-2.3,0.39,-0.1,-1.26,-0.25,2019Q1,,,,,,,,,,,,
6112,邁達特,44.05,-0.95,-2.11,0.56,0.94,1.34,1.46,-0.51,1.69,1.37,2.2,-0.41,0.36,-1.21,0.51,-1.02,2019Q1,,,,,,,,,,,,
6116,彩晶,6.98,-0.17,-2.38,-10.2,2.94,1.5,-6.32,-16.2,-9.97,-11,-11,-16.7,-11,-17.1,-13.1,-14.4,2019Q1,,,,,,,,,,,,
6141,柏承,9.45,-0.36,-3.67,-1.2,0.14,0.56,-0.21,-1.62,-1.34,-0.92,-0.98,-2.24,-2.85,-1.73,-1.82,-1.39,2019Q1,,,,,,,,,,,,
6142,友勁,8.58,-0.32,-3.6,-0.51,-0.8,-0.61,-0.03,0.54,0.17,-0.2,-0.78,-1.09,-0.94,-1.05,-0.72,-0.57,2019Q1,,,,,,,,,,,,
6152,百一,9.07,-0.31,-3.3,-0.21,-0.47,-0.19,0.35,0.55,-0.43,-0.18,-0.31,-0.15,-0.91,0.12,-0.25,-0.67,2019Q1,,,,,,,,,,,,
6153,嘉聯益,11.15,-0.75,-6.3,-3.47,-1.8,-3.13,6.58,0.14,-8.54,-6.51,-4.54,-3.72,-6.16,-4.12,-4.52,-5.36,2019Q1,,,,,,,,,,,,
6168,宏齊,15.9,-0.45,-2.75,0.21,0.78,0.84,0.4,0.78,-0.03,0.13,-0.03,0.37,-0.08,-0.25,0.09,-0.49,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),2019Q1,,,,,,,,,,,,
6202,盛群,38.55,-0.95,-2.41,0.91,5.13,4.2,2.86,0.13,0.44,1.04,0,-0.48,-0.61,-0.58,-0.78,-0.39,2019Q1,,,,,,,,,,,,
6209,今國光,23.95,-0.85,-3.43,-0.35,-0.18,-0.5,-0.41,0.03,-0.28,-0.06,-0.35,-0.73,-0.46,-0.31,-0.4,-0.53,2019Q1,,,,,,,,,,,,
6225,天瀚,12.9,+0.05,+0.39,0,0,-0.02,-0.01,0,-0.01,0.01,0,0.01,0,-0.01,0,-0.01,2019Q1,,,,,,,,,,,,
6226,光鼎,7.23,+0.1,+1.4,-0.14,0.02,-0.05,-0.14,-0.07,-0.15,-0.22,-0.05,-0.18,-0.24,-0.18,-0.18,-0.22,2019Q1,,,,,,,,,,,,
6269,台郡,50.4,-1.9,-3.63,2.79,7.57,0.69,18.2,8.89,-0.16,4.25,6.69,5.59,-1.89,-1.87,-5.17,-9.21,2019Q1,,,,,,,,,,,,
6282,康舒,26.25,-0.25,-0.94,0.79,0.97,2.59,0.62,1.17,0.32,0.44,2.11,2.51,-0.58,0.65,-0.89,-0.45,2019Q1,,,,,,,,,,,,
6405,悅城,22.15,-0.25,-1.12,-0.24,0.07,-0.15,-0.37,-0.21,-0.23,-0.26,-0.37,-0.31,-0.3,-0.28,-0.28,-0.19,2019Q1,,,,,,,,,,,,
6426,統新,59.1,-1.7,-2.8,-0.2,0.2,0.27,0.17,0.09,-0.39,-0.52,-0.35,-0.21,-0.56,-0.48,-0.48,-0.19,2019Q1,,,,,,,,,,,,
6431,光麗-KY,18.3,-0.5,-2.66,-0.29,-0.39,-0.33,-0.07,-0.09,-0.3,-0.15,-0.38,-0.31,-0.4,-0.42,-0.3,-0.34,2019Q1,,,,,,,,,,,,
6443,元晶,14.15,-0.75,-5.03,0.12,0.64,0.21,0.31,1.32,1.1,1.2,1.12,1.31,0.3,0.23,0.31,-6.65,2019Q1,,,,,,,,,,,,
6477,安集,28.1,-0.3,-1.06,0.64,0.37,0.49,1.27,1.48,0.87,1.2,0.73,0.37,-0.27,0.45,0.54,0.17,2019Q1,,,,,,,,,,,,
6541,泰福-KY,62.8,-1.3,-2.03,-4.22,-3.32,-4.18,-3.92,-4.65,-6,-5.01,-5.07,-4.93,-4.22,-3.63,-2.94,-2.77,2019Q1,,,,,,,,,,,,
6550,北極星藥業-KY,36.6,+3.3,+9.91,-4.71,-2.53,-2.78,-3,-3.26,-3.48,-4.12,-4.9,-6.06,-4.82,-5.74,-7.31,-8.48,2019Q1,,,,,,,,,,,,
6573,虹揚-KY,11.55,-0.4,-3.35,-0.5,-0.45,-0.58,-0.26,-0.85,-0.38,-0.53,-0.5,-0.62,-0.41,-0.41,-0.55,-0.41,2019Q1,,,,,,,,,,,,
6598,ABC-KY,19,-0.65,-3.31,-0.55,-0.74,-0.32,-0.47,-0.39,-0.55,-0.67,-0.5,-0.15,-0.69,-0.56,-0.79,-0.74,2019Q1,,,,,,,,,,,,
6645,金萬林-創,21.5,+1.55,+7.77,-0.2,,1.23,-0.14,-0.42,-0.09,-0.38,-0.31,-0.47,-0.46,-0.44,-0.33,-0.42,2019Q1,,,,,,,,,,,,
6657,華安,59.5,-3.3,-5.25,-0.66,-0.32,-0.73,-1.21,-0.46,-0.58,-0.98,-0.49,-0.57,-0.55,-0.54,-0.91,-0.55,2019Q1,,,,,,,,,,,,
6668,中揚光,33.7,+0.25,+0.75,-0.61,-1.17,-0.47,-0.25,-0.6,-0.77,-0.97,-0.54,-0.53,-0.54,-0.71,-0.13,-0.62,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),2019Q1,,,,,,,,,,,,
6674,鋐寶科技,16.85,-0.1,-0.59,-0.47,-0.05,-0.12,-0.18,-0.64,-0.66,-0.87,-0.57,-1.08,-0.45,-0.25,-0.33,-0.38,2019Q1,,,,,,,,,,,,
6695,芯鼎,41.65,-1.4,-3.25,-0.17,0.03,0.31,-0.12,-0.09,-0.34,-0.16,-0.03,-0.47,-0.51,-0.52,-0.26,0.06,2019Q1,,,,,,,,,,,,
6698,旭暉應材,26.75,-0.75,-2.73,-0.07,0.11,0.2,-0.19,0.09,-0.36,-0.1,-0.45,0.02,-0.19,-0.23,-0.07,0.32,2019Q1,,,,,,,,,,,,
6706,惠特,66.7,-3.8,-5.39,-0.25,3.64,2.49,0.51,0.58,-0.64,-1.21,-1.66,-1.58,-1.6,-1.71,-0.96,-0.9,2019Q1,,,,,,,,,,,,
6770,力積電,14.1,-0.35,-2.42,12.7,83.2,88.1,63.9,28.1,3.34,-0.66,-14.1,-20.2,-10.7,-22.3,-26.9,-19.7,2019Q1,,,,,,,,,,,,
6794,向榮生技-創,63.3,-2.5,-3.8,-0.33,,-0.4,,-0.92,-0.24,-0.17,-0.28,-0.28,-0.33,-0.31,-0.15,-0.23,2019Q1,,,,,,,,,,,,
6838,台新藥,24.15,-0.6,-2.42,-0.76,,-1.94,-0.89,-0.99,-0.89,-0.51,-0.82,-0.61,0.13,-1.01,-0.52,-0.36,2019Q1,,,,,,,,,,,,
6885,全福生技,23.5,-0.6,-2.49,-1.37,,-1.14,,-2.18,-0.86,-0.7,-2.16,-3.22,-0.55,-1,-0.65,-1.25,2019Q1,,,,,,,,,,,,
6901,鑽石投資,22.05,-0.7,-3.08,-3.44,29,-22.5,12.8,-10.5,-0.28,-14.4,-13.1,1.76,-8.13,-1.34,-8.11,-6.52,2019Q1,,,,,,,,,,,,
6902,GOGOLOOK-創,99.5,-4.5,-4.33,-0.09,-0.14,-0.26,-0.28,-0.08,0.06,0.09,0.06,-0.05,0.02,-0.13,-0.34,-0.03,2019Q1,,,,,,,,,,,,
6919,康霈*,612,-18,-2.86,-1.68,,-1.26,,-3.2,-0.97,-1.77,-1.27,-1.12,-2.41,-1.95,-1.53,-1.29,2019Q1,,,,,,,,,,,,
6928,攸泰科技,45.4,-1.2,-2.58,0.33,,1.39,0.32,0.21,0.27,0.63,1.67,0.57,0.1,-0.48,-0.58,-0.46,2019Q1,,,,,,,,,,,,
6949,沛爾生醫-創,125,-2,-1.57,-1.18,,,,-2.36,-0.6,-1.27,-1.21,-1.04,-0.89,-1.12,-1.06,-1.07,2019Q1,,,,,,,,,,,,
6969,成信實業*-創,27.5,-0.5,-1.79,-0.17,,,,-0.13,,,-0.2,-0.28,,,-0.19,-0.04,2019Q1,,,,,,,,,,,,
8101,華冠,16.1,-0.25,-1.53,-0.53,-0.73,-0.6,-0.74,-0.77,-0.6,-0.57,-0.41,-0.28,-0.45,-0.49,-0.5,-0.16,2019Q1,,,,,,,,,,,,
8110,華東,11.85,-0.4,-3.27,0.15,0.41,1.06,1.52,0.55,-0.69,-1.13,-1.39,0.67,0.73,-0.11,-0.22,0.39,2019Q1,,,,,,,,,,,,
8201,無敵,11.75,-0.1,-0.84,-0.23,-0.25,-0.27,-0.25,-0.3,-0.24,-0.22,-0.17,-0.23,-0.28,-0.18,-0.16,-0.17,2019Q1,,,,,,,,,,,,
8411,福貞-KY,11.8,-0.2,-1.67,0.27,0.63,-0.16,-0.36,0.56,-0.28,0.3,1.04,0.84,0.17,-0.35,0.52,0.32,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),2019Q1,,,,,,,,,,,,
8429,金麗-KY,8.56,-0.15,-1.72,-0.26,-0.41,-0.55,-1.32,-0.12,-0.14,-0.1,0.02,-0.2,-0.17,-0.03,-0.04,-0.04,2019Q1,,,,,,,,,,,,
8443,阿瘦,11.55,+0.05,+0.43,-0.17,0.03,-0.72,-0.31,-0.31,-0.01,0.01,0.05,-0.02,0.05,-0.31,-0.34,-0.11,2019Q1,,,,,,,,,,,,
8488,吉源-KY,11.55,-0.1,-0.86,-0.12,-0.14,-0.46,-0.33,0.27,-0.1,-0.12,0.23,-0.09,-0.29,-0.38,-0.1,0.01,2019Q1,,,,,,,,,,,,
9912,偉聯,11.65,-0.1,-0.85,-0.12,-0.01,-0.12,-0.08,-0.16,-0.07,-0.12,-0.06,-0.15,-0.2,-0.1,-0.11,-0.22,2019Q1,,,,,,,,,,,,
9914,美利達,132.5,-1,-0.75,8.21,5.62,7.74,9.52,11.5,9.67,9.79,8.67,5.73,5.32,11.3,11.4,2.32,2019Q1,,,,,,,,,,,,
9919,康那香,16,-0.05,-0.31,-0.89,-0.36,-1.01,-0.68,-0.9,-0.87,-1.1,-1.39,-1.49,-0.59,-0.66,-1.06,-0.57,2019Q1,,,,,,,,,,,,
9928,中視,15.6,-0.3,-1.89,-0.15,-0.21,-0.2,-0.22,0.12,-0.28,-0.23,-0.23,0.21,-0.02,-0.12,-0.29,-0.3,2019Q1,,,,,,,,,,,,
9929,秋雨,13.35,-1.15,-7.93,0,0,-0.01,-0.01,0.17,-0.09,-0.06,0.04,0.04,-0.1,-0.03,-0.06,0.04,2019Q1,,,,,,,,,,,,
9955,佳龍,26.5,+0.55,+2.12,-0.26,-0.18,-0.25,-0.33,-0.23,-0.29,-0.02,-0.23,-0.21,-0.34,-0.26,-0.13,-0.62,2019Q1,,,,,,,,,,,,
1235,興泰,100.5,-3.5,-3.37,-0.05,,,,,,,,,,,,,2016Q1,-0.07,-0.29,-0.01,-0.12,-0.08,0.13,-0.14,-0.04,-0.04,0.21,-0.07,-0.03
1236,宏亞,20.8,-0.5,-2.35,0.02,,,,,,,,,,,,,2016Q1,-0.46,0.05,0.46,-0.02,-0.4,0.12,0.31,0.34,-0.56,-0.2,0.49,0.07
1301,台塑,35.8,-0.75,-2.05,52.2,,,,,,,,,,,,,2016Q1,29.6,17.1,54.7,54.9,55.4,56,53.1,66.7,85.6,54,47,52.7
1304,台聚,10.15,-0.25,-2.4,7.01,,,,,,,,,,,,,2016Q1,9.89,6.29,8.71,11.8,5.57,8.17,8.21,9.12,9.02,3.32,-2.13,6.09
1305,華夏,11.25,-0.4,-3.43,4.16,,,,,,,,,,,,,2016Q1,5.01,3.8,7.09,5.79,3.12,3.03,4.57,6.56,5.23,2.73,1.2,1.84
1308,亞聚,13.2,+0.05,+0.38,0.93,,,,,,,,,,,,,2016Q1,1.52,0.95,2.06,1.75,1.1,0.9,0.96,0.27,0.09,-0.09,0.45,1.19
1309,台達化,11.5,-0.2,-1.71,1.09,,,,,,,,,,,,,2016Q1,0.34,-0.33,1.4,1.81,-1.03,3.11,2.87,1.94,2.51,0.34,-2.01,2.1
1310,台苯,8.96,-0.04,-0.44,3.69,,,,,,,,,,,,,2016Q1,3.04,4.03,5.6,4.89,1,4.35,2.59,4.25,4.94,5.49,0.67,3.47
1312,國喬,10.6,+0.1,+0.95,6.06,,,,,,,,,,,,,2016Q1,3.62,5.16,8.03,6.34,2.76,8.06,7.68,7.78,7.18,9.33,3.09,3.74
1313,聯成,8.19,-0.24,-2.85,3.35,,,,,,,,,,,,,2016Q1,1.39,1,9.21,4.38,1.36,7.32,6.89,4.84,4.29,2.62,-0.97,-2.16
1316,上曜,15.85,-0.6,-3.65,0.29,,,,,,,,,,,,,2016Q1,-0.31,-0.25,-0.37,-0.36,-0.39,0.21,4.15,1.38,0.71,-0.16,-0.54,-0.55
1325,恆大,24,-0.4,-1.64,0.17,,,,,,,,,,,,,2016Q1,0.36,0.21,0.28,0.23,0.11,0.12,0.2,0.14,0.1,0.11,0.14,0.1
1337,再生-KY,5.54,-0.12,-2.12,-1.06,,,,,,,,,,,,,2016Q1,2.12,1.88,1.37,0.47,0.89,0.82,-0.03,-1.42,-1.46,-1.56,-13.8,-2.03
1338,廣華-KY,24,-0.8,-3.23,1.99,,,,,,,,,,,,,2016Q1,1.88,2.15,2.56,2.29,2.2,2.3,2.42,2.04,1.83,1.45,1.65,1.07
1340,勝悅-KY,7.33,+0.02,+0.27,1.55,,,,,,,,,,,,,2016Q1,3,2.87,2.18,1.09,2.82,3.33,2.52,0.79,1.01,0.21,-0.74,-0.5
1413,宏洲,11.45,0,0,0.25,,,,,,,,,,,,,2016Q1,-0.13,-0.22,-0.16,-0.05,0.3,0.4,0.57,0.53,0.58,0.43,0.44,0.31
1417,嘉裕,7.76,-0.14,-1.77,-1.02,,,,,,,,,,,,,2016Q1,-0.85,-1.19,-0.63,-1.25,-1.1,-1.31,-1.42,-1.02,-0.94,-1.08,-0.83,-0.67
1432,大魯閣,16.15,-0.35,-2.12,-0.56,,,,,,,,,,,,,2016Q1,-0.93,-1.21,-0.21,-0.33,-0.56,-0.46,-0.42,-0.65,-0.67,-0.24,-0.73,-0.36
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,2016Q1,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
1435,中福,31.5,0,0,-0.01,,,,,,,,,,,,,2016Q1,-0.01,0,0,-0.01,-0.02,0,0.01,-0.01,-0.01,-0.04,-0.02,-0.04
1438,三地開發,39.5,+0.15,+0.38,-0.02,,,,,,,,,,,,,2016Q1,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
1440,南紡,11.85,-0.35,-2.87,0.86,,,,,,,,,,,,,2016Q1,0.29,1.08,0.42,1.22,1.11,-0.06,0.88,1.97,4.01,2.85,-2.01,-1.41
1445,大宇,14.2,-0.2,-1.39,-0.03,,,,,,,,,,,,,2016Q1,0.25,0.11,0.05,0.05,-0.03,-0.13,-0.15,-0.19,-0.07,-0.09,-0.13,-0.09
1460,宏遠,6.87,-0.1,-1.43,0.89,,,,,,,,,,,,,2016Q1,0.88,1.42,2,1.2,0.41,0.76,1.17,0.94,0.27,0.4,0.77,0.42
1512,瑞利,6.23,-0.27,-4.15,-0.46,,,,,,,,,,,,,2016Q1,-0.03,-0.35,0.64,-0.79,-1,-1.41,-0.85,-0.16,0.04,-0.47,-0.62,-0.51
1516,川飛,14.5,-0.1,-0.68,0.03,,,,,,,,,,,,,2016Q1,0.04,0,0.03,0.05,-0.01,0.02,0.03,0.03,0.06,0.06,0.02,0
1517,利奇,11.05,-0.35,-3.07,-0.08,,,,,,,,,,,,,2016Q1,0.35,0.28,0.06,0.13,0.13,0.11,-0.43,-0.48,-0.34,-0.08,-0.61,-0.03
1526,日馳,18.65,-0.3,-1.58,0.39,,,,,,,,,,,,,2016Q1,0.48,0.31,0.18,0.29,0.57,0.82,0.46,0.32,0.35,0.43,0.27,0.13
1528,恩德,12.2,-0.65,-5.06,0.22,,,,,,,,,,,,,2016Q1,0.28,0.43,0.53,0.02,0.17,0.73,0.21,0.14,0.43,0.4,-0.12,-0.56
1529,樂事綠能,21.85,-0.45,-2.02,0.06,,,,,,,,,,,,,2016Q1,-0.11,-0.04,-0.03,0,0.08,0.02,0.36,0.06,0.13,0.02,0.18,0
1533,車王電,29.85,+0.05,+0.17,0.63,,,,,,,,,,,,,2016Q1,0.6,0.59,0.59,0.53,0.82,0.86,0.84,0.82,-0.06,0.32,1.16,0.44
1538,正峰,26.55,+1.7,+6.84,-0.21,,,,,,,,,,,,,2016Q1,-0.25,-0.26,-0.17,-0.14,-0.16,-0.27,-0.1,-0.24,-0.23,-0.27,-0.19,-0.28
1587,吉茂,27.3,-1.2,-4.21,0.13,,,,,,,,,,,,,2016Q1,0.47,0.09,0.17,0.09,0.09,0.12,0.03,-0.16,0.06,0.19,0.38,0.06
1589,永冠-KY,27.95,-0.9,-3.12,0.64,,,,,,,,,,,,,2016Q1,3.72,1.8,2.02,1.07,1.56,0.9,-0.58,-0.77,-0.96,-0.43,-0.29,-0.38
1626,艾美特-KY,11.9,-0.3,-2.46,0.28,,,,,,,,,,,,,2016Q1,3.2,-0.51,0.08,0.39,1.73,-1.36,-1.22,-0.09,0.42,-1.04,1.4,0.4
1710,東聯,13.1,-0.3,-2.24,5.78,,,,,,,,,,,,,2016Q1,-2.17,-2.25,5.38,11.8,2.81,13.5,6.86,11.3,8.9,10,2.77,0.42
1721,三晃,11.4,-0.4,-3.39,0.25,,,,,,,,,,,,,2016Q1,0.51,0.46,0.97,0.49,-0.19,0.46,0.34,-0.21,-0.12,0.17,-0.2,0.32
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,2016Q1,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
1802,台玻,13.9,-0.4,-2.8,4.53,,,,,,,,,,,,,2016Q1,1.02,2.14,5.87,4.06,5.2,8.33,8.82,7.64,8.97,4.91,1.71,-4.34
1903,士紙,45.1,-0.95,-2.06,-0.45,,,,,,,,,,,,,2016Q1,-0.59,-0.56,-0.46,-0.44,-0.48,-0.24,-0.51,-0.33,-0.53,-0.56,-0.3,-0.36
1905,華紙,13.25,-0.4,-2.93,1.44,,,,,,,,,,,,,2016Q1,0.76,0.47,1.47,2.14,1.7,1.41,2.94,0.65,2.21,1.83,1.23,0.48
1909,榮成,9.17,-0.22,-2.34,9.03,,,,,,,,,,,,,2016Q1,7.72,5.77,10.5,15.8,8.39,14.2,14.7,5.95,11.5,4.71,4.45,4.69
2007,燁興,8.36,-0.23,-2.68,0.01,,,,,,,,,,,,,2016Q1,0.07,-0.43,-0.2,0.35,-0.43,-0.02,0.23,0.62,0.4,0.65,-0.28,-0.9
2014,中鴻,16.7,-0.65,-3.75,6.27,,,,,,,,,,,,,2016Q1,7.85,7.36,4.7,7.09,3.26,3.54,11.8,7.33,8.31,7.72,5.39,0.82
2022,聚亨,8.17,-0.14,-1.68,0.37,,,,,,,,,,,,,2016Q1,0.86,0.38,0.17,0.54,-0.51,0.44,1.23,0.23,0.51,0.59,-0.66,0.65
2023,燁輝,15.55,0,0,5.39,,,,,,,,,,,,,2016Q1,13.6,8.95,9.55,11.3,3.03,4.63,3.19,3.05,3.88,6.77,0.89,-4.19
2025,千興,13.45,-0.2,-1.47,0.09,,,,,,,,,,,,,2016Q1,0.15,0.17,0.68,0.55,-1.22,0.5,1.63,0.14,0.29,-0.52,-0.76,-0.58
2034,允強,20.3,-0.7,-3.33,2.73,,,,,,,,,,,,,2016Q1,2.43,2.61,2.58,3.44,2.36,2.72,2.39,2.58,3.98,3.45,1.3,2.86
2102,泰豐,17,-0.25,-1.45,-1.32,,,,,,,,,,,,,2016Q1,0.29,-1.1,-0.49,-0.78,-0.95,-0.96,-1.79,-1.83,-1.95,-2.93,-2.52,-0.78
2104,國際中橡,10.65,-0.25,-2.29,9.7,,,,,,,,,,,,,2016Q1,5.96,8.28,8.55,9.03,10.7,8.52,8.19,11.1,13.3,13,8.94,10.9
2208,台船,17.7,+0.15,+0.85,-9.59,,,,,,,,,,,,,2016Q1,-0.36,-10.2,-5.32,-18.1,-11.9,-21.6,-10.8,-11.7,-3.02,-11.3,-8.19,-2.79
2241,艾姆勒,24.3,+0.05,+0.21,0.15,,,,,,,,,,,,,2016Q1,,,,,,,,,0.15,,0.21,0.07
2254,巨鎧精密-創,68.5,-1.4,-2,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
2258,鴻華先進-創,41.4,+0.65,+1.6,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
2314,台揚,11.9,+1.05,+9.68,0.32,,,,,,,,,,,,,2016Q1,0.44,0.52,0.39,0.66,0.76,0.29,0.16,0,0.01,0.31,0.23,0.09
2321,東訊,13.95,+0.3,+2.2,-0.14,,,,,,,,,,,,,2016Q1,0.2,0.12,0.08,-0.15,-0.13,-0.2,-0.18,-0.42,-0.26,-0.2,-0.1,-0.42
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,2016Q1,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
2323,中環,7.83,-0.22,-2.73,-2.75,,,,,,,,,,,,,2016Q1,-2.21,-3.56,-8.34,-4.43,-2.95,-2.84,-3.07,-3.6,-2.29,-0.81,0.73,0.34
2331,精英,15.2,-0.75,-4.7,-2.03,,,,,,,,,,,,,2016Q1,-26.5,5.56,1.74,1.28,1.19,0.88,-3.37,-3,-1.11,1.1,-0.22,-1.81
2337,旺宏,19.2,-0.6,-3.03,10.7,,,,,,,,,,,,,2016Q1,-8.46,6.76,6.18,4.14,5.85,21,26.6,20,21.4,17.6,6.14,0.86
2338,光罩,30.85,-1.7,-5.22,0.12,,,,,,,,,,,,,2016Q1,-0.23,-0.5,-0.61,-0.06,0.32,0.17,-0.5,0.7,0.57,1,0.33,0.22
