股票代號,民國年,月份,民國年月,西元季,西元Q,日期,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,105,3,10503,2016Q1,2016Q1,,,,,,
1101,105,6,10506,2016Q2,2016Q2,,,,,,
1101,105,9,10509,2016Q3,2016Q3,,,,,,
1101,105,12,10512,2016Q4,2016Q4,,,,,,
1101,106,3,10603,2017Q1,2017Q1,,,,,,
1101,106,6,10606,2017Q2,2017Q2,106年06月30日,4.12,105,18.62,1.21,106/1
1101,106,9,10609,2017Q3,2017Q3,106年09月30日,4.29,105,17.51,1.18,106/2
1101,106,12,10612,2017Q4,2017Q4,106年12月29日,3.98,105,19.92,1.20,106/3
1101,107,3,10703,2018Q1,2018Q1,107年03月31日,3.97,105,20.42,1.14,106/4
1101,107,6,10706,2018Q2,2018Q2,107年06月29日,5.90,106,18.49,1.20,107/1
1101,107,9,10709,2018Q3,2018Q3,107年09月28日,6.08,106,11.91,1.15,107/2
1101,107,12,10712,2018Q3,2018Q3,,,,,,
1101,108,3,10803,2018Q3,2018Q3,,,,,,
1101,108,6,10806,2018Q3,2018Q3,,,,,,
1101,108,9,10809,2018Q3,2018Q3,,,,,,
1101,108,12,10812,2018Q3,2018Q3,,,,,,
1101,109,3,10903,2018Q3,2018Q3,,,,,,
1101,109,6,10906,2018Q3,2018Q3,,,,,,
1101,109,9,10909,2018Q3,2018Q3,,,,,,
1101,109,12,10912,2018Q3,2018Q3,,,,,,
1101,110,3,11003,2018Q3,2018Q3,,,,,,
1101,110,6,11006,2018Q3,2018Q3,,,,,,
1101,110,9,11009,2018Q3,2018Q3,,,,,,
1101,110,12,11012,2018Q3,2018Q3,,,,,,
1101,111,3,11103,2018Q3,2018Q3,,,,,,
1101,111,6,11106,2018Q3,2018Q3,,,,,,
1101,111,9,11109,2018Q3,2018Q3,,,,,,
1101,111,12,11112,2018Q3,2018Q3,,,,,,
1101,112,3,11203,2018Q3,2018Q3,,,,,,
1101,112,6,11206,2018Q3,2018Q3,,,,,,
1101,112,9,11209,2018Q3,2018Q3,,,,,,
1101,112,12,11212,2018Q3,2018Q3,,,,,,
1101,113,3,11303,2018Q3,2018Q3,,,,,,
1101,113,6,11306,2018Q3,2018Q3,,,,,,
1101,113,9,11309,2018Q3,2018Q3,,,,,,
1101,113,12,11312,2018Q3,2018Q3,,,,,,
1101,114,3,11403,2018Q3,2018Q3,,,,,,
1102,105,3,10503,2018Q3,2018Q3,,,,,,
1102,105,6,10506,2018Q3,2018Q3,,,,,,
1102,105,9,10509,2018Q3,2018Q3,,,,,,
1102,105,12,10512,2018Q3,2018Q3,,,,,,
1102,106,3,10603,2018Q3,2018Q3,,,,,,
1102,106,6,10606,2018Q3,2018Q3,,,,,,
1102,106,9,10609,2018Q3,2018Q3,,,,,,
1102,106,12,10612,2018Q3,2018Q3,,,,,,
1102,107,3,10703,2018Q3,2018Q3,,,,,,
1102,107,6,10706,2018Q3,2018Q3,,,,,,
1102,107,9,10709,2018Q3,2018Q3,,,,,,
1102,107,12,10712,2018Q3,2018Q3,,,,,,
1102,108,3,10803,2018Q3,2018Q3,,,,,,
1102,108,6,10806,2018Q3,2018Q3,,,,,,
1102,108,9,10809,2018Q3,2018Q3,,,,,,
1102,108,12,10812,2018Q3,2018Q3,,,,,,
1102,109,3,10903,2018Q3,2018Q3,,,,,,
1102,109,6,10906,2018Q3,2018Q3,,,,,,
1102,109,9,10909,2018Q3,2018Q3,,,,,,
1102,109,12,10912,2018Q3,2018Q3,,,,,,
1102,110,3,11003,2018Q3,2018Q3,,,,,,
1102,110,6,11006,2018Q3,2018Q3,,,,,,
1102,110,9,11009,2018Q3,2018Q3,,,,,,
1102,110,12,11012,2018Q3,2018Q3,,,,,,
1102,111,3,11103,2018Q3,2018Q3,,,,,,
1102,111,6,11106,2018Q3,2018Q3,,,,,,
1102,111,9,11109,2018Q3,2018Q3,,,,,,
1102,111,12,11112,2018Q3,2018Q3,,,,,,
1102,112,3,11203,2018Q3,2018Q3,,,,,,
1102,112,6,11206,2018Q3,2018Q3,,,,,,
1102,112,9,11209,2018Q3,2018Q3,,,,,,
1102,112,12,11212,2018Q3,2018Q3,,,,,,
1102,113,3,11303,2018Q3,2018Q3,,,,,,
1102,113,6,11306,2018Q3,2018Q3,,,,,,
1102,113,9,11309,2018Q3,2018Q3,,,,,,
1102,113,12,11312,2018Q3,2018Q3,,,,,,
1102,114,3,11403,2018Q3,2018Q3,,,,,,
1103,105,3,10503,2018Q3,2018Q3,,,,,,
1103,105,6,10506,2018Q3,2018Q3,,,,,,
1103,105,9,10509,2018Q3,2018Q3,,,,,,
1103,105,12,10512,2018Q3,2018Q3,,,,,,
1103,106,3,10603,2018Q3,2018Q3,,,,,,
1103,106,6,10606,2018Q3,2018Q3,,,,,,
1103,106,9,10609,2018Q3,2018Q3,,,,,,
1103,106,12,10612,2018Q3,2018Q3,,,,,,
1103,107,3,10703,2018Q3,2018Q3,,,,,,
1103,107,6,10706,2018Q3,2018Q3,,,,,,
1103,107,9,10709,2018Q3,2018Q3,,,,,,
1103,107,12,10712,2018Q3,2018Q3,,,,,,
1103,108,3,10803,2018Q3,2018Q3,,,,,,
1103,108,6,10806,2018Q3,2018Q3,,,,,,
1103,108,9,10809,2018Q3,2018Q3,,,,,,
1103,108,12,10812,2018Q3,2018Q3,,,,,,
1103,109,3,10903,2018Q3,2018Q3,,,,,,
1103,109,6,10906,2018Q3,2018Q3,,,,,,
1103,109,9,10909,2018Q3,2018Q3,,,,,,
1103,109,12,10912,2018Q3,2018Q3,,,,,,
1103,110,3,11003,2018Q3,2018Q3,,,,,,
1103,110,6,11006,2018Q3,2018Q3,,,,,,
1103,110,9,11009,2018Q3,2018Q3,,,,,,
1103,110,12,11012,2018Q3,2018Q3,,,,,,
1103,111,3,11103,2018Q3,2018Q3,,,,,,
1103,111,6,11106,2018Q3,2018Q3,,,,,,
1103,111,9,11109,2018Q3,2018Q3,,,,,,
1103,111,12,11112,2018Q3,2018Q3,,,,,,
1103,112,3,11203,2018Q3,2018Q3,,,,,,
1103,112,6,11206,2018Q3,2018Q3,,,,,,
1103,112,9,11209,2018Q3,2018Q3,,,,,,
1103,112,12,11212,2018Q3,2018Q3,,,,,,
1103,113,3,11303,2018Q3,2018Q3,,,,,,
1103,113,6,11306,2018Q3,2018Q3,,,,,,
1103,113,9,11309,2018Q3,2018Q3,,,,,,
1103,113,12,11312,2018Q3,2018Q3,,,,,,
1103,114,3,11403,2018Q3,2018Q3,,,,,,
1104,105,3,10503,2018Q3,2018Q3,,,,,,
1104,105,6,10506,2018Q3,2018Q3,,,,,,
1104,105,9,10509,2018Q3,2018Q3,,,,,,
1104,105,12,10512,2018Q3,2018Q3,,,,,,
1104,106,3,10603,2018Q3,2018Q3,,,,,,
1104,106,6,10606,2018Q3,2018Q3,,,,,,
1104,106,9,10609,2018Q3,2018Q3,,,,,,
1104,106,12,10612,2018Q3,2018Q3,,,,,,
1104,107,3,10703,2018Q3,2018Q3,,,,,,
1104,107,6,10706,2018Q3,2018Q3,,,,,,
1104,107,9,10709,2018Q3,2018Q3,,,,,,
1104,107,12,10712,2018Q3,2018Q3,,,,,,
1104,108,3,10803,2018Q3,2018Q3,,,,,,
1104,108,6,10806,2018Q3,2018Q3,,,,,,
1104,108,9,10809,2018Q3,2018Q3,,,,,,
1104,108,12,10812,2018Q3,2018Q3,,,,,,
1104,109,3,10903,2018Q3,2018Q3,,,,,,
1104,109,6,10906,2018Q3,2018Q3,,,,,,
1104,109,9,10909,2018Q3,2018Q3,,,,,,
1104,109,12,10912,2018Q3,2018Q3,,,,,,
1104,110,3,11003,2018Q3,2018Q3,,,,,,
1104,110,6,11006,2018Q3,2018Q3,,,,,,
1104,110,9,11009,2018Q3,2018Q3,,,,,,
1104,110,12,11012,2018Q3,2018Q3,,,,,,
1104,111,3,11103,2018Q3,2018Q3,,,,,,
1104,111,6,11106,2018Q3,2018Q3,,,,,,
1104,111,9,11109,2018Q3,2018Q3,,,,,,
1104,111,12,11112,2018Q3,2018Q3,,,,,,
1104,112,3,11203,2018Q3,2018Q3,,,,,,
1104,112,6,11206,2018Q3,2018Q3,,,,,,
1104,112,9,11209,2018Q3,2018Q3,,,,,,
1104,112,12,11212,2018Q3,2018Q3,,,,,,
1104,113,3,11303,2018Q3,2018Q3,,,,,,
1104,113,6,11306,2018Q3,2018Q3,,,,,,
1104,113,9,11309,2018Q3,2018Q3,,,,,,
1104,113,12,11312,2018Q3,2018Q3,,,,,,
1104,114,3,11403,2018Q3,2018Q3,,,,,,
1108,105,3,10503,2018Q3,2018Q3,,,,,,
1108,105,6,10506,2018Q3,2018Q3,,,,,,
1108,105,9,10509,2018Q3,2018Q3,,,,,,
1108,105,12,10512,2018Q3,2018Q3,,,,,,
1108,106,3,10603,2018Q3,2018Q3,,,,,,
1108,106,6,10606,2018Q3,2018Q3,,,,,,
1108,106,9,10609,2018Q3,2018Q3,,,,,,
1108,106,12,10612,2018Q3,2018Q3,,,,,,
1108,107,3,10703,2018Q3,2018Q3,,,,,,
1108,107,6,10706,2018Q3,2018Q3,,,,,,
1108,107,9,10709,2018Q3,2018Q3,,,,,,
1108,107,12,10712,2018Q3,2018Q3,,,,,,
1108,108,3,10803,2018Q3,2018Q3,,,,,,
1108,108,6,10806,2018Q3,2018Q3,,,,,,
1108,108,9,10809,2018Q3,2018Q3,,,,,,
1108,108,12,10812,2018Q3,2018Q3,,,,,,
1108,109,3,10903,2018Q3,2018Q3,,,,,,
1108,109,6,10906,2018Q3,2018Q3,,,,,,
1108,109,9,10909,2018Q3,2018Q3,,,,,,
1108,109,12,10912,2018Q3,2018Q3,,,,,,
1108,110,3,11003,2018Q3,2018Q3,,,,,,
1108,110,6,11006,2018Q3,2018Q3,,,,,,
1108,110,9,11009,2018Q3,2018Q3,,,,,,
1108,110,12,11012,2018Q3,2018Q3,,,,,,
1108,111,3,11103,2018Q3,2018Q3,,,,,,
1108,111,6,11106,2018Q3,2018Q3,,,,,,
1108,111,9,11109,2018Q3,2018Q3,,,,,,
1108,111,12,11112,2018Q3,2018Q3,,,,,,
1108,112,3,11203,2018Q3,2018Q3,,,,,,
1108,112,6,11206,2018Q3,2018Q3,,,,,,
1108,112,9,11209,2018Q3,2018Q3,,,,,,
1108,112,12,11212,2018Q3,2018Q3,,,,,,
1108,113,3,11303,2018Q3,2018Q3,,,,,,
1108,113,6,11306,2018Q3,2018Q3,,,,,,
1108,113,9,11309,2018Q3,2018Q3,,,,,,
1108,113,12,11312,2018Q3,2018Q3,,,,,,
1108,114,3,11403,2018Q3,2018Q3,,,,,,
1109,105,3,10503,2018Q3,2018Q3,,,,,,
1109,105,6,10506,2018Q3,2018Q3,,,,,,
1109,105,9,10509,2018Q3,2018Q3,,,,,,
1109,105,12,10512,2018Q3,2018Q3,,,,,,
1109,106,3,10603,2018Q3,2018Q3,,,,,,
1109,106,6,10606,2018Q3,2018Q3,,,,,,
1109,106,9,10609,2018Q3,2018Q3,,,,,,
1109,106,12,10612,2018Q3,2018Q3,,,,,,
1109,107,3,10703,2018Q3,2018Q3,,,,,,
1109,107,6,10706,2018Q3,2018Q3,,,,,,
1109,107,9,10709,2018Q3,2018Q3,,,,,,
1109,107,12,10712,2018Q3,2018Q3,,,,,,
1109,108,3,10803,2018Q3,2018Q3,,,,,,
1109,108,6,10806,2018Q3,2018Q3,,,,,,
1109,108,9,10809,2018Q3,2018Q3,,,,,,
1109,108,12,10812,2018Q3,2018Q3,,,,,,
1109,109,3,10903,2018Q3,2018Q3,,,,,,
1109,109,6,10906,2018Q3,2018Q3,,,,,,
1109,109,9,10909,2018Q3,2018Q3,,,,,,
1109,109,12,10912,2018Q3,2018Q3,,,,,,
1109,110,3,11003,2018Q3,2018Q3,,,,,,
1109,110,6,11006,2018Q3,2018Q3,,,,,,
1109,110,9,11009,2018Q3,2018Q3,,,,,,
1109,110,12,11012,2018Q3,2018Q3,,,,,,
1109,111,3,11103,2018Q3,2018Q3,,,,,,
1109,111,6,11106,2018Q3,2018Q3,,,,,,
1109,111,9,11109,2018Q3,2018Q3,,,,,,
1109,111,12,11112,2018Q3,2018Q3,,,,,,
1109,112,3,11203,2018Q3,2018Q3,,,,,,
1109,112,6,11206,2018Q3,2018Q3,,,,,,
1109,112,9,11209,2018Q3,2018Q3,,,,,,
1109,112,12,11212,2018Q3,2018Q3,,,,,,
1109,113,3,11303,2018Q3,2018Q3,,,,,,
1109,113,6,11306,2018Q3,2018Q3,,,,,,
1109,113,9,11309,2018Q3,2018Q3,,,,,,
1109,113,12,11312,2018Q3,2018Q3,,,,,,
1109,114,3,11403,2018Q3,2018Q3,,,,,,
1110,105,3,10503,2018Q3,2018Q3,,,,,,
1110,105,6,10506,2018Q3,2018Q3,,,,,,
1110,105,9,10509,2018Q3,2018Q3,,,,,,
1110,105,12,10512,2018Q3,2018Q3,,,,,,
1110,106,3,10603,2018Q3,2018Q3,,,,,,
1110,106,6,10606,2018Q3,2018Q3,,,,,,
1110,106,9,10609,2018Q3,2018Q3,,,,,,
1110,106,12,10612,2018Q3,2018Q3,,,,,,
1110,107,3,10703,2018Q3,2018Q3,,,,,,
1110,107,6,10706,2018Q3,2018Q3,,,,,,
1110,107,9,10709,2018Q3,2018Q3,,,,,,
1110,107,12,10712,2018Q3,2018Q3,,,,,,
1110,108,3,10803,2018Q3,2018Q3,,,,,,
1110,108,6,10806,2018Q3,2018Q3,,,,,,
1110,108,9,10809,2018Q3,2018Q3,,,,,,
1110,108,12,10812,2018Q3,2018Q3,,,,,,
1110,109,3,10903,2018Q3,2018Q3,,,,,,
1110,109,6,10906,2018Q3,2018Q3,,,,,,
1110,109,9,10909,2018Q3,2018Q3,,,,,,
1110,109,12,10912,2018Q3,2018Q3,,,,,,
1110,110,3,11003,2018Q3,2018Q3,,,,,,
1110,110,6,11006,2018Q3,2018Q3,,,,,,
1110,110,9,11009,2018Q3,2018Q3,,,,,,
1110,110,12,11012,2018Q3,2018Q3,,,,,,
1110,111,3,11103,2018Q3,2018Q3,,,,,,
1110,111,6,11106,2018Q3,2018Q3,,,,,,
1110,111,9,11109,2018Q3,2018Q3,,,,,,
1110,111,12,11112,2018Q3,2018Q3,,,,,,
1110,112,3,11203,2018Q3,2018Q3,,,,,,
1110,112,6,11206,2018Q3,2018Q3,,,,,,
1110,112,9,11209,2018Q3,2018Q3,,,,,,
1110,112,12,11212,2018Q3,2018Q3,,,,,,
1110,113,3,11303,2018Q3,2018Q3,,,,,,
1110,113,6,11306,2018Q3,2018Q3,,,,,,
1110,113,9,11309,2018Q3,2018Q3,,,,,,
1110,113,12,11312,2018Q3,2018Q3,,,,,,
1110,114,3,11403,2018Q3,2018Q3,,,,,,
1201,105,3,10503,2018Q3,2018Q3,,,,,,
1201,105,6,10506,2018Q3,2018Q3,,,,,,
1201,105,9,10509,2018Q3,2018Q3,,,,,,
1201,105,12,10512,2018Q3,2018Q3,,,,,,
1201,106,3,10603,2018Q3,2018Q3,,,,,,
1201,106,6,10606,2018Q3,2018Q3,,,,,,
1201,106,9,10609,2018Q3,2018Q3,,,,,,
1201,106,12,10612,2018Q3,2018Q3,,,,,,
1201,107,3,10703,2018Q3,2018Q3,,,,,,
1201,107,6,10706,2018Q3,2018Q3,,,,,,
1201,107,9,10709,2018Q3,2018Q3,,,,,,
1201,107,12,10712,2018Q3,2018Q3,,,,,,
1201,108,3,10803,2018Q3,2018Q3,,,,,,
1201,108,6,10806,2018Q3,2018Q3,,,,,,
1201,108,9,10809,2018Q3,2018Q3,,,,,,
1201,108,12,10812,2018Q3,2018Q3,,,,,,
1201,109,3,10903,2018Q3,2018Q3,,,,,,
1201,109,6,10906,2018Q3,2018Q3,,,,,,
1201,109,9,10909,2018Q3,2018Q3,,,,,,
1201,109,12,10912,2018Q3,2018Q3,,,,,,
1201,110,3,11003,2018Q3,2018Q3,,,,,,
1201,110,6,11006,2018Q3,2018Q3,,,,,,
1201,110,9,11009,2018Q3,2018Q3,,,,,,
1201,110,12,11012,2018Q3,2018Q3,,,,,,
1201,111,3,11103,2018Q3,2018Q3,,,,,,
1201,111,6,11106,2018Q3,2018Q3,,,,,,
1201,111,9,11109,2018Q3,2018Q3,,,,,,
1201,111,12,11112,2018Q3,2018Q3,,,,,,
1201,112,3,11203,2018Q3,2018Q3,,,,,,
1201,112,6,11206,2018Q3,2018Q3,,,,,,
1201,112,9,11209,2018Q3,2018Q3,,,,,,
1201,112,12,11212,2018Q3,2018Q3,,,,,,
1201,113,3,11303,2018Q3,2018Q3,,,,,,
1201,113,6,11306,2018Q3,2018Q3,,,,,,
1201,113,9,11309,2018Q3,2018Q3,,,,,,
1201,113,12,11312,2018Q3,2018Q3,,,,,,
1201,114,3,11403,2018Q3,2018Q3,,,,,,
1203,105,3,10503,2018Q3,2018Q3,,,,,,
1203,105,6,10506,2018Q3,2018Q3,,,,,,
1203,105,9,10509,2018Q3,2018Q3,,,,,,
1203,105,12,10512,2018Q3,2018Q3,,,,,,
1203,106,3,10603,2018Q3,2018Q3,,,,,,
1203,106,6,10606,2018Q3,2018Q3,,,,,,
1203,106,9,10609,2018Q3,2018Q3,,,,,,
1203,106,12,10612,2018Q3,2018Q3,,,,,,
1203,107,3,10703,2018Q3,2018Q3,,,,,,
1203,107,6,10706,2018Q3,2018Q3,,,,,,
1203,107,9,10709,2018Q3,2018Q3,,,,,,
1203,107,12,10712,2018Q3,2018Q3,,,,,,
1203,108,3,10803,2018Q3,2018Q3,,,,,,
1203,108,6,10806,2018Q3,2018Q3,,,,,,
1203,108,9,10809,2018Q3,2018Q3,,,,,,
1203,108,12,10812,2018Q3,2018Q3,,,,,,
1203,109,3,10903,2018Q3,2018Q3,,,,,,
1203,109,6,10906,2018Q3,2018Q3,,,,,,
1203,109,9,10909,2018Q3,2018Q3,,,,,,
1203,109,12,10912,2018Q3,2018Q3,,,,,,
1203,110,3,11003,2018Q3,2018Q3,,,,,,
1203,110,6,11006,2018Q3,2018Q3,,,,,,
1203,110,9,11009,2018Q3,2018Q3,,,,,,
1203,110,12,11012,2018Q3,2018Q3,,,,,,
1203,111,3,11103,2018Q3,2018Q3,,,,,,
1203,111,6,11106,2018Q3,2018Q3,,,,,,
1203,111,9,11109,2018Q3,2018Q3,,,,,,
1203,111,12,11112,2018Q3,2018Q3,,,,,,
1203,112,3,11203,2018Q3,2018Q3,,,,,,
1203,112,6,11206,2018Q3,2018Q3,,,,,,
1203,112,9,11209,2018Q3,2018Q3,,,,,,
1203,112,12,11212,2018Q3,2018Q3,,,,,,
1203,113,3,11303,2018Q3,2018Q3,,,,,,
1203,113,6,11306,2018Q3,2018Q3,,,,,,
1203,113,9,11309,2018Q3,2018Q3,,,,,,
1203,113,12,11312,2018Q3,2018Q3,,,,,,
1203,114,3,11403,2018Q3,2018Q3,,,,,,
1210,105,3,10503,2018Q3,2018Q3,,,,,,
1210,105,6,10506,2018Q3,2018Q3,,,,,,
1210,105,9,10509,2018Q3,2018Q3,,,,,,
1210,105,12,10512,2018Q3,2018Q3,,,,,,
1210,106,3,10603,2018Q3,2018Q3,,,,,,
1210,106,6,10606,2018Q3,2018Q3,,,,,,
1210,106,9,10609,2018Q3,2018Q3,,,,,,
1210,106,12,10612,2018Q3,2018Q3,,,,,,
1210,107,3,10703,2018Q3,2018Q3,,,,,,
1210,107,6,10706,2018Q3,2018Q3,,,,,,
1210,107,9,10709,2018Q3,2018Q3,,,,,,
1210,107,12,10712,2018Q3,2018Q3,,,,,,
1210,108,3,10803,2018Q3,2018Q3,,,,,,
1210,108,6,10806,2018Q3,2018Q3,,,,,,
1210,108,9,10809,2018Q3,2018Q3,,,,,,
1210,108,12,10812,2018Q3,2018Q3,,,,,,
1210,109,3,10903,2018Q3,2018Q3,,,,,,
1210,109,6,10906,2018Q3,2018Q3,,,,,,
1210,109,9,10909,2018Q3,2018Q3,,,,,,
1210,109,12,10912,2018Q3,2018Q3,,,,,,
1210,110,3,11003,2018Q3,2018Q3,,,,,,
1210,110,6,11006,2018Q3,2018Q3,,,,,,
1210,110,9,11009,2018Q3,2018Q3,,,,,,
1210,110,12,11012,2018Q3,2018Q3,,,,,,
1210,111,3,11103,2018Q3,2018Q3,,,,,,
1210,111,6,11106,2018Q3,2018Q3,,,,,,
1210,111,9,11109,2018Q3,2018Q3,,,,,,
1210,111,12,11112,2018Q3,2018Q3,,,,,,
1210,112,3,11203,2018Q3,2018Q3,,,,,,
1210,112,6,11206,2018Q3,2018Q3,,,,,,
1210,112,9,11209,2018Q3,2018Q3,,,,,,
1210,112,12,11212,2018Q3,2018Q3,,,,,,
1210,113,3,11303,2018Q3,2018Q3,,,,,,
1210,113,6,11306,2018Q3,2018Q3,,,,,,
1210,113,9,11309,2018Q3,2018Q3,,,,,,
1210,113,12,11312,2018Q3,2018Q3,,,,,,
1210,114,3,11403,2018Q3,2018Q3,,,,,,
1213,105,3,10503,2018Q3,2018Q3,,,,,,
1213,105,6,10506,2018Q3,2018Q3,,,,,,
1213,105,9,10509,2018Q3,2018Q3,,,,,,
1213,105,12,10512,2018Q3,2018Q3,,,,,,
1213,106,3,10603,2018Q3,2018Q3,,,,,,
1213,106,6,10606,2018Q3,2018Q3,,,,,,
1213,106,9,10609,2018Q3,2018Q3,,,,,,
1213,106,12,10612,2018Q3,2018Q3,,,,,,
1213,107,3,10703,2018Q3,2018Q3,,,,,,
1213,107,6,10706,2018Q3,2018Q3,,,,,,
1213,107,9,10709,2018Q3,2018Q3,,,,,,
1213,107,12,10712,2018Q3,2018Q3,,,,,,
1213,108,3,10803,2018Q3,2018Q3,,,,,,
1213,108,6,10806,2018Q3,2018Q3,,,,,,
1213,108,9,10809,2018Q3,2018Q3,,,,,,
1213,108,12,10812,2018Q3,2018Q3,,,,,,
1213,109,3,10903,2018Q3,2018Q3,,,,,,
1213,109,6,10906,2018Q3,2018Q3,,,,,,
1213,109,9,10909,2018Q3,2018Q3,,,,,,
1213,109,12,10912,2018Q3,2018Q3,,,,,,
1213,110,3,11003,2018Q3,2018Q3,,,,,,
1213,110,6,11006,2018Q3,2018Q3,,,,,,
1213,110,9,11009,2018Q3,2018Q3,,,,,,
1213,110,12,11012,2018Q3,2018Q3,,,,,,
1213,111,3,11103,2018Q3,2018Q3,,,,,,
1213,111,6,11106,2018Q3,2018Q3,,,,,,
1213,111,9,11109,2018Q3,2018Q3,,,,,,
1213,111,12,11112,2018Q3,2018Q3,,,,,,
1213,112,3,11203,2018Q3,2018Q3,,,,,,
1213,112,6,11206,2018Q3,2018Q3,,,,,,
1213,112,9,11209,2018Q3,2018Q3,,,,,,
1213,112,12,11212,2018Q3,2018Q3,,,,,,
1213,113,3,11303,2018Q3,2018Q3,,,,,,
1213,113,6,11306,2018Q3,2018Q3,,,,,,
1213,113,9,11309,2018Q3,2018Q3,,,,,,
1213,113,12,11312,2018Q3,2018Q3,,,,,,
1213,114,3,11403,2018Q3,2018Q3,,,,,,
1215,105,3,10503,2018Q3,2018Q3,,,,,,
1215,105,6,10506,2018Q3,2018Q3,,,,,,
1215,105,9,10509,2018Q3,2018Q3,,,,,,
1215,105,12,10512,2018Q3,2018Q3,,,,,,
1215,106,3,10603,2018Q3,2018Q3,,,,,,
1215,106,6,10606,2018Q3,2018Q3,,,,,,
1215,106,9,10609,2018Q3,2018Q3,,,,,,
1215,106,12,10612,2018Q3,2018Q3,,,,,,
1215,107,3,10703,2018Q3,2018Q3,,,,,,
1215,107,6,10706,2018Q3,2018Q3,,,,,,
1215,107,9,10709,2018Q3,2018Q3,,,,,,
1215,107,12,10712,2018Q3,2018Q3,,,,,,
1215,108,3,10803,2018Q3,2018Q3,,,,,,
1215,108,6,10806,2018Q3,2018Q3,,,,,,
1215,108,9,10809,2018Q3,2018Q3,,,,,,
1215,108,12,10812,2018Q3,2018Q3,,,,,,
1215,109,3,10903,2018Q3,2018Q3,,,,,,
1215,109,6,10906,2018Q3,2018Q3,,,,,,
1215,109,9,10909,2018Q3,2018Q3,,,,,,
1215,109,12,10912,2018Q3,2018Q3,,,,,,
1215,110,3,11003,2018Q3,2018Q3,,,,,,
1215,110,6,11006,2018Q3,2018Q3,,,,,,
1215,110,9,11009,2018Q3,2018Q3,,,,,,
1215,110,12,11012,2018Q3,2018Q3,,,,,,
1215,111,3,11103,2018Q3,2018Q3,,,,,,
1215,111,6,11106,2018Q3,2018Q3,,,,,,
1215,111,9,11109,2018Q3,2018Q3,,,,,,
1215,111,12,11112,2018Q3,2018Q3,,,,,,
1215,112,3,11203,2018Q3,2018Q3,,,,,,
1215,112,6,11206,2018Q3,2018Q3,,,,,,
1215,112,9,11209,2018Q3,2018Q3,,,,,,
1215,112,12,11212,2018Q3,2018Q3,,,,,,
1215,113,3,11303,2018Q3,2018Q3,,,,,,
1215,113,6,11306,2018Q3,2018Q3,,,,,,
1215,113,9,11309,2018Q3,2018Q3,,,,,,
1215,113,12,11312,2018Q3,2018Q3,,,,,,
1215,114,3,11403,2018Q3,2018Q3,,,,,,
1216,105,3,10503,2018Q3,2018Q3,,,,,,
1216,105,6,10506,2018Q3,2018Q3,,,,,,
1216,105,9,10509,2018Q3,2018Q3,,,,,,
1216,105,12,10512,2018Q3,2018Q3,,,,,,
1216,106,3,10603,2018Q3,2018Q3,,,,,,
1216,106,6,10606,2018Q3,2018Q3,,,,,,
1216,106,9,10609,2018Q3,2018Q3,,,,,,
1216,106,12,10612,2018Q3,2018Q3,,,,,,
1216,107,3,10703,2018Q3,2018Q3,,,,,,
1216,107,6,10706,2018Q3,2018Q3,,,,,,
1216,107,9,10709,2018Q3,2018Q3,,,,,,
1216,107,12,10712,2018Q3,2018Q3,,,,,,
1216,108,3,10803,2018Q3,2018Q3,,,,,,
1216,108,6,10806,2018Q3,2018Q3,,,,,,
1216,108,9,10809,2018Q3,2018Q3,,,,,,
1216,108,12,10812,2018Q3,2018Q3,,,,,,
1216,109,3,10903,2018Q3,2018Q3,,,,,,
1216,109,6,10906,2018Q3,2018Q3,,,,,,
1216,109,9,10909,2018Q3,2018Q3,,,,,,
1216,109,12,10912,2018Q3,2018Q3,,,,,,
1216,110,3,11003,2018Q3,2018Q3,,,,,,
1216,110,6,11006,2018Q3,2018Q3,,,,,,
1216,110,9,11009,2018Q3,2018Q3,,,,,,
1216,110,12,11012,2018Q3,2018Q3,,,,,,
