季度,代碼,名稱,營業收入,營業損益,業外收入,稅前損益,稅後損益,每股EPS
2017Q4,3324,雙鴻,"6,948,790","362,619",677,"363,296","294,720",3.66
2017Q4,3325,旭品,"1,214,360","-61,130","-28,550","-89,680","-79,012",-1.06
2017Q4,3332,幸康,"1,166,770","175,039","33,916","208,955","185,240",3.85
2017Q4,3339,泰谷,"776,780","-41,414","-25,675","-67,089","-66,659",-0.69
2017Q4,3354,律勝,"561,440","60,617","-24,013","36,604","30,945",0.45
2017Q4,3360,尚立,"9,015,930","30,433","-65,992","-35,559","-27,371",-0.38
2017Q4,3362,先進光,"1,745,280","228,415","-61,669","166,746","134,849",1.47
2017Q4,3363,上詮,"1,473,980","112,611","-15,921","96,690","58,308",0.81
2017Q4,3372,典範,"1,409,150","-820,337","-37,593","-857,930","-857,930",-2.12
2017Q4,3373,熱映,"771,260","32,810","-14,144","18,666","13,285",0.31
2017Q4,3374,精材,"4,078,480","-719,390","-41,464","-760,854","-733,280",-2.71
2017Q4,3379,彬台,"621,020","-23,099","21,181","-1,918","-15,040",-0.40
2017Q4,3388,崇越電,"7,672,340","496,995","-20,582","476,413","370,627",5.65
2017Q4,3390,旭軟,"1,005,210","65,968","-56,963","9,005","3,894",0.06
2017Q4,3402,漢科,"3,403,620","261,288","-21,294","239,994","202,620",2.77
2017Q4,3426,台興,"797,380","148,853","1,584","150,437","104,312",4.74
2017Q4,3428,光燿科,"1,720,920","270,295","47,635","317,930","245,312",2.55
2017Q4,3431,長天,"191,060","-112,357","99,587","-12,770","-12,770",-0.36
2017Q4,3434,哲固,"679,340","12,606","-11,498","1,108","1,007",0.04
2017Q4,3438,類比科,"1,297,160","-34,386","-19,825","-54,211","-45,682",-0.68
2017Q4,3441,聯一光,"592,720","10,081","-3,540","6,541",-861,-0.04
2017Q4,3444,利機,"902,370","53,655","2,764","56,419","47,795",1.22
2017Q4,3452,益通,"4,178,480","-870,313","-1,698,152","-2,568,465","-2,618,716",-3.59
2017Q4,3455,由田,"2,806,380","322,167","-111,120","211,047","169,217",2.75
2017Q4,3465,進泰電子,"52,940","-31,183","-1,043","-32,226","-32,094",-2.44
2017Q4,3466,致振,"2,059,530","-146,985","-26,911","-173,896","-171,989",-2.82
2017Q4,3479,安勤,"4,852,660","369,474","6,630","376,104","255,750",3.33
2017Q4,3483,力致,"3,901,460","81,792","-71,668","10,124","6,019",0.11
2017Q4,3484,崧騰,"3,761,150","216,464","-9,970","206,494","171,125",2.54
2017Q4,3489,森寶,"460,460","30,438","-30,444",-6,"-7,203",-0.09
2017Q4,3490,單井,"417,350","-47,327","10,107","-37,220","-38,656",-0.50
2017Q4,3491,昇達科,"1,482,510","267,369","-10,440","256,929","205,238",3.61
2017Q4,3492,長盛,"1,000,350","111,603","-24,186","87,417","73,804",2.08
2017Q4,3498,陽程,"1,920,560","209,663","-30,531","179,132","72,462",0.80
2017Q4,3499,環天科,"596,170","28,342","-15,891","12,451","8,102",0.15
2017Q4,3508,位速,"1,298,830","35,744","6,586","42,330","41,549",0.55
2017Q4,3511,矽瑪,"937,180","-57,566","-72,528","-130,094","-133,315",-2.52
2017Q4,3512,皇龍,"1,394,700","-6,151","-22,439","-28,590","-28,590",-0.48
2017Q4,3516,亞帝歐,"739,250","-28,507","40,982","12,475","12,414",0.24
2017Q4,3520,振維,"883,570","-91,489","-7,206","-98,695","-103,324",-1.68
2017Q4,3521,鴻翊,"471,810","-59,707","-6,292","-65,999","-65,999",-1.41
2017Q4,3522,御頂,"1,461,680","-129,068","9,863","-119,205","-99,537",-1.38
2017Q4,3523,迎輝,"203,980","-172,042","385,728","213,686","213,686",1.40
2017Q4,3526,凡甲,"1,889,700","382,263","-44,692","337,571","201,544",3.06
2017Q4,3527,聚積,"2,715,660","130,643","21,280","151,923","123,087",4.07
2017Q4,3529,力旺,"1,375,760","602,818","76,982","679,800","598,709",7.90
2017Q4,3531,先益,"1,949,940","177,311","18,948","196,259","162,121",2.76
2017Q4,3537,堡達,"2,859,750","161,773","-36,806","124,967","102,162",2.10
2017Q4,3540,曜越,"3,482,150","136,521","-5,969","130,552","120,064",1.80
2017Q4,3541,西柏,"2,186,330","343,929","-22,738","321,191","273,878",5.55
2017Q4,3546,宇峻,"989,080","199,471","1,828","201,299","170,484",4.61
2017Q4,3548,兆利,"5,472,830","534,816","-67,642","467,174","333,538",5.83
2017Q4,3551,世禾,"1,519,890","168,904","-1,971","166,933","136,289",2.39
2017Q4,3552,同致,"7,808,290","531,043","-58,305","472,738","429,834",5.04
2017Q4,3555,重鵬,"250,210","-29,282","115,180","85,898","79,961",2.25
2017Q4,3556,禾瑞亞,"1,147,810","247,125","-3,531","243,594","210,946",3.51
2017Q4,3558,神準,"8,461,980","521,120","55,092","576,212","488,765",9.54
2017Q4,3562,頂晶科,"339,510","-73,467","-24,866","-98,333","-98,333",-2.08
2017Q4,3564,其陽,"1,004,550","-61,966","-25,353","-87,319","-82,275",-3.65
2017Q4,3567,逸昌,"418,590","117,278","1,992","119,270","97,766",2.76
2017Q4,3570,大塚,"676,320","30,047","2,936","32,983","25,753",1.51
2017Q4,3577,泓格,"748,950","100,791","5,739","106,530","89,090",1.85
2017Q4,3580,友威科,"1,155,850","242,913","-11,601","231,312","184,024",5.29
2017Q4,3581,博磊,"1,222,020","99,168",-464,"98,704","94,262",1.50
2017Q4,3587,閎康,"1,703,720","275,087","-11,958","263,129","214,807",4.04
2017Q4,3594,磐儀,"1,531,950","-106,069","233,471","127,402","140,785",2.50
2017Q4,3597,映興,"651,890","33,193","-15,415","17,778","1,441",0.05
2017Q4,3609,東林,"698,300","21,274",-684,"20,590","14,807",0.49
2017Q4,3611,鼎翰,"3,705,900","770,558","2,162","772,720","617,759",16.02
2017Q4,3615,安可,"984,990","-5,206","65,568","60,362","55,512",0.80
2017Q4,3623,富晶通,"889,440","138,992","-12,719","126,273","103,995",3.09
2017Q4,3624,光頡,"1,848,070","154,851","-54,281","100,570","88,172",0.74
2017Q4,3625,西勝,"1,942,940","137,857","-16,631","121,226","119,978",1.99
2017Q4,3628,盈正,"2,394,840","96,738",-65,"96,673","80,539",1.77
2017Q4,3629,地心引力,"61,290","-72,497","3,441","-69,056","-69,056",-5.24
2017Q4,3630,新鉅科,"876,630","-603,035","93,207","-509,828","-525,017",-4.36
2017Q4,3631,晟楠,"1,150,500","-25,504","6,068","-19,436","-16,258",-0.20
2017Q4,3632,研勤,"749,850","-70,749","9,967","-60,782","-47,285",-1.22
2017Q4,3642,駿熠電,"276,250","-112,654","-2,819","-115,473","-107,658",-3.72
2017Q4,3646,艾恩特,"496,840","52,160","-18,583","33,577","29,784",0.76
2017Q4,3652,精聯,"2,383,980","53,989","4,880","58,869","42,208",0.87
2017Q4,3662,樂陞,"2,268,320","-276,564","100,220","-176,344","-235,261",-0.86
2017Q4,3663,鑫科,"2,621,040","23,084","11,824","34,908","25,989",0.37
2017Q4,3664,安瑞-KY,"598,670","9,114","3,513","12,627","9,369",-1.30
2017Q4,3666,光耀,"1,344,230","75,265","-3,538","71,727","65,944",1.37
2017Q4,3672,康聯訊,"656,820","51,549","-4,442","47,107","30,926",0.69
2017Q4,3675,德微,"1,372,080","163,341","-2,860","160,481","133,344",3.00
2017Q4,3680,家登,"1,758,820","-168,200","170,392","2,192","21,162",0.25
2017Q4,3684,榮昌,"625,180","111,055","-14,051","97,004","78,482",3.23
2017Q4,3685,元創精密,"289,270","2,646","30,687","33,333","28,634",0.35
2017Q4,3687,歐買尬,"872,740","-222,996","6,175","-216,821","-216,051",-4.38
2017Q4,3689,湧德,"4,289,020","231,018","25,360","256,378","223,873",3.49
2017Q4,3691,碩禾,"9,676,040","-11,987","-153,300","-165,287","-232,776",-3.45
2017Q4,3693,營邦,"2,618,350","-77,277","-96,927","-174,204","-141,920",-3.69
2017Q4,3707,漢磊,"5,273,620","35,729","-48,007","-12,278","-45,348",-0.59
2017Q4,3709,鑫聯大投控,"3,461,060","43,744","-1,784","41,960","28,075",0.32
2017Q4,3710,連展投控,"56,860","-7,482","3,423","-4,059","-7,435",-0.03
2017Q4,4102,永日,"314,370","-20,701","-4,414","-25,115","-24,965",-0.59
2017Q4,4103,百略,"5,614,680","802,931","-82,809","720,122","554,222",5.04
2017Q4,4105,東洋,"4,078,760","1,256,990","338,077","1,595,067","1,368,314",5.41
2017Q4,4107,邦特,"1,420,220","428,171","-35,101","393,070","303,939",4.39
2017Q4,4109,加捷生醫,"521,750","-59,241","-182,709","-241,950","-244,768",-2.86
2017Q4,4111,濟生,"1,044,540","103,324","1,675","104,999","81,739",1.43
2017Q4,4113,聯上,"880,080","125,157","-37,866","87,291","85,448",0.42
2017Q4,4114,健喬,"1,860,940","-115,859","-16,849","-132,708","-135,120",0.03
2017Q4,4116,明基醫,"1,037,280","69,159","-4,059","65,100","49,688",1.05
2017Q4,4120,友華,"5,226,300","435,420","97,344","532,764","338,707",5.29
2017Q4,4121,優盛,"3,153,340","15,233","22,114","37,347","20,589",0.38
2017Q4,4123,晟德,"19,391,810","888,037","534,446","1,422,483","818,766",0.79
2017Q4,4126,太醫,"1,734,970","306,244",167,"306,411","237,091",3.59
2017Q4,4127,天良,"515,460","-195,486","-1,903","-197,389","-203,497",-4.45
2017Q4,4128,中天,"1,412,790","-245,568","737,256","491,688","481,886",1.28
2017Q4,4129,聯合,"1,972,590","161,936","3,726","165,662","110,939",1.78
2017Q4,4130,健亞,"408,270",726,"159,070","159,796","148,969",1.49
2017Q4,4131,晶宇,"12,240","-21,275",-90,"-21,365","-21,365",-0.56
2017Q4,4138,曜亞,"1,156,620","194,093","-18,487","175,606","143,318",3.77
2017Q4,4139,馬光-KY,"942,570","38,050","14,950","53,000","48,314",1.10
2017Q4,4147,中裕,"8,440","-545,216","20,662","-524,554","-524,554",-2.10
2017Q4,4152,台微體,"49,640","-898,486","25,475","-873,011","-873,962",-15.75
2017Q4,4153,鈺緯,"857,000","-43,403","-240,652","-284,055","-267,147",-5.43
2017Q4,4154,康樂-KY,"451,220","-45,074","7,600","-37,474","-38,355",-1.96
2017Q4,4157,太景*-KY,"553,210","260,425","485,953","746,378","746,378",1.04
2017Q4,4160,創源,"365,620","9,755","1,581","11,336","9,955",0.45
2017Q4,4161,聿新科,"476,400","4,953","-45,086","-40,133","-36,714",-0.68
2017Q4,4162,智擎,"853,680","612,971","-115,984","496,987","387,063",2.63
2017Q4,4163,鐿鈦,"1,813,750","257,136","-61,375","195,761","151,613",3.77
2017Q4,4167,展旺,"1,618,120","105,990","-83,717","22,273","22,273",0.09
2017Q4,4168,醣聯,630,"-160,823","16,696","-144,127","-144,588",-1.91
2017Q4,4171,瑞基,"155,410","-21,419","-23,934","-45,353","-48,125",-1.40
2017Q4,4173,久裕,"1,204,480","2,739","-5,530","-2,791","5,187",0.12
2017Q4,4174,浩鼎,380,"-1,189,642","-187,815","-1,377,457","-1,379,436",-8.06
2017Q4,4175,杏一,"4,324,410","113,656","-1,572","112,084","88,795",3.29
2017Q4,4180,安成藥,"806,540","-501,382","252,278","-249,104","-289,558",-2.03
2017Q4,4183,福永生技,"419,850","17,401","-12,094","5,307","2,724",0.12
2017Q4,4188,安克,"21,190","-64,025","5,383","-58,642","-58,642",-1.11
2017Q4,4192,杏國,"8,140","-260,004","2,011","-257,993","-257,993",-3.69
2017Q4,4198,環瑞醫,"463,700","-411,294","-3,583","-414,877","-415,122",-2.93
2017Q4,4205,中華食,"1,413,180","300,445","17,158","317,603","264,974",3.28
2017Q4,4207,環泰,"3,359,820","397,846","-62,882","334,964","261,728",1.23
2017Q4,4303,信立,"417,720","-58,197","1,521,521","1,463,324","1,223,624",20.64
2017Q4,4304,勝昱,"531,980","-68,768","-19,474","-88,242","-89,000",-1.73
2017Q4,4305,世坤,"1,186,970","192,593","-25,822","166,771","137,177",2.49
2017Q4,4401,東隆興,"4,554,390","660,414","-15,363","645,051","520,417",4.24
2017Q4,4402,福大,"305,320","-94,741","46,979","-47,762","-47,762",-1.04
2017Q4,4406,新昕纖,"707,380","-5,059","1,329","-3,730","-1,779",-0.03
2017Q4,4413,飛寶企業,"462,350","20,197",750,"20,947","20,947",0.95
2017Q4,4415,台原藥,"15,960","-31,635","-11,522","-43,157","-43,157",-0.89
2017Q4,4416,三圓,"57,010","-23,212","-72,878","-96,090","-78,858",-1.58
2017Q4,4417,金洲,"2,865,450","431,797","-72,675","359,122","275,837",2.82
2017Q4,4419,元勝,"10,540","-32,555","82,325","49,770","47,564",1.59
2017Q4,4420,光明,"1,106,280","53,943","17,211","71,154","59,543",1.47
2017Q4,4429,聚紡,"779,650","-72,179","7,155","-65,024","-64,979",-1.89
2017Q4,4430,耀億,"1,724,320","55,527","-30,026","25,501","19,569",0.35
2017Q4,4432,銘旺實,"1,812,370","96,095","-24,354","71,741","58,825",1.16
2017Q4,4433,興采,"1,502,710","13,335",408,"13,743","9,751",0.34
2017Q4,4502,健信,"2,827,800","222,590","-43,856","178,734","181,203",3.91
2017Q4,4503,金雨,"345,510","54,176","-4,648","49,528","40,108",1.08
2017Q4,4506,崇友,"4,283,350","769,099","211,964","981,063","830,502",4.40
2017Q4,4510,高鋒,"2,784,070","85,875","-9,736","76,139","66,410",0.61
2017Q4,4513,福裕,"1,890,270","26,711",11,"26,722","20,787",0.27
2017Q4,4523,永彰,"1,497,860","-132,231","7,115","-125,116","-119,474",-1.87
2017Q4,4527,方土霖,"2,692,410","244,931","8,179","253,110","196,063",2.50
2017Q4,4528,江興鍛,"2,738,130","450,678","29,292","479,970","368,401",4.81
2017Q4,4529,淳紳,"18,010","-69,301","-378,603","-447,904","-447,904",-5.71
2017Q4,4530,宏易,"44,120","-21,610","-6,774","-28,384","-28,384",-0.54
2017Q4,4533,協易機,"4,007,440","66,543","12,915","79,458","72,381",0.46
2017Q4,4534,慶騰,"2,274,520","121,533","-43,661","77,872","66,734",0.80
2017Q4,4535,至興,"3,159,670","356,327","-13,038","343,289","269,095",2.98
2017Q4,4538,大詠城,"602,160","79,912","-6,727","73,185","58,979",1.40
2017Q4,4541,晟田,"1,119,470","-53,732","-20,898","-74,630","-64,620",-1.19
2017Q4,4542,科嶠,"601,490","84,625","-6,010","78,615","67,525",2.36
2017Q4,4543,萬在,"936,750","28,581","-23,454","5,127","-14,233",-0.25
2017Q4,4549,桓達,"1,060,660","233,505","8,540","242,045","195,520",4.84
2017Q4,4550,長佳,"1,439,120","58,948","3,868","62,816","51,431",1.50
2017Q4,4554,橙的,"483,080","-33,724",105,"-33,619","-34,565",-1.62
2017Q4,4556,旭然,"407,760","22,874","-1,493","21,381","14,200",0.40
2017Q4,4561,健椿,"890,680","125,598","-12,972","112,626","93,260",1.86
2017Q4,4563,百德,"1,960,940","150,462","12,889","163,351","133,810",3.80
2017Q4,4568,科際精密,"1,198,410","237,326","-3,355","233,971","165,465",6.13
2017Q4,4580,捷流閥業,"1,584,780","166,328","1,450","167,778","127,934",3.93
2017Q4,4609,唐鋒,"699,560","-109,098","36,038","-73,060","-65,671",-1.37
2017Q4,4702,中美實,"521,920","-46,914","-651,605","-698,519","-698,959",-3.11
2017Q4,4706,大恭,"1,661,820","176,677","-6,170","170,507","129,020",1.63
2017Q4,4707,磐亞,"1,513,130","-13,957","172,347","158,390","152,066",0.62
2017Q4,4711,永純,"1,240,320","77,534","-5,794","71,740","59,049",0.97
2017Q4,4712,南璋,"263,010","-36,909","-6,974","-43,883","-43,806",-0.70
2017Q4,4714,永捷,"540,850",422,-151,271,"-7,851",-0.10
2017Q4,4716,大立,"1,100,650","29,723","-9,845","19,878","18,696",0.25
2017Q4,4721,美琪瑪,"4,226,740","203,301","50,271","253,572","207,726",2.77
2017Q4,4726,永昕,"318,640","-121,475","-84,240","-205,715","-188,370",-1.71
2017Q4,4728,雙美,"190,130","13,272","7,937","21,209","16,535",0.31
2017Q4,4729,熒茂,"1,794,580","4,871","449,477","454,348","454,676",3.06
2017Q4,4735,豪展,"1,134,520","115,685","6,219","121,904","103,185",3.18
2017Q4,4736,泰博,"3,344,900","633,963","-21,489","612,474","454,229",5.43
2017Q4,4741,泓瀚,"744,990","107,165","-4,482","102,683","86,226",2.86
2017Q4,4743,合一,"2,590","-139,093","-16,830","-155,923","-155,923",-0.80
2017Q4,4744,皇將,"1,013,080","88,539","-37,299","51,240","33,734",0.84
2017Q4,4745,合富-KY,"3,036,790","248,584","-8,640","239,944","173,575",3.01
2017Q4,4747,強生,"394,610","66,414","5,490","71,904","60,014",2.00
2017Q4,4754,國碳科,"423,830","56,724",-908,"55,816","46,141",2.95
2017Q4,4760,勤凱,"612,790","41,954",214,"42,168","34,086",1.58
2017Q4,4767,誠泰科技,"1,035,000","72,260","-11,939","60,321","42,734",1.46
2017Q4,4803,VHQ-KY,"1,296,450","465,292","-35,935","429,357","343,097",10.05
2017Q4,4804,大略-KY,"1,326,690","127,617","-6,758","120,859","71,977",2.07
2017Q4,4806,昇華,"386,640","-225,278","-141,426","-366,704","-365,550",-11.90
2017Q4,4903,聯光通,"971,480","-76,502","47,113","-29,389","-29,389",-0.29
2017Q4,4905,台聯電,"89,650","-121,255","1,217,873","1,096,618","1,020,117",22.08
2017Q4,4907,富宇,"4,215,780","903,417","-11,767","891,650","854,503",7.23
2017Q4,4908,前鼎,"1,015,350","167,624","-22,987","144,637","121,041",1.58
2017Q4,4909,新復興,"1,328,710","149,842","-39,025","110,817","85,012",0.91
2017Q4,4911,德英,"21,850","-40,704","3,701","-37,003","-41,684",-0.75
2017Q4,4924,欣厚-KY,"550,190","-23,598","-3,354","-26,952","-26,396",-0.71
2017Q4,4931,新盛力,"1,747,210","50,569","-13,604","36,965","30,043",0.44
2017Q4,4933,友輝,"2,679,970","92,750","-65,535","27,215","28,217",0.37
2017Q4,4939,亞電,"1,602,940","122,267","21,300","143,567","118,727",1.21
2017Q4,4944,兆遠,"1,496,640","-511,416","-13,927","-525,343","-527,910",-2.96
2017Q4,4946,辣椒,"376,370","-15,067","93,654","78,587","73,835",2.79
2017Q4,4947,昂寶-KY,"4,248,360","919,257","11,101","930,358","795,513",14.30
2017Q4,4950,牧東,"288,280","-159,515","-4,608","-164,123","-168,905",-3.63
2017Q4,4953,緯軟,"2,784,630","91,690","29,671","121,361","109,239",2.54
2017Q4,4965,商店街,"1,269,950","-1,109,669","2,304","-1,107,365","-1,107,941",-43.25
2017Q4,4966,譜瑞-KY,"10,351,800","1,968,522","1,705","1,970,227","1,931,709",25.49
2017Q4,4971,IET-KY,"879,460","179,106","2,907","182,013","128,263",3.56
2017Q4,4972,湯石照明,"986,930","96,950","56,520","153,470","121,083",3.04
2017Q4,4973,廣穎,"4,287,190","5,505","11,884","17,389","17,133",0.27
2017Q4,4974,亞泰,"3,652,990","409,366","-57,482","351,884","300,640",4.25
2017Q4,4979,華星光,"1,666,790","-584,598","-61,660","-646,258","-658,826",-8.05
2017Q4,4987,科誠,"1,030,960","149,968","5,460","155,428","124,253",5.09
2017Q4,4991,環宇-KY,"1,925,830","449,583","-25,530","424,053","357,047",4.77
2017Q4,4995,晶達,"1,013,560","124,241","-19,884","104,357","90,259",2.63
2017Q4,5009,榮剛,"9,166,920","413,975","-220,656","193,319","125,114",0.33
2017Q4,5011,久陽,"891,990","-47,311","-7,911","-55,222","-47,997",-1.17
2017Q4,5013,強新,"6,852,490","589,571","-44,697","544,874","403,895",2.23
2017Q4,5014,建錩,"17,258,560","495,376","-267,290","228,086","189,640",0.76
2017Q4,5015,華祺,"2,446,740","277,512","-36,648","240,864","202,505",3.34
2017Q4,5016,松和,"2,575,560","266,523","-9,036","257,487","203,527",4.09
2017Q4,5102,富強,"685,970","64,802","23,272","88,074","78,203",1.22
2017Q4,5201,凱衛,"207,640","1,067","5,785","6,852","6,345",0.21
2017Q4,5202,力新,"230,110","-19,836","37,482","17,646","15,628",0.36
2017Q4,5205,中茂,"100,460","-18,983","2,260","-16,723","-16,723",-0.64
2017Q4,5206,坤悅,"1,355,160","188,105","14,270","202,375","177,293",1.19
2017Q4,5209,新鼎,"1,337,660","93,196",236,"93,432","75,889",3.23
2017Q4,5210,寶碩,"270,860","-40,137","-3,946","-44,083","-45,039",-0.71
2017Q4,5211,蒙恬,"255,710","20,827",-723,"20,104","16,810",0.52
2017Q4,5212,凌網,"700,890","49,838","-9,169","40,669","34,513",0.94
2017Q4,5213,亞昕,"4,504,870","838,379","-89,039","813,472","684,779",1.98
2017Q4,5220,萬達光電,"1,246,500","142,695","-26,122","116,573","94,205",2.69
2017Q4,5223,安力-KY,"1,398,070","150,848","-8,045","142,803","86,484",2.25
2017Q4,5227,立凱-KY,"748,480","-178,771","-20,956","-199,727","-208,336",-0.99
2017Q4,5230,雷笛克光學,"1,234,030","177,465","-14,263","163,202","145,214",2.79
2017Q4,5245,智晶,"2,004,290","338,532","-4,058","334,474","277,637",6.17
2017Q4,5251,天鉞電,"365,610","-35,008",-378,"-35,386","-33,313",-0.95
2017Q4,5255,美桀,"1,586,300","232,483","12,825","245,308","187,457",4.40
2017Q4,5263,智崴,"1,514,470","340,734","-13,171","327,563","271,181",6.00
2017Q4,5272,笙科,"862,330","104,637","4,850","109,487","92,691",1.64
2017Q4,5274,信驊,"1,894,190","647,571","-18,478","629,093","531,366",15.70
2017Q4,5276,達輝-KY,"757,290","30,911","-2,685","28,226","9,681",0.25
2017Q4,5278,尚凡,"487,020","-2,702","-6,108","-8,810","-8,851",-0.64
2017Q4,5281,大峽谷-KY,"1,422,420","197,393","-7,349","190,044","132,579",3.58
2017Q4,5287,數字,"1,371,190","602,277","10,968","613,245","504,725",15.00
2017Q4,5289,宜鼎,"6,544,210","996,236","-78,308","917,928","730,861",10.86
2017Q4,5291,邑昇,"956,080","-12,622","-17,144","-29,766","-25,356",-0.75
2017Q4,5299,杰力,"1,017,880","146,962","-11,503","135,459","120,716",3.89
2017Q4,5301,寶得利,"623,700","-162,245","-129,821","-292,066","-295,706",-2.44
2017Q4,5302,太欣,"109,510","-83,662","59,136","-24,526","-24,497",-0.11
2017Q4,5304,鼎創達,"962,740","-66,654","-143,985","-210,639","-188,393",-1.03
2017Q4,5306,桂盟,"5,050,600","1,319,533","-32,354","1,287,179","1,042,941",8.69
2017Q4,5309,系統電,"1,519,800","-258,963","-21,163","-280,126","-263,041",-1.20
2017Q4,5310,天剛,"387,940","-3,101","5,900","2,799","2,625",0.05
2017Q4,5312,寶島科,"2,851,790","156,103","216,496","372,599","301,384",5.06
2017Q4,5314,世紀,"175,100","-77,237","63,258","-13,979","-13,970",-0.13
2017Q4,5315,光聯,"1,819,710","159,193","-43,096","116,097","105,870",1.01
2017Q4,5317,凱美,"1,288,740","94,993","247,860","342,853","299,703",2.23
2017Q4,5321,友銓,"791,310","12,829","-27,476","-14,647","-67,512",-2.34
2017Q4,5324,士開,"1,007,130","3,890","-31,642","-27,752","-30,447",-0.36
2017Q4,5328,華容,"873,130","49,385","-27,254","22,131","16,217",0.09
2017Q4,5340,建榮,"1,552,060","143,318","-20,314","123,004","122,304",0.63
2017Q4,5344,立衛,"208,420","-42,475","3,002","-39,473","-39,206",-0.49
2017Q4,5345,天揚,"73,300","-70,399","8,048","-62,351","-68,711",-1.37
2017Q4,5346,力晶,"46,304,860","10,305,295","-1,207,166","9,098,129","8,069,105",3.54
2017Q4,5347,世界,"24,909,610","5,228,458","52,170","5,280,628","4,505,064",2.75
2017Q4,5348,系通,"101,600","-38,238",-284,"-38,522","-38,522",-1.48
2017Q4,5349,先豐,"6,837,180","219,619","-127,584","92,035","70,984",0.21
2017Q4,5351,鈺創,"6,167,150","-478,298","-75,437","-553,735","-586,881",-1.26
2017Q4,5353,台林,"1,322,150","26,493","7,013","33,506","30,000",0.38
2017Q4,5355,佳總,"1,134,600","-54,706","-33,949","-88,655","-76,228",-0.46
2017Q4,5356,協益,"9,399,590","622,254","-13,921","608,333","468,370",3.64
2017Q4,5364,力麗店,"455,420","-14,749","-7,946","-22,695","-23,564",-1.67
2017Q4,5371,中光電,"53,105,300","1,731,281","491,101","2,222,382","1,704,578",4.03
2017Q4,5381,合正,"401,810","37,135","-318,502","-281,367","-283,246",-2.16
2017Q4,5383,金利,"1,280,870","41,220","-11,049","30,171","-6,465",-0.68
2017Q4,5386,青雲,"3,163,270","40,762","4,522","45,284","45,188",3.34
2017Q4,5387,茂德,"1,286,090","30,386","-4,380","26,006","-7,145",-1.43
2017Q4,5392,應華,"12,347,130","350,165","112,824","462,989","373,745",2.09
2017Q4,5398,慕康生醫,"544,250","-5,343","27,617","22,274","18,037",0.36
2017Q4,5403,中菲,"1,558,150","236,617","39,557","276,174","232,665",3.73
2017Q4,5410,國眾,"2,824,980","121,829","26,278","148,107","123,355",1.40
2017Q4,5425,台半,"8,994,020","1,617,552","43,098","1,660,650","1,260,797",3.77
2017Q4,5426,振發,"1,653,430","82,899","-55,069","27,830","20,974",0.10
2017Q4,5432,達威,"85,600","8,631","-30,074","-21,443","-22,441",-1.08
2017Q4,5438,東友,"2,354,410","155,221","79,823","235,044","220,773",1.96
2017Q4,5439,高技,"2,074,180","247,094","-11,197","235,897","193,837",2.32
2017Q4,5443,均豪,"4,839,890","465,799","-127,486","338,313","230,681",1.21
2017Q4,5450,寶聯通,"697,750","22,200","-2,445","19,755",-165,0.00
2017Q4,5452,佶優,"6,189,760","78,212","-54,394","23,818","2,634",0.01
2017Q4,5455,昇益,"83,690","-43,436",944,"-42,492","-42,492",-0.81
2017Q4,5457,宣德,"3,022,530","53,780","63,671","117,451","84,654",0.34
2017Q4,5460,同協,"841,840","48,436","-6,486","41,950","33,075",0.46
2017Q4,5464,霖宏,"1,612,880","37,433","-212,167","-174,734","-141,019",-1.98
2017Q4,5465,富驊,"1,760,910","154,142","-25,698","128,444","98,714",0.69
2017Q4,5468,凱鈺,"150,540","-79,367","-8,637","-88,004","-108,004",-1.42
2017Q4,5474,聰泰,"901,440","229,298","-20,473","208,825","165,700",4.91
2017Q4,5475,德宏,"2,589,690","121,053","-3,537","117,516","116,828",0.80
2017Q4,5478,智冠,"15,611,930","411,494","82,053","493,547","367,278",3.28
2017Q4,5480,統盟,"5,919,050","243,001","-2,044","240,957","149,174",0.75
2017Q4,5481,新華,"9,570","-49,980","5,439","-44,541","-49,405",-0.52
2017Q4,5483,中美晶,"59,371,200","6,325,002","-1,199,261","5,125,741","3,518,628",1.80
2017Q4,5487,通泰,"403,400","40,859","-4,435","36,424","29,255",1.32
2017Q4,5488,松普,"1,708,380","30,397","-24,697","5,700","-12,869",-0.14
2017Q4,5489,彩富,"2,211,970","286,363","-102,187","184,176","176,830",1.79
2017Q4,5490,同亨,"1,750,270","131,029","6,163","137,192","97,059",1.03
2017Q4,5493,三聯,"2,238,770","192,429","42,461","234,890","191,744",1.84
2017Q4,5498,凱崴,"1,033,990","20,070","37,103","57,173","39,168",0.22
2017Q4,5508,永信建,"3,010,660","668,222","1,859","670,081","659,082",3.03
2017Q4,5511,德昌,"4,013,790","165,840","195,455","361,295","292,599",2.36
2017Q4,5512,力麒,"5,724,010","1,223,899","-101,678","1,122,221","919,699",0.94
2017Q4,5514,三豐,"88,620","36,925","93,574","130,499","122,954",0.73
2017Q4,5516,雙喜,"795,030","2,786","7,724","10,510","10,290",0.27
2017Q4,5520,力泰,"1,842,440","79,860","42,612","122,472","101,312",1.30
2017Q4,5523,豐謙,"1,519,140","219,931","-46,354","173,577","166,109",1.33
2017Q4,5529,志嘉,"764,560","-85,256","-41,188","-126,444","-156,256",-1.50
2017Q4,5530,龍巖,"5,104,380","2,225,085","221,096","2,446,181","2,182,033",4.44
2017Q4,5536,聖暉,"11,437,680","1,376,732","-85,179","1,291,553","982,140",18.17
2017Q4,5543,崇佑-KY,"965,330","-42,753","-15,894","-58,647","-61,264",-2.28
