季度,代碼,名稱,營業收入,營業損益,業外收入,稅前損益,稅後損益,每股EPS
2017Q4,5601,台聯櫃,"79,240","24,724",790,"25,514","20,144",0.31
2017Q4,5603,陸海,"1,932,770","96,063","4,175","100,238","79,864",0.91
2017Q4,5604,中連貨,"1,138,500","27,222","58,941","86,163","85,573",0.79
2017Q4,5609,中菲行,"17,533,280","281,161","-10,128","271,033","219,159",1.67
2017Q4,5701,劍湖山,"661,640","-95,760","-229,859","-325,030","-325,534",-1.28
2017Q4,5703,亞都,"896,080",-179,"1,192","1,013","-7,603",-0.11
2017Q4,5704,老爺知,"292,740","7,735","1,347","9,082","7,064",0.18
2017Q4,5820,日盛金,"16,542,410","2,381,013",--,"2,381,013","2,334,740",0.67
2017Q4,5864,致和證,"665,380","117,343","11,761","129,104","126,139",0.59
2017Q4,5878,台名,"655,620","80,826","23,996","104,822","89,701",3.79
2017Q4,5902,德記,"1,823,500","37,320","-8,824","28,496","26,661",0.28
2017Q4,5903,全家,"64,427,870","1,338,486","414,829","1,753,315","1,460,341",6.30
2017Q4,5904,寶雅,"13,262,070","1,721,822","1,023","1,722,845","1,429,057",14.63
2017Q4,5905,南仁湖,"1,633,970","166,868","-26,358","140,510","113,514",0.42
2017Q4,6008,凱基證,"38,104,620","6,552,807","1,957,393","8,510,200","8,109,298",2.45
2017Q4,6015,宏遠證,"1,641,330","49,876","139,681","189,557","212,410",0.57
2017Q4,6016,康和證,"4,964,270","435,397","285,598","720,995","690,038",1.15
2017Q4,6020,大展證,"682,760","234,761","29,118","263,879","239,773",0.95
2017Q4,6021,大慶證,"1,084,140","146,678","49,957","196,635","167,717",0.55
2017Q4,6023,元大期,"5,083,960","376,368","648,732","1,025,100","873,286",3.76
2017Q4,6026,福邦證,"1,684,330","604,773","-39,367","565,406","511,829",2.00
2017Q4,6101,寬魚國際,"94,560","-13,402","46,806","33,404","33,406",0.47
2017Q4,6103,合邦,"1,877,500","41,075","-7,288","33,787","30,092",0.53
2017Q4,6104,創惟,"1,787,150","223,547","-71,331","152,216","131,147",1.46
2017Q4,6109,亞元,"1,236,430","56,977","9,824","66,801","50,719",0.70
2017Q4,6111,大宇資,"789,130","36,533","-11,416","25,117","9,528",0.38
2017Q4,6113,亞矽,"1,282,920","-45,422","6,976","-38,446","-38,074",-0.76
2017Q4,6114,久威,"2,961,110","264,712","-70,640","194,072","133,637",3.20
2017Q4,6118,建達,"6,390,190","4,944","6,228","11,172","9,146",0.10
2017Q4,6121,新普,"58,280,990","2,614,401","1,060,211","3,674,612","2,647,093",10.18
2017Q4,6122,擎邦,"2,173,270","-33,873","52,446","18,573","16,094",0.24
2017Q4,6123,上奇,"4,229,210","224,032","13,893","237,925","197,012",3.06
2017Q4,6124,業強,"2,151,110","-184,672","-64,464","-249,136","-248,489",-1.34
2017Q4,6125,廣運,"8,762,430","-541,543","-317,727","-859,270","-900,801",-0.89
2017Q4,6126,信音,"3,046,180","275,438","-46,281","229,157","163,776",1.16
2017Q4,6127,九豪,"1,074,000","86,971","-31,543","55,428","31,662",0.38
2017Q4,6129,普誠,"1,109,800","-53,461","9,629","-43,832","-43,334",-0.24
2017Q4,6130,星寶國際,"85,770","-13,908","11,212","-2,696","-10,310",-0.39
2017Q4,6134,萬旭,"1,653,250","54,767","24,155","78,922","76,836",0.69
2017Q4,6138,茂達,"4,223,930","431,384","2,290","433,674","359,976",2.82
2017Q4,6140,訊達,"1,869,760","24,231","-8,840","15,391","8,973",0.23
2017Q4,6143,振曜,"7,087,830","500,336","-628,114","-127,778","-106,365",-1.12
2017Q4,6144,得利影,"608,350","-3,710","9,723","6,013","4,752",0.06
2017Q4,6146,耕興,"3,029,510","860,968","26,547","887,515","727,792",7.71
2017Q4,6147,頎邦,"18,427,560","3,187,609","-349,759","2,837,850","2,312,078",3.47
2017Q4,6148,驊宏資,"485,560","20,862","17,686","38,548","36,109",-1.33
2017Q4,6150,撼訊,"4,542,650","249,939","-9,504","240,435","252,911",8.36
2017Q4,6151,晉倫,"1,934,610","112,825","22,486","135,311","116,369",2.11
2017Q4,6154,順發,"4,428,650","105,462","2,290","107,752","89,143",1.11
2017Q4,6156,松上,"4,566,370","129,920","46,178","176,098","171,694",1.71
2017Q4,6158,禾昌,"1,643,240","50,724","36,107","86,831","72,923",0.67
2017Q4,6160,欣技,"1,242,220","-58,545","-12,798","-71,343","-56,567",-0.81
2017Q4,6161,捷波,"1,325,700","141,153","103,814","244,967","204,330",1.81
2017Q4,6163,華電網,"3,915,390","121,434","22,178","143,612","116,985",1.16
2017Q4,6167,久正,"2,133,830","168,981","-36,558","132,423","130,909",0.81
2017Q4,6169,昱泉,"503,340","-55,543",-170,"-55,713","-56,696",-1.61
2017Q4,6170,統振,"3,069,540","-31,961","-2,269","-34,230","-36,418",0.02
2017Q4,6171,亞銳士,"553,790","37,466","9,177","46,643","39,618",0.53
2017Q4,6173,信昌電,"3,162,700","447,608","17,023","464,631","362,190",2.01
2017Q4,6174,安碁,"557,700","53,894","-20,641","33,253","25,089",0.50
2017Q4,6175,立敦,"2,838,300","291,086","173,025","464,111","369,315",2.46
2017Q4,6179,亞通,"2,235,420","175,448","-19,807","155,641","127,431",2.13
2017Q4,6180,橘子,"8,474,990","-81,960","81,020",-940,"-36,907",0.17
2017Q4,6182,合晶,"6,376,510","632,179","-157,828","474,351","456,332",0.67
2017Q4,6185,幃翔,"1,299,750","262,421","-11,051","251,370","184,562",1.49
2017Q4,6186,新潤,"1,129,880","-26,767","57,895","31,128","5,754",0.08
2017Q4,6187,萬潤,"1,866,850","404,694","-44,332","360,362","303,196",3.60
2017Q4,6188,廣明,"7,506,270","499,712","-92,733","406,979","288,321",1.04
2017Q4,6190,萬泰科,"4,345,250","194,688","6,739","201,427","151,171",0.92
2017Q4,6194,育富,"883,050","-39,576","-11,208","-50,784","-44,036",-0.56
2017Q4,6195,詩肯,"1,805,340","254,042","11,473","265,515","218,776",5.05
2017Q4,6198,凌泰,"51,270","-30,368","1,528","-28,840","-29,078",-1.21
2017Q4,6199,天品,"111,890","34,525","3,053","37,578","35,259",0.57
2017Q4,6203,海韻電,"1,734,900","192,919","-63,224","129,695","104,714",1.31
2017Q4,6204,艾華,"617,570","69,788","1,352","71,140","55,097",1.53
2017Q4,6207,雷科,"2,287,420","324,417","-58,801","265,616","228,105",2.74
2017Q4,6208,日揚,"1,691,000","230,156","-14,272","215,884","180,766",1.83
2017Q4,6210,慶生,"846,110","194,559","-8,629","185,930","145,952",4.16
2017Q4,6212,理銘,"1,611,900","186,791","-1,474","185,317","170,233",1.67
2017Q4,6217,中探針,"1,892,310","203,784","-24,148","179,636","140,821",2.28
2017Q4,6218,豪勉,"1,267,910","94,646","-6,682","87,964","72,790",1.13
2017Q4,6219,富旺,"1,718,840","216,334","-44,506","171,828","128,784",0.78
2017Q4,6220,岳豐,"11,817,770","642,220","-82,119","560,101","410,566",3.30
2017Q4,6221,晉泰,"2,210,070","109,182","-16,075","93,107","67,929",1.72
2017Q4,6222,上揚,"48,240","-25,718","37,428","11,710","7,356",0.18
2017Q4,6223,旺矽,"4,448,450","179,679","25,151","204,830","149,267",1.83
2017Q4,6227,茂綸,"6,234,360","170,740","16,881","187,621","147,450",1.94
2017Q4,6228,全譜,"115,570","-26,301","-3,882","-30,183","-33,578",-1.51
2017Q4,6229,研通,"1,741,780","19,188","16,606","35,794","26,429",0.73
2017Q4,6231,系微,"786,650","56,154","-5,138","51,016","37,249",0.98
2017Q4,6233,旺玖,"421,810","-59,550",378,"-59,172","-59,193",-0.72
2017Q4,6234,高僑,"818,580","37,426","3,136","40,562","31,498",0.34
2017Q4,6236,康呈,"171,190","-55,692","1,415","-54,277","-54,593",-1.71
2017Q4,6237,驊訊,"367,780","-69,593","253,369","183,776","181,821",2.33
2017Q4,6238,勝麗,"2,152,400","479,190","24,030","503,220","436,026",8.75
2017Q4,6240,松崗,"177,630","-42,131","5,807","-36,324","-36,613",-1.59
2017Q4,6241,易通展,"126,250","-32,068","-6,938","-39,006","-39,006",-1.64
2017Q4,6242,立康,"495,940","84,733","51,652","136,385","133,737",6.02
2017Q4,6244,茂迪,"23,188,610","-2,363,812","-496,931","-2,860,743","-3,038,909",-5.92
2017Q4,6245,立端,"6,434,500","497,955","-6,003","491,952","393,927",3.33
2017Q4,6246,臺龍,"1,028,630","35,540","-7,023","28,517","25,663",0.94
2017Q4,6247,淇譽電,"934,840","-78,809","15,241","-63,568","-63,491",-1.05
2017Q4,6248,沛波,"1,660,400","24,057","2,231","26,288","25,633",0.84
2017Q4,6259,百徽,"286,950","-27,231","-8,761","-35,992","-59,117",-0.68
2017Q4,6261,久元,"3,670,380","614,756","-20,327","594,429","486,222",4.01
2017Q4,6263,普萊德,"1,361,090","346,587","10,619","357,206","306,386",4.90
2017Q4,6264,富裔,"427,610","41,033","-35,837","5,196","5,206",0.04
2017Q4,6265,方土昶,"4,235,770","-5,705","-39,406","-45,111","-37,820",-0.32
2017Q4,6266,泰詠,"2,361,880","166,266","-4,696","161,570","120,139",1.30
2017Q4,6270,倍微,"2,703,460","6,654","15,772","22,426","24,062",0.33
2017Q4,6274,台燿,"16,103,210","1,341,212","-19,114","1,322,098","1,001,515",4.12
2017Q4,6275,元山,"2,419,840","83,131","-8,546","74,585","59,930",1.04
2017Q4,6276,安鈦克,"764,520","-4,322","-16,891","-21,213","-29,891",-0.84
2017Q4,6279,胡連,"4,076,620","1,230,306","-22,328","1,207,978","971,866",10.00
2017Q4,6284,佳邦,"3,757,860","190,445","-16,963","173,482","85,436",0.87
2017Q4,6287,元隆,"1,294,120","-59,759","-32,964","-92,723","-92,723",-0.29
2017Q4,6290,良維,"6,307,550","251,306","49,248","300,554","226,943",1.71
2017Q4,6291,沛亨,"193,680","-33,303","-3,447","-36,750","-37,040",-1.80
2017Q4,6292,迅德,"1,402,640","160,944","-14,048","146,896","120,846",2.58
2017Q4,6294,智基,"783,110","216,312","3,898","220,210","217,946",10.24
2017Q4,6298,崴強,"4,499,410","323,452","127,089","450,541","389,681",2.31
2017Q4,6404,通訊-KY,"310,340","-371,068","-93,808","-464,876","-437,115",-11.70
2017Q4,6411,晶焱,"2,736,660","564,212","-58,359","505,853","430,978",6.33
2017Q4,6417,韋僑,"889,970","62,460","-3,281","59,179","47,275",1.33
2017Q4,6418,詠昇,"976,270","70,868","-6,230","64,638","61,126",2.01
2017Q4,6419,京晨科,"263,080","-20,909",-662,"-21,571","-18,789",-0.81
2017Q4,6425,易發,"1,763,600","145,747","-19,374","126,373","86,766",2.36
2017Q4,6426,統新,"551,890","97,208","-12,227","84,981","77,651",2.44
2017Q4,6432,今展科,"846,130","32,090","-18,099","13,991","8,905",0.44
2017Q4,6435,大中,"1,918,750","179,132","4,835","183,967","156,372",4.73
2017Q4,6438,迅得,"3,281,440","378,451","6,160","384,611","305,138",6.01
2017Q4,6441,廣錠,"1,409,020","185,967","-1,423","184,544","152,272",5.82
2017Q4,6446,藥華藥,"4,040","-889,475","17,167","-872,308","-872,308",-4.01
2017Q4,6457,紘康,"613,900","61,193","-2,412","58,781","46,294",1.66
2017Q4,6461,益得,"16,610","-246,748","7,434","-239,314","-239,314",-3.42
2017Q4,6462,神盾,"4,731,910","776,643","-40,757","735,886","593,191",8.50
2017Q4,6465,威潤,"244,650","12,451","26,839","39,290","36,427",1.34
2017Q4,6469,大樹,"3,623,730","108,287","15,556","123,843","102,358",3.36
2017Q4,6470,宇智,"1,594,120","134,470","-51,790","82,680","70,203",2.17
2017Q4,6472,保瑞,"357,820","18,591",-800,"17,791","15,345",0.56
2017Q4,6482,弘煜科,"343,960","15,585","-3,691","11,894","1,671",0.06
2017Q4,6485,點序,"715,380","-80,166",523,"-79,643","-81,064",-2.18
2017Q4,6486,互動,"1,795,560","202,120",-74,"202,046","166,665",3.61
2017Q4,6488,環球晶,"46,212,600","7,413,542","-538,843","6,874,699","5,278,207",12.68
2017Q4,6492,生華科,0,"-375,392","3,972","-371,420","-371,898",-5.18
2017Q4,6494,九齊,"1,007,710","130,102","-7,660","122,442","104,006",3.92
2017Q4,6496,科懋,"1,715,540","325,780","10,946","336,726","279,683",5.99
2017Q4,6497,亞獅康-KY,0,"-1,185,632","-22,788","-1,208,420","-1,208,420",-9.71
2017Q4,6499,益安,"164,770","-273,511","4,038","-269,473","-272,540",-4.81
2017Q4,6506,雙邦,"2,151,770","158,496","-4,453","154,043","123,212",1.54
2017Q4,6508,惠光,"2,072,750","223,771","-44,024","179,747","136,578",1.64
2017Q4,6509,聚和,"3,185,750","161,515","-55,140","106,375","71,210",0.43
2017Q4,6510,精測,"3,109,680","896,684","10,865","907,549","736,370",23.51
2017Q4,6512,啟發電,"421,760","23,620","-8,525","15,095","12,904",0.52
2017Q4,6514,芮特-KY,"450,000","57,448","-1,265","56,183","43,594",1.77
2017Q4,6516,勤崴國際,"290,520","30,987",-787,"30,200","23,459",1.04
2017Q4,6523,達爾膚,"936,920","143,079","5,147","148,226","127,255",2.78
2017Q4,6527,明達醫,"493,760","36,997",15,"37,012","33,597",1.57
2017Q4,6530,創威,"356,340","37,195","-4,705","32,490","27,341",0.91
2017Q4,6532,瑞耘,"365,130","77,750","-7,735","70,015","57,961",1.84
2017Q4,6535,順藥,"35,260","-195,534","-17,307","-212,841","-212,841",-2.24
2017Q4,6538,倉和,"897,760","-1,206","-15,808","-17,014","-27,496",-0.91
2017Q4,6542,隆中,"2,175,810","-2,101","-103,110","-105,211","-97,480",-2.87
2017Q4,6547,高端疫苗,--,"-336,039","-4,251","-340,290","-340,290",-2.64
2017Q4,6548,長科*,"7,505,220","836,728","234,488","1,071,216","820,141",14.62
2017Q4,6556,勝品,"1,187,500","17,931","31,437","49,368","35,369",1.88
2017Q4,6560,欣普羅,"165,550","6,971","-18,946","-11,975","-11,975",-0.70
2017Q4,6561,是方,"2,126,330","457,667","6,423","464,090","386,274",6.40
2017Q4,6568,宏觀,"1,110,760","317,964","-23,314","294,650","238,384",9.65
2017Q4,6569,醫揚,"1,296,340","160,271","-17,187","143,084","115,911",5.79
2017Q4,6570,維田,"567,820","40,991","-6,661","34,330","30,767",1.23
2017Q4,6574,霈方,"1,005,230","184,898","-2,830","182,068","150,496",7.28
2017Q4,6576,逸達,"23,730","-442,987","2,589","-440,398","-443,486",-5.67
2017Q4,6577,勁豐,"1,837,020","193,645","-12,363","181,282","150,699",4.00
2017Q4,6578,達邦蛋白,"562,390","41,053","-2,961","38,092","28,024",1.10
2017Q4,6589,台康生技,"297,870","-175,043",44,"-174,999","-174,855",-1.70
2017Q4,6590,普鴻,"289,020","26,382","-2,927","23,455","18,314",1.32
2017Q4,6593,台灣銘板,"784,420","59,149","-4,733","54,416","42,490",2.35
2017Q4,6594,展匯科,"432,730","26,510","-1,877","24,633","21,286",1.15
2017Q4,6596,寬宏藝術,"871,780","93,534","9,464","102,998","85,514",4.09
2017Q4,6603,富強鑫,"3,388,830","227,477","64,199","291,676","193,876",1.30
2017Q4,6609,瀧澤科,"2,872,490","217,946","-41,048","176,898","138,405",1.95
2017Q4,6612,奈米醫材,"266,050","63,540","4,644","68,184","32,921",1.03
2017Q4,6613,朋億,"3,342,540","675,902","-79,191","596,711","447,475",15.07
2017Q4,6615,慧智,"423,940","52,533","2,008","54,541","44,989",2.41
2017Q4,6616,特昇-KY,"875,670","44,735","-3,846","40,889","30,278",1.44
2017Q4,6624,萬年清,"331,700","49,601",-579,"49,022","40,590",2.54
2017Q4,6629,泰金-KY,"937,650","144,557","24,943","169,500","126,528",4.22
2017Q4,6640,均華,"976,730","93,679","-6,712","86,967","64,757",2.52
2017Q4,6642,富致,"403,690","79,537","-9,064","70,473","57,118",2.10
2017Q4,6643,M31,"633,520","245,107","-29,006","216,101","186,286",6.51
2017Q4,6649,台生材,"1,880","-53,002","3,373","-49,629","-49,629",-1.94
2017Q4,6654,天正國際,"670,050","118,533","3,479","122,012","97,918",4.15
2017Q4,6662,樂斯科,"326,340","69,357","-4,416","64,941","53,085",2.40
2017Q4,6664,群翊,"1,453,950","358,162","-31,492","326,670","254,508",5.09
2017Q4,6667,信紘科,"929,230","138,191","13,932","152,123","120,799",3.91
2017Q4,6679,鈺太,"686,350","31,925","-1,248","30,677","32,896",1.01
2017Q4,6680,鑫創電子,"317,480","64,504","-3,834","60,670","51,267",4.04
2017Q4,6683,雍智科技,"554,250","140,139","-11,864","128,275","101,916",4.39
2017Q4,6690,安碁資訊,"1,214,340","-22,058","8,050","-14,008","-8,705",-0.05
2017Q4,6697,東捷資訊,"1,124,670","49,907","2,775","52,682","46,118",2.31
2017Q4,6803,崑鼎,"4,479,590","1,077,417","38,926","1,116,343","959,424",11.41
2017Q4,7402,邑錡,"512,820","28,084","-8,904","19,180","16,039",0.77
2017Q4,8024,佑華,"580,010","15,407","-8,689","6,718","4,779",0.11
2017Q4,8027,鈦昇,"1,426,440","-83,547","-23,890","-107,437","-97,896",-1.29
2017Q4,8032,光菱,"4,168,150","182,576","-26,288","156,288","115,577",2.24
2017Q4,8034,榮群,"269,980","21,572","80,877","102,449","102,449",1.64
2017Q4,8038,長園科,"17,980","-116,938","-58,580","-175,518","-175,518",-3.03
2017Q4,8040,九暘,"865,570","-42,475","46,423","3,948","3,283",0.04
2017Q4,8042,金山電,"3,538,710","353,398","158,180","511,578","460,247",4.10
2017Q4,8043,蜜望實,"5,044,990","136,789","17,385","154,174","108,909",1.36
2017Q4,8044,網家,"29,415,180","-210,154","-11,940","-222,094","-391,745",0.31
2017Q4,8047,星雲,"731,790","20,809","14,232","35,041","32,286",0.78
2017Q4,8048,德勝,"1,066,490","158,717","-10,071","148,646","124,679",2.38
2017Q4,8049,晶采,"1,784,960","239,621","7,130","246,751","199,885",1.69
2017Q4,8050,廣積,"4,462,670","435,173","3,706","438,879","376,797",2.56
2017Q4,8053,巨擘,"2,081,580","-273,420","202,104","-71,316","-31,179",-0.08
2017Q4,8054,安國,"1,946,040","-6,889","106,330","99,441","88,608",1.07
2017Q4,8059,凱碩,"1,013,240","-173,195","39,355","-133,840","-134,957",-1.57
2017Q4,8064,東捷,"4,159,080","152,007","-117,899","34,108","18,965",0.01
2017Q4,8066,來思達,"7,627,910","485,631","-22,360","463,271","404,689",10.26
2017Q4,8067,志旭,"216,110","-27,636","19,522","-8,114","-11,738",-0.39
2017Q4,8068,全達,"3,416,140","-30,570","15,451","-15,119","-17,651",0.06
2017Q4,8069,元太,"15,203,330","1,102,387","2,235,624","3,338,011","2,932,298",1.85
2017Q4,8071,能率網通,"4,347,060","102,519","13,946","116,465","64,105",0.93
2017Q4,8074,鉅橡,"1,271,920","171,661","8,692","180,353","145,986",1.84
2017Q4,8076,伍豐,"3,059,770","211,221","12,465","223,686","163,588",0.71
2017Q4,8077,洛碁,"1,095,730","61,320","-10,739","50,581","48,441",0.51
2017Q4,8080,永利聯合,"297,230","-115,762","-24,840","-140,602","-140,602",-2.11
2017Q4,8083,瑞穎,"1,345,520","396,982","-31,777","365,205","301,892",8.59
2017Q4,8084,巨虹,"2,841,980","-22,791","39,583","16,792","15,707",0.36
2017Q4,8085,福華,"1,361,040","-64,163","81,163","17,000","6,595",0.04
2017Q4,8086,宏捷科,"1,661,470","291,465","-24,751","266,714","221,386",1.58
2017Q4,8087,華鎂鑫,"140,710","-6,153","15,633","9,480","8,728",0.30
2017Q4,8088,品安,"1,739,080","40,755","-14,312","26,443","24,845",0.41
2017Q4,8091,翔名,"1,873,450","348,845","109,921","458,766","401,076",7.00
2017Q4,8092,建暐,"353,080","-33,524","10,132","-23,392","-23,392",-0.61
2017Q4,8093,保銳,"539,410","-21,581","15,083","-6,498","-4,044",-0.06
2017Q4,8096,擎亞,"30,654,870","292,420","-158,332","134,088","53,702",0.50
2017Q4,8097,常珵,"92,570","-21,833","110,217","88,384","88,384",3.31
2017Q4,8099,大世科,"3,603,420","141,506",-601,"140,905","119,034",1.75
2017Q4,8107,大億金茂,"1,070,660","78,681","738,880","817,561","816,133",8.83
2017Q4,8109,博大,"1,151,230","448,009","-106,810","341,199","289,271",4.41
2017Q4,8111,立碁,"907,500","45,213","-26,562","18,651","11,496",0.10
2017Q4,8121,越峰,"2,370,720","-80,680","-17,775","-98,455","-141,670",-0.57
2017Q4,8147,正淩,"770,510","66,430","-5,778","60,652","47,882",1.92
2017Q4,8155,博智,"2,397,680","384,428","-15,496","368,932","307,074",6.17
2017Q4,8171,天宇,"864,350","-81,702","-16,736","-98,438","-89,711",-1.77
2017Q4,8176,智捷,"1,354,190","7,801","21,503","29,304","6,025",0.72
2017Q4,8182,加高,"2,854,160","211,336","-26,872","184,464","139,840",1.30
2017Q4,8183,精星,"3,439,380","220,074","6,957","227,031","175,053",1.52
2017Q4,8234,新漢,"6,364,230","134,724","46,912","181,636","140,687",0.99
2017Q4,8240,華宏,"8,229,230","5,124","59,259","64,383","52,368",0.47
2017Q4,8255,朋程,"3,671,700","704,648","-69,014","635,634","507,206",7.11
2017Q4,8277,商丞,"620,250","-42,148","-17,859","-60,007","-72,357",-0.79
2017Q4,8279,生展,"955,650","172,518","12,133","184,651","148,618",7.08
2017Q4,8287,英格爾,"5,197,380","-2,713,513","-226,771","-2,940,284","-3,027,100",-20.79
2017Q4,8289,泰藝,"1,463,650","50,704","-15,230","35,474","9,414",0.13
2017Q4,8291,尚茂,"764,650",612,"-5,940","-5,328","-12,901",-0.17
2017Q4,8299,群聯,"41,864,760","6,731,692","-13,822","6,717,870","5,761,290",29.23
2017Q4,8342,益張,"1,478,680","125,507","-37,011","88,496","74,104",2.29
2017Q4,8349,恒耀,"10,344,700","1,122,315","93,362","1,215,677","938,494",6.98
2017Q4,8354,冠好,"821,570","55,097","66,459","121,556","118,769",1.86
2017Q4,8358,金居,"6,618,110","1,376,083","-81,412","1,294,671","1,086,826",5.02
2017Q4,8383,千附,"3,195,320","606,478","-24,940","581,538","474,162",4.02
2017Q4,8390,金益鼎,"4,004,230","149,551","-84,918","64,633","51,176",0.52
